"","simu","n_obs","mutation_rate","c","initial_trait_frequency","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1"
"8447",8447,25,0,1,0.78125,0.7820138364,0.7815444627,0.7804836345,0.9983087132,0.9982563549,1.286916735,213.394,212.09,212.379
"8448",8448,30,0,1,0.78125,0.7808550605,0.7803772317,0.7806048375,0.9990940567,0.9990682988,1.287128692,213.914,213.071,213.236
"8449",8449,0,0,0.5,0.785714285714286,0.7863137997,0.7862420066,0.7865198036,0.7853655296,0.4994001306,1.995410352,333.794,167.174,187.191
"8450",8450,1,0,0.5,0.785714285714286,0.785605124,0.7855767878,0.7861647683,0.7868373902,0.786040194,1.998154445,334.672,167.652,187.591
"8451",8451,5,0,0.5,0.785714285714286,0.7847950784,0.7856837104,0.7850694925,0.7838726205,0.9282365067,1.996260885,334.045,167.214,187.333
"8452",8452,10,0,0.5,0.785714285714286,0.7852472936,0.785678327,0.7866350609,0.7848738332,0.9719443002,2.006263752,335.607,167.281,187.542
"8453",8453,15,0,0.5,0.785714285714286,0.785641053,0.785627963,0.7860564947,0.7845988825,0.991900061,1.998074873,333.913,166.893,186.973
"8454",8454,20,0,0.5,0.785714285714286,0.7860040483,0.7859374572,0.7857680859,0.7868628704,0.9958961241,1.994020289,333.517,167.191,187.08
"8455",8455,25,0,0.5,0.785714285714286,0.7861248809,0.7857982518,0.7857843873,0.7861524433,0.9987813692,2.003310123,335.717,167.649,187.83
"8456",8456,30,0,0.5,0.785714285714286,0.7871707617,0.7871446044,0.7872207394,0.7867974594,0.9993658376,1.997396712,334.928,167.648,187.502
"8457",8457,0,0,0.6,0.785714285714286,0.7848241117,0.7844928461,0.7839348065,0.7771593615,0.4985796708,2.025801094,338.678,165.525,187.366
"8458",8458,1,0,0.6,0.785714285714286,0.7863034806,0.7862877039,0.7857956042,0.8184395271,0.7858113567,1.894629536,317.456,174.395,190.394
"8459",8459,5,0,0.6,0.785714285714286,0.78683131,0.7859822979,0.7849038741,0.837779531,0.9272379013,1.831090806,307.235,178.568,191.714
"8460",8460,10,0,0.6,0.785714285714286,0.7859778398,0.7865778111,0.7853241787,0.8425944654,0.9713475994,1.807339483,303.225,179.664,192.046
"8461",8461,15,0,0.6,0.785714285714286,0.7859617123,0.7852653289,0.7876318991,0.8432924743,0.9916330958,1.795278458,299.967,179.733,191.832
"8462",8462,20,0,0.6,0.785714285714286,0.7868460686,0.786942843,0.7868789612,0.8476786866,0.9963752116,1.792884065,301.74,181.117,192.705
"8463",8463,25,0,0.6,0.785714285714286,0.7849180703,0.7862312475,0.7850533809,0.844756325,0.998457329,1.798477307,301.904,180.475,192.434
"8464",8464,30,0,0.6,0.785714285714286,0.7863341928,0.786117299,0.786668492,0.8462447493,0.9991729101,1.792996189,300,180.24,192.092
"8465",8465,0,0,0.7,0.785714285714286,0.7858358128,0.7856470199,0.786190248,0.7535297539,0.4974081534,2.112368233,355.307,161.179,188.72
"8466",8466,1,0,0.7,0.785714285714286,0.7850456693,0.7845307257,0.785782182,0.8350325935,0.7875024465,1.834118019,306.354,177.676,192.857
"8467",8467,5,0,0.7,0.785714285714286,0.7857390554,0.7860962941,0.7835134436,0.8750827798,0.9271396553,1.696650519,284.093,186.367,195.631
"8468",8468,10,0,0.7,0.785714285714286,0.784915487,0.7851325284,0.7848387,0.8870547423,0.9711504067,1.65485072,276.467,188.64,195.967
"8469",8469,15,0,0.7,0.785714285714286,0.7858409465,0.7861093405,0.7839812088,0.8934085311,0.991187135,1.631616951,274.773,191.278,197.715
"8470",8470,20,0,0.7,0.785714285714286,0.7854547288,0.7858639864,0.7829131925,0.8934489766,0.9958165303,1.631777589,272.297,189.925,196.324
"8471",8471,25,0,0.7,0.785714285714286,0.7858048582,0.7855462779,0.7873389216,0.8940659662,0.9987519387,1.633739778,273.679,191.005,197.444
"8472",8472,30,0,0.7,0.785714285714286,0.7861456274,0.7862482396,0.7869146808,0.8947963847,0.9993275398,1.631519972,273.241,190.88,197.061
"8473",8473,0,0,0.8,0.785714285714286,0.7860320653,0.7861231159,0.7862171379,0.7082266566,0.5007073319,2.273707703,381.359,151.039,188.567
"8474",8474,1,0,0.8,0.785714285714286,0.7861512144,0.785852461,0.7857028443,0.8399956564,0.7862076529,1.820163969,304.95,178.947,196.38
"8475",8475,5,0,0.8,0.785714285714286,0.7861250164,0.7854853261,0.7861536134,0.9031899611,0.9285619933,1.603475433,268.04,192.265,199.763
"8476",8476,10,0,0.8,0.785714285714286,0.7863900131,0.7865779503,0.7859645965,0.9237951784,0.9710934756,1.531742029,257.29,197.257,201.844
"8477",8477,15,0,0.8,0.785714285714286,0.7858877769,0.7862852489,0.7850857511,0.933023541,0.9913624161,1.500384982,250.704,198.32,201.435
"8478",8478,20,0,0.8,0.785714285714286,0.7862798826,0.7860270245,0.7868612125,0.9339633109,0.9960031919,1.498832361,250.63,199.109,201.968
"8479",8479,25,0,0.8,0.785714285714286,0.786397514,0.7873224286,0.7865022798,0.9361879718,0.9983894787,1.489184952,249.81,199.566,202.201
"8480",8480,30,0,0.8,0.785714285714286,0.7866714054,0.7862491862,0.7860110621,0.9358224272,0.9992876925,1.490632262,250.002,199.911,202.552
"8481",8481,0,0,0.9,0.785714285714286,0.7851753156,0.7842347227,0.7841706859,0.6314222554,0.501062518,2.536900698,425.213,134.543,189.279
"8482",8482,1,0,0.9,0.785714285714286,0.7863282178,0.7865453002,0.7857142036,0.8266389787,0.7869334551,1.874178758,312.983,175.455,198.876
"8483",8483,5,0,0.9,0.785714285714286,0.7858733401,0.7857736864,0.7839869769,0.9209621644,0.9270887443,1.543468593,259.066,196.619,205.088
"8484",8484,10,0,0.9,0.785714285714286,0.7867450798,0.7858759626,0.7886191201,0.9524501922,0.9734259425,1.433405889,240.234,203.315,206.764
"8485",8485,15,0,0.9,0.785714285714286,0.7852530694,0.7847410431,0.7848677886,0.9641339941,0.991121503,1.396396579,233.104,205.242,206.852
"8486",8486,20,0,0.9,0.785714285714286,0.7860238795,0.7859116056,0.7852580083,0.9676039534,0.9956081422,1.384386915,231.61,206.028,207.113
"8487",8487,25,0,0.9,0.785714285714286,0.7856268382,0.7870158237,0.7871088336,0.9698362597,0.9988711121,1.376253979,232.05,208.202,208.995
"8488",8488,30,0,0.9,0.785714285714286,0.7850816745,0.7845123422,0.7827987939,0.9698353547,0.9992158834,1.375655834,230.007,206.613,207.304
"8489",8489,0,0,1,0.785714285714286,0.7869552434,0.7870778987,0.7872900811,0.5008861333,0.5009939849,3.023436859,509.058,106.764,190.398
"8490",8490,1,0,1,0.785714285714286,0.7862539335,0.7873383571,0.7866426371,0.7867159718,0.7869668319,2.021858501,339.389,167.624,203.413
"8491",8491,5,0,1,0.785714285714286,0.7858073287,0.7846918522,0.7868087334,0.928955832,0.9289716822,1.521914113,255.353,198.45,210.391
"8492",8492,10,0,1,0.785714285714286,0.7855237109,0.7859304841,0.7838878435,0.9698567231,0.9698987294,1.383103187,231.492,206.797,211.896
"8493",8493,15,0,1,0.785714285714286,0.785805461,0.7854675762,0.7854579748,0.9914181213,0.9915350563,1.303349328,217.923,210.977,212.392
"8494",8494,20,0,1,0.785714285714286,0.7841526915,0.784417491,0.7853302794,0.9962916186,0.9962481868,1.289586079,215.021,211.944,212.574
"8495",8495,25,0,1,0.785714285714286,0.7859356711,0.7852274418,0.784618547,0.9987730026,0.9987697552,1.279604507,213.862,212.762,212.96
"8496",8496,30,0,1,0.785714285714286,0.786889063,0.7864415635,0.7886717474,0.9993580706,0.9993639244,1.275572939,213.142,212.617,212.727
"8497",8497,0,0,0.5,0.790178571428571,0.7911366807,0.7900368343,0.7891705461,0.7900760947,0.4985377285,1.997554032,336.282,168.294,187.923
"8498",8498,1,0,0.5,0.790178571428571,0.7899665764,0.7908955942,0.7893025361,0.7911438785,0.7895792455,1.999966568,337.108,168.519,188.089
"8499",8499,5,0,0.5,0.790178571428571,0.7901418604,0.7901066707,0.7916241445,0.7896609625,0.9330701112,1.999096357,336.753,168.458,188.326
"8500",8500,10,0,0.5,0.790178571428571,0.7915646617,0.7905257604,0.791228398,0.7922743847,0.9747639324,1.997771813,337.248,168.686,188.193
"8501",8501,15,0,0.5,0.790178571428571,0.7896307525,0.7906853483,0.7902043318,0.7911630533,0.9920759496,2.002495597,335.875,167.978,187.417
"8502",8502,20,0,0.5,0.790178571428571,0.7898369014,0.7895413953,0.7892496151,0.7906718854,0.9965887412,1.996783109,336.151,168.469,188.119
"8503",8503,25,0,0.5,0.790178571428571,0.7904202848,0.7902853191,0.7908603146,0.7921240822,0.9990336059,1.999166294,337.717,169.155,188.65
"8504",8504,30,0,0.5,0.790178571428571,0.789504187,0.7899418903,0.7896134005,0.7900092131,0.9994486436,1.996912623,336.124,168.484,188.19
"8505",8505,0,0,0.6,0.790178571428571,0.7898112649,0.7902193821,0.7912039519,0.7825284388,0.497984806,2.033134563,342.522,166.884,188.462
"8506",8506,1,0,0.6,0.790178571428571,0.7896079333,0.7896129552,0.7902536591,0.8197774901,0.7904245866,1.893772735,317.393,174.272,190.068
"8507",8507,5,0,0.6,0.790178571428571,0.7906112375,0.790451312,0.7896463661,0.8410591882,0.9327375744,1.825064743,308.427,179.677,192.512
"8508",8508,10,0,0.6,0.790178571428571,0.790468279,0.7905805213,0.7898257417,0.8469752261,0.9739150132,1.801451458,304.941,181.386,193.491
"8509",8509,15,0,0.6,0.790178571428571,0.7901709689,0.789882132,0.7904789077,0.8484111565,0.9927963572,1.796977932,302.697,180.923,192.639
"8510",8510,20,0,0.6,0.790178571428571,0.7907086273,0.7916843568,0.7924684825,0.8506436352,0.9968462433,1.792269485,301.885,181.187,192.617
"8511",8511,25,0,0.6,0.790178571428571,0.7899586543,0.7904400996,0.7901048773,0.8487708944,0.9988842165,1.790291493,301.968,181.18,192.738
"8512",8512,30,0,0.6,0.790178571428571,0.7894248219,0.7898782265,0.7889533523,0.8496122077,0.9993042576,1.79041518,302.111,181.396,192.903
"8513",8513,0,0,0.7,0.790178571428571,0.7906108462,0.7907965672,0.7904946793,0.7585810117,0.5005056254,2.119279102,358.073,162.073,189.06
"8514",8514,1,0,0.7,0.790178571428571,0.7903234494,0.7905270506,0.7920792775,0.8392407711,0.7903291392,1.824024051,306.692,178.678,193.455
"8515",8515,5,0,0.7,0.790178571428571,0.790532204,0.7908439196,0.7910447018,0.8791023635,0.9330195425,1.685242471,283.713,187.265,195.95
"8516",8516,10,0,0.7,0.790178571428571,0.7894432297,0.7905804844,0.7910711746,0.8901163578,0.9742735456,1.649343654,277.484,189.895,196.883
"8517",8517,15,0,0.7,0.790178571428571,0.7903799131,0.7906221471,0.7903646061,0.894828803,0.9926051399,1.631379003,274.206,190.418,196.908
"8518",8518,20,0,0.7,0.790178571428571,0.7892877123,0.7899695005,0.7891642812,0.8966249945,0.9964909423,1.628246472,274.238,191.271,197.487
"8519",8519,25,0,0.7,0.790178571428571,0.7895023516,0.7891968652,0.7872083098,0.8969086347,0.998649714,1.623393061,273.168,190.944,197.014
"8520",8520,30,0,0.7,0.790178571428571,0.7896555738,0.7907785514,0.791334707,0.8966776656,0.9993639769,1.626144696,273.844,191.471,197.642
"8521",8521,0,0,0.8,0.790178571428571,0.7907015826,0.7902133848,0.7889772919,0.7154089951,0.5030972084,2.27898104,385.112,152.678,189.643
"8522",8522,1,0,0.8,0.790178571428571,0.7895808032,0.7894950567,0.7915034003,0.8430104222,0.7911953948,1.815900359,305.613,179.775,196.842
"8523",8523,5,0,0.8,0.790178571428571,0.7903448135,0.790566095,0.7896397683,0.9058391155,0.9313471394,1.593132572,268.613,193.268,200.548
"8524",8524,10,0,0.8,0.790178571428571,0.7906674377,0.7906562936,0.7909721408,0.9255142704,0.9738038417,1.523016624,256.312,197.169,201.554
"8525",8525,15,0,0.8,0.790178571428571,0.7900899732,0.7901403163,0.7896868855,0.934223265,0.9928295785,1.500736473,251.42,198.333,201.348
"8526",8526,20,0,0.8,0.790178571428571,0.7905921272,0.7900989306,0.7897935027,0.936505167,0.9965279856,1.485819378,251.002,199.907,202.652
"8527",8527,25,0,0.8,0.790178571428571,0.7901963385,0.7904358833,0.7891573487,0.9366134201,0.9988152737,1.486860544,250.619,199.797,202.424
"8528",8528,30,0,0.8,0.790178571428571,0.7907246121,0.7906385463,0.7928418071,0.9376900189,0.9995754103,1.489199475,250.225,199.798,202.344
"8529",8529,0,0,0.9,0.790178571428571,0.7906415583,0.7910595622,0.7922294813,0.6347005334,0.5005408233,2.553972515,430.841,135.254,189.689
"8530",8530,1,0,0.9,0.790178571428571,0.7891194311,0.789845379,0.7899580244,0.8286046888,0.7895446369,1.868329125,315.276,177.043,200.34
"8531",8531,5,0,0.9,0.790178571428571,0.7901562543,0.7895808616,0.7893422287,0.9248491121,0.9319064381,1.531780633,257.664,196.995,204.905
"8532",8532,10,0,0.9,0.790178571428571,0.7896218057,0.7895258726,0.7893346688,0.9525503381,0.9732098564,1.432392758,241.182,203.506,207.08
"8533",8533,15,0,0.9,0.790178571428571,0.7897316948,0.7903868528,0.7905554044,0.9672030843,0.9930381346,1.385163183,232.085,205.655,206.964
"8534",8534,20,0,0.9,0.790178571428571,0.7899520705,0.7903473418,0.7893961477,0.9693287666,0.996423484,1.374250196,231.558,206.498,207.445
"8535",8535,25,0,0.9,0.790178571428571,0.7906622599,0.7909283065,0.7901700484,0.9704888179,0.9988415819,1.369019129,230.209,206.376,207.093
"8536",8536,30,0,0.9,0.790178571428571,0.7905143694,0.7912161722,0.7900251247,0.9710490242,0.9994246438,1.367697066,230.182,207.072,207.708
"8537",8537,0,0,1,0.790178571428571,0.791447128,0.7905491564,0.7907342452,0.5016082887,0.5012945103,3.05616744,518.522,107.231,191.34
"8538",8538,1,0,1,0.790178571428571,0.7898574049,0.790092959,0.7906267576,0.7904723511,0.7906025012,2.020118905,342.069,169.053,204.391
"8539",8539,5,0,1,0.790178571428571,0.7899395928,0.7893525038,0.790557064,0.9324491353,0.9323487368,1.509027426,254.193,198.834,210.171
"8540",8540,10,0,1,0.790178571428571,0.7891817141,0.789649388,0.7883718552,0.9724501164,0.9724433989,1.368383433,230.161,207.435,212.086
"8541",8541,15,0,1,0.790178571428571,0.7904387359,0.7896333805,0.7895297509,0.9927682302,0.9927288735,1.292134465,217.791,211.757,212.996
"8542",8542,20,0,1,0.790178571428571,0.7906574731,0.7901938446,0.7896692026,0.996408262,0.9964349555,1.278865811,215.607,212.473,213.091
"8543",8543,25,0,1,0.790178571428571,0.7904180149,0.7902402654,0.7910544257,0.9988255063,0.9988570692,1.270274684,213.488,212.49,212.689
"8544",8544,30,0,1,0.790178571428571,0.7901604361,0.790713448,0.7918832655,0.9995293198,0.9995044243,1.269563384,213.453,213.07,213.152
"8545",8545,0,0,0.5,0.794642857142857,0.7954063765,0.7949008041,0.7951604176,0.7952425738,0.5026307601,1.999052569,339.107,169.701,188.929
"8546",8546,1,0,0.5,0.794642857142857,0.7948090794,0.795198795,0.79606276,0.7944709301,0.7959692994,1.999261775,338.873,169.59,189.02
"8547",8547,5,0,0.5,0.794642857142857,0.79504824,0.7948212543,0.7963386425,0.7944411687,0.9373956368,2.005621978,338.563,168.818,188.171
"8548",8548,10,0,0.5,0.794642857142857,0.7945746806,0.7943853437,0.7945773826,0.7950192051,0.9756527601,2.001683111,338.062,169.086,188.292
"8549",8549,15,0,0.5,0.794642857142857,0.7943151007,0.7939966661,0.7927304137,0.7935351808,0.9933336495,2.002792513,338.187,168.849,188.324
"8550",8550,20,0,0.5,0.794642857142857,0.7951783874,0.7952001156,0.7951023998,0.7966816864,0.9971574738,1.998632553,337.546,169.083,188.128
"8551",8551,25,0,0.5,0.794642857142857,0.7949658557,0.7945518412,0.7934460733,0.7946319805,0.9990562106,2.003612994,339.882,169.518,188.994
"8552",8552,30,0,0.5,0.794642857142857,0.79521387,0.7947921267,0.7925819092,0.7954312199,0.9995149579,2.000140004,338.634,169.406,188.659
"8553",8553,0,0,0.6,0.794642857142857,0.7955673938,0.7958819418,0.796716925,0.7889836898,0.4989117099,2.025909932,343.671,168.062,188.983
"8554",8554,1,0,0.6,0.794642857142857,0.7944976911,0.7948369223,0.7938287488,0.8260686595,0.7945935483,1.883599656,317.931,175.597,190.712
"8555",8555,5,0,0.6,0.794642857142857,0.794684385,0.794509466,0.7950122304,0.8452697301,0.936842376,1.819422249,308.511,180.279,192.73
"8556",8556,10,0,0.6,0.794642857142857,0.7946965406,0.7939782304,0.7955521341,0.8496471402,0.9766120405,1.798853617,304.483,181.005,192.777
"8557",8557,15,0,0.6,0.794642857142857,0.794861515,0.7947894553,0.7955641067,0.8523421033,0.9936829501,1.791831928,303.222,181.67,193.096
"8558",8558,20,0,0.6,0.794642857142857,0.7946292526,0.7944779201,0.7932507462,0.8521302138,0.9970319072,1.792510602,304.016,181.904,193.374
"8559",8559,25,0,0.6,0.794642857142857,0.7945641705,0.7947709926,0.7954494818,0.8518530567,0.9991981044,1.789057262,302.706,181.394,192.718
"8560",8560,30,0,0.6,0.794642857142857,0.7945405889,0.7942474664,0.7933063484,0.8526353849,0.9994570928,1.791124205,304.436,182.313,193.765
"8561",8561,0,0,0.7,0.794642857142857,0.7946754464,0.7945168601,0.7932538151,0.7635630443,0.5006738563,2.116974488,359.513,162.833,189.235
"8562",8562,1,0,0.7,0.794642857142857,0.794852076,0.7946433577,0.7943701011,0.8427788644,0.7944127528,1.822747606,308.132,179.405,194.013
"8563",8563,5,0,0.7,0.794642857142857,0.7947561215,0.7936864291,0.7938753281,0.8814719594,0.9344262075,1.68571939,284.197,187.517,196.189
"8564",8564,10,0,0.7,0.794642857142857,0.7942944548,0.7950001005,0.7940104765,0.893280253,0.9762300875,1.644850558,279.555,191.063,198.064
"8565",8565,15,0,0.7,0.794642857142857,0.7946307469,0.7946037237,0.7939078968,0.8974341972,0.9933713154,1.626533237,275.534,191.485,197.716
"8566",8566,20,0,0.7,0.794642857142857,0.7941484402,0.7943624296,0.7944729711,0.8988570752,0.9971196414,1.619358259,274.105,191.532,197.549
"8567",8567,25,0,0.7,0.794642857142857,0.7953448954,0.7947210895,0.7932709253,0.9003216518,0.9990431641,1.623120149,274.74,191.645,197.584
"8568",8568,30,0,0.7,0.794642857142857,0.7952334465,0.7954051518,0.7933455991,0.9011386276,0.9996088524,1.617209193,275.079,192.535,198.384
"8569",8569,0,0,0.8,0.794642857142857,0.7949176224,0.7949798938,0.795156898,0.7169833745,0.5000898522,2.300013135,390.978,153.101,190.2
"8570",8570,1,0,0.8,0.794642857142857,0.7945171685,0.7944820837,0.794502755,0.8463245954,0.7955193178,1.806434704,305.736,180.729,197.405
"8571",8571,5,0,0.8,0.794642857142857,0.7939470769,0.7941679437,0.7907012462,0.9106577614,0.9324804809,1.588699951,269.269,194.046,201.123
"8572",8572,10,0,0.8,0.794642857142857,0.7945204854,0.7946678818,0.7955471386,0.9275748558,0.9757226929,1.518851826,256.333,197.628,201.801
"8573",8573,15,0,0.8,0.794642857142857,0.795290156,0.7950954455,0.7963573942,0.9362873927,0.9936483692,1.485534707,251.444,199.279,202.093
"8574",8574,20,0,0.8,0.794642857142857,0.7941449976,0.793691674,0.7945535803,0.9381040655,0.9971299692,1.481880416,251.242,200.33,203.026
"8575",8575,25,0,0.8,0.794642857142857,0.7944862179,0.794386379,0.7947939943,0.9387812042,0.9991216637,1.484623504,250.449,200.014,202.558
"8576",8576,30,0,0.8,0.794642857142857,0.7936962284,0.7941369598,0.7939152784,0.9380656915,0.9995633657,1.480512748,249.601,199.7,202.212
"8577",8577,0,0,0.9,0.794642857142857,0.7945258649,0.7943579616,0.7952552134,0.6374741217,0.4992291935,2.574532986,436.838,136.081,190.465
"8578",8578,1,0,0.9,0.794642857142857,0.7949826179,0.7951721376,0.7931425956,0.8336192779,0.7923638983,1.871676281,317.548,177.51,200.399
"8579",8579,5,0,0.9,0.794642857142857,0.7942234326,0.7946972553,0.7957004135,0.9300538738,0.937398569,1.512174995,255.008,197.721,204.971
"8580",8580,10,0,0.9,0.794642857142857,0.7940610075,0.7946484751,0.793259991,0.9549566999,0.9752569296,1.418602641,240.027,203.724,206.99
"8581",8581,15,0,0.9,0.794642857142857,0.7947986705,0.7947009838,0.7937303717,0.9678291898,0.9931685328,1.378043089,233.681,206.564,207.908
"8582",8582,20,0,0.9,0.794642857142857,0.7951420107,0.7956882657,0.794115502,0.9699503602,0.9967588692,1.368570949,232.536,207.426,208.354
"8583",8583,25,0,0.9,0.794642857142857,0.7941549609,0.7947709609,0.7929777662,0.9715361906,0.9990739478,1.364855748,230.42,206.793,207.494
"8584",8584,30,0,0.9,0.794642857142857,0.7942062226,0.7946244442,0.7944997292,0.9715912246,0.999576828,1.362017569,229.425,206.347,206.966
"8585",8585,0,0,1,0.794642857142857,0.7941373328,0.7944175925,0.7945249945,0.5011315535,0.5010194462,3.098042616,524.757,106.627,190.919
"8586",8586,1,0,1,0.794642857142857,0.7953941731,0.7954348085,0.7924488139,0.7916932217,0.7916872581,2.029444586,344.858,168.73,204.01
"8587",8587,5,0,1,0.794642857142857,0.7949394704,0.7952907317,0.7947255678,0.9364587256,0.9365204414,1.497875246,254.028,199.937,210.791
"8588",8588,10,0,1,0.794642857142857,0.7942695928,0.7943766335,0.7939860956,0.9756485995,0.9757839072,1.344828702,227.487,207.776,211.855
"8589",8589,15,0,1,0.794642857142857,0.7944660573,0.794029091,0.7936112972,0.9930667016,0.9930917774,1.286489256,217.02,210.966,212.171
"8590",8590,20,0,1,0.794642857142857,0.7945005591,0.7943684619,0.7937915025,0.9968888544,0.996837873,1.273765233,215.03,212.223,212.747
"8591",8591,25,0,1,0.794642857142857,0.7940560612,0.7947295814,0.7931814584,0.9989713457,0.9989867247,1.263262254,214.069,213.131,213.314
"8592",8592,30,0,1,0.794642857142857,0.7949779018,0.7960372725,0.7957072256,0.9994915344,0.9994826315,1.257887819,213.618,213.23,213.319
"8593",8593,0,0,0.5,0.799107142857143,0.7978902028,0.7974406936,0.7987903788,0.7979968549,0.4995390718,2.003081838,339.737,169.769,188.897
"8594",8594,1,0,0.5,0.799107142857143,0.7991125686,0.7993653573,0.7995220775,0.7995483657,0.800047103,2.001668112,340.349,170.123,188.917
"8595",8595,5,0,0.5,0.799107142857143,0.7986698953,0.7987518415,0.798707856,0.7974900924,0.9394700497,1.998311584,339.354,169.781,188.948
"8596",8596,10,0,0.5,0.799107142857143,0.7996715785,0.7997837787,0.7992462558,0.800141236,0.9778131367,2.003694506,340.75,170.16,189.013
"8597",8597,15,0,0.5,0.799107142857143,0.7982711577,0.7974701808,0.79870627,0.7982064718,0.9939765132,1.998531171,339.479,170.101,189.169
"8598",8598,20,0,0.5,0.799107142857143,0.7990279964,0.7984227014,0.7989103954,0.799011749,0.9976147489,2.001217261,341.947,170.756,189.804
"8599",8599,25,0,0.5,0.799107142857143,0.7987771122,0.7988187691,0.7995307853,0.7986897931,0.9992169384,2.000331124,340.455,170.289,189.326
"8600",8600,30,0,0.5,0.799107142857143,0.7996653478,0.7995693765,0.8015264416,0.7979660775,0.9996939632,2.002481151,339.48,169.384,188.376
"8601",8601,0,0,0.6,0.799107142857143,0.7990596274,0.7993125535,0.7993938653,0.7897649745,0.4998363347,2.036432182,347.769,168.734,189.741
"8602",8602,1,0,0.6,0.799107142857143,0.7987804311,0.7981461569,0.7979130582,0.8301910203,0.7969643802,1.881018132,320.32,176.913,191.794
"8603",8603,5,0,0.6,0.799107142857143,0.797634488,0.7988772984,0.7986603428,0.8485800716,0.9389313452,1.817816611,309.18,180.837,193.137
"8604",8604,10,0,0.6,0.799107142857143,0.7991040832,0.7990082996,0.7995333789,0.8544981187,0.9780730927,1.798295695,306.491,182.07,193.556
"8605",8605,15,0,0.6,0.799107142857143,0.7993409995,0.798395752,0.7978315624,0.854706876,0.9941313901,1.785741135,304.104,182.157,193.552
"8606",8606,20,0,0.6,0.799107142857143,0.7985131679,0.798230191,0.7987271639,0.8564039959,0.9974640583,1.791739696,305.007,182.735,193.942
"8607",8607,25,0,0.6,0.799107142857143,0.7987119924,0.7987101048,0.7989471505,0.8547395434,0.9992338934,1.789462866,304.965,182.581,193.808
"8608",8608,30,0,0.6,0.799107142857143,0.800275394,0.8001685918,0.8007548463,0.8574179883,0.999701614,1.783485902,303.383,182.41,193.42
"8609",8609,0,0,0.7,0.799107142857143,0.7982324969,0.7985820789,0.7995410365,0.7640880519,0.499849285,2.123054983,360.589,162.678,189.141
"8610",8610,1,0,0.7,0.799107142857143,0.7985043426,0.7994272013,0.7982080442,0.8489009444,0.7988090866,1.819931543,309.694,180.769,194.67
"8611",8611,5,0,0.7,0.799107142857143,0.7984274247,0.7977662349,0.7969321258,0.884589513,0.9382033796,1.678822819,285.315,188.552,196.942
"8612",8612,10,0,0.7,0.799107142857143,0.7993332335,0.7985061828,0.7977509456,0.8951836496,0.9773956183,1.63531533,279.062,191.3,198.156
"8613",8613,15,0,0.7,0.799107142857143,0.7995874074,0.7994973941,0.8002730142,0.9013855516,0.9943352921,1.620946257,276.095,192.136,198.216
"8614",8614,20,0,0.7,0.799107142857143,0.7978852141,0.7991316883,0.7979088222,0.8998550564,0.9971230566,1.618399641,275.492,192.13,198.046
"8615",8615,25,0,0.7,0.799107142857143,0.7997867472,0.8004485568,0.8005528799,0.9029938921,0.9993704524,1.613403942,274.981,192.628,198.35
"8616",8616,30,0,0.7,0.799107142857143,0.7991734848,0.7995444867,0.7989014382,0.9030094636,0.9995639802,1.614186026,275.259,192.685,198.49
"8617",8617,0,0,0.8,0.799107142857143,0.799453679,0.7995371255,0.7994894129,0.72106236,0.5006343873,2.297446959,390.893,153.455,189.919
"8618",8618,1,0,0.8,0.799107142857143,0.79881424,0.7982729726,0.7980697004,0.8527793504,0.7983954705,1.811643989,308.351,181.546,197.745
"8619",8619,5,0,0.8,0.799107142857143,0.7984274911,0.7978680276,0.7985971067,0.9137164907,0.9393507458,1.572016665,268.094,195.24,201.742
"8620",8620,10,0,0.8,0.799107142857143,0.7990130417,0.7989206861,0.7997348599,0.931500248,0.9782149472,1.504605452,256.049,198.343,202.211
"8621",8621,15,0,0.8,0.799107142857143,0.7993895951,0.8001794017,0.7990896463,0.9385153415,0.9944299926,1.48246968,252.8,200.261,203.044
"8622",8622,20,0,0.8,0.799107142857143,0.799003062,0.799334019,0.7992886123,0.9392159853,0.9974351266,1.475074332,251.227,200.178,202.721
"8623",8623,25,0,0.8,0.799107142857143,0.7995586157,0.7998650126,0.7978687223,0.9407573668,0.9992755424,1.468952971,249.774,200.093,202.457
"8624",8624,30,0,0.8,0.799107142857143,0.7995062449,0.7995737625,0.7979719534,0.9414971528,0.9995423694,1.471010112,251.012,200.899,203.274
"8625",8625,0,0,0.9,0.799107142857143,0.7997869159,0.7988349539,0.7993993122,0.6431879092,0.5000342169,2.605312466,446.617,137.589,191.652
"8626",8626,1,0,0.9,0.799107142857143,0.7984144506,0.798385521,0.7960715218,0.8377169364,0.7958922721,1.857557012,315.873,178.203,200.486
"8627",8627,5,0,0.9,0.799107142857143,0.7988102841,0.7984610458,0.7990315538,0.9334170762,0.9394784781,1.507897979,256.685,198.912,205.955
"8628",8628,10,0,0.9,0.799107142857143,0.79932576,0.8000115042,0.798804177,0.9584198554,0.9784895156,1.408532949,239.522,204.005,206.841
"8629",8629,15,0,0.9,0.799107142857143,0.798242315,0.7975249679,0.7970304412,0.9683278468,0.9941938035,1.369086724,232.688,206.374,207.61
"8630",8630,20,0,0.9,0.799107142857143,0.7987709001,0.7984746593,0.7978917235,0.9712214647,0.9973035758,1.359500697,232.134,207.743,208.582
