"","simu","n_obs","mutation_rate","c","initial_trait_frequency","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1"
"3903",3903,25,0,0.6,0.361607142857143,0.3627068658,0.3626542899,0.3634976212,0.2924346162,0.089931865583,1.91715679,148.319,62.255,105.575
"3904",3904,30,0,0.6,0.361607142857143,0.3620243472,0.3617737662,0.3623561038,0.289557226,0.075080021502,1.91019268,147.551,61.63,104.816
"3905",3905,0,0,0.7,0.361607142857143,0.3616061993,0.3614174266,0.3608504873,0.3812670165,0.4994796537,2.022949621,155.729,81.276,116.952
"3906",3906,1,0,0.7,0.361607142857143,0.3620653946,0.3625086958,0.3600839348,0.3315636462,0.3611701851,1.961022407,151.325,70.662,111.04
"3907",3907,5,0,0.7,0.361607142857143,0.3615486803,0.3609435392,0.3605719578,0.2900551666,0.25437539758,1.912309076,147.562,61.825,106.371
"3908",3908,10,0,0.7,0.361607142857143,0.3604319955,0.3613745042,0.3587201034,0.2678278032,0.18947847889,1.890012836,146.296,57.095,104.031
"3909",3909,15,0,0.7,0.361607142857143,0.3611881237,0.3618710036,0.3600798429,0.2464582199,0.137202675495,1.861857014,143.959,52.53,101.13
"3910",3910,20,0,0.7,0.361607142857143,0.3617882334,0.3609155608,0.3626890052,0.2404065008,0.119047751117,1.85150923,143.215,51.421,100.568
"3911",3911,25,0,0.7,0.361607142857143,0.3616951021,0.3611976327,0.3607587175,0.2276480486,0.085154127951,1.836809758,141.798,48.614,99.01
"3912",3912,30,0,0.7,0.361607142857143,0.361582013,0.3615392099,0.3604469982,0.22388001324,0.072639436642,1.836570783,142.362,47.775,98.683
"3913",3913,0,0,0.8,0.361607142857143,0.3609208403,0.361433009,0.3613567876,0.4068042941,0.4982744526,2.056847733,157.84,86.663,122.327
"3914",3914,1,0,0.8,0.361607142857143,0.3612485133,0.3613961863,0.3603561768,0.328515285,0.3595329986,1.96537437,151.151,69.846,112.814
"3915",3915,5,0,0.8,0.361607142857143,0.3605539498,0.3608060772,0.3591272985,0.267047243,0.25105259474,1.886744319,145.858,57.083,106.11
"3916",3916,10,0,0.8,0.361607142857143,0.3607273137,0.361577039,0.3618449466,0.2352389306,0.19612042249,1.850681293,142.22,50.214,101.638
"3917",3917,15,0,0.8,0.361607142857143,0.3634839698,0.3627411896,0.3624186167,0.20597622774,0.141547292515,1.818926615,141.149,43.887,98.641
"3918",3918,20,0,0.8,0.361607142857143,0.3603861966,0.3605221983,0.3618033675,0.18802895575,0.113843252649,1.794364251,137.145,39.917,95.364
"3919",3919,25,0,0.8,0.361607142857143,0.3625624666,0.3636046942,0.3635386858,0.17649056929,0.090390528217,1.779331706,138.283,37.675,94.904
"3920",3920,30,0,0.8,0.361607142857143,0.3618125374,0.3621821969,0.3641491969,0.16673065044,0.07754404909,1.764283624,136.056,35.592,93.292
"3921",3921,0,0,0.9,0.361607142857143,0.361475748,0.3619038498,0.3598982504,0.4462477387,0.4993137857,2.108002941,162.459,95.257,131.735
"3922",3922,1,0,0.9,0.361607142857143,0.3614382317,0.3630208844,0.3603102784,0.3391284484,0.3613501492,1.982865378,151.94,72.166,117.681
"3923",3923,5,0,0.9,0.361607142857143,0.3620622581,0.3615019711,0.3622405406,0.2568684508,0.25593453025,1.877254947,144.472,54.66,107.135
"3924",3924,10,0,0.9,0.361607142857143,0.3612099225,0.3619327212,0.3632679841,0.21175116693,0.19816006859,1.830423434,140.801,45.119,101.705
"3925",3925,15,0,0.9,0.361607142857143,0.3619770607,0.361785301,0.3601018803,0.16638530225,0.137476715389,1.77346417,137.408,35.516,96.265
"3926",3926,20,0,0.9,0.361607142857143,0.3616459016,0.3633123888,0.3621888123,0.14886094422,0.114720258672,1.748893511,134.898,31.812,93.853
"3927",3927,25,0,0.9,0.361607142857143,0.3623071763,0.3622575018,0.3648269897,0.13238740553,0.093318762861,1.727340196,133.142,28.166,91.282
"3928",3928,30,0,0.9,0.361607142857143,0.3616538789,0.3618062871,0.3617012613,0.11837889521,0.075939185689,1.709946533,132.428,25.317,89.795
"3929",3929,0,0,1,0.361607142857143,0.3617601679,0.362628319,0.3597768671,0.5006959129,0.5003104137,2.182499059,167.876,106.904,145.58
"3930",3930,1,0,1,0.361607142857143,0.361852699,0.3631304563,0.3628546751,0.3621075438,0.3626215478,2.004612256,154.427,76.997,126.125
"3931",3931,5,0,1,0.361607142857143,0.3615611741,0.361845153,0.3633415465,0.25846295896,0.25846511079,1.88485522,144.922,54.977,112.087
"3932",3932,10,0,1,0.361607142857143,0.3614688574,0.3606675872,0.3616787893,0.19478407128,0.19563621067,1.804266658,138.741,41.557,103.369
"3933",3933,15,0,1,0.361607142857143,0.3617005767,0.3610191596,0.3627728538,0.142671167036,0.142877445386,1.743275087,134.201,30.436,96.277
"3934",3934,20,0,1,0.361607142857143,0.3620001775,0.3625647456,0.3603894132,0.110090764321,0.110253514505,1.700849229,131.712,23.486,92.048
"3935",3935,25,0,1,0.361607142857143,0.3623636397,0.3617828523,0.3629877252,0.088356177837,0.088280987021,1.681803414,130.159,18.764,89.124
"3936",3936,30,0,1,0.361607142857143,0.3618214038,0.3618004862,0.3602134436,0.072174751048,0.071997581657,1.656899313,128.047,15.359,86.615
"3937",3937,0,0,0.5,0.366071428571429,0.3663842448,0.3660465641,0.3688884988,0.365471328,0.5007087411,1.994919822,155.192,77.742,113.604
"3938",3938,1,0,0.5,0.366071428571429,0.3671602064,0.3659581118,0.3683918615,0.36583975,0.3679629423,2.002732261,156.422,78.144,114.38
"3939",3939,5,0,0.5,0.366071428571429,0.3672138355,0.3669676359,0.3691987891,0.3659834063,0.26797203199,1.995133338,155.861,77.965,113.929
"3940",3940,10,0,0.5,0.366071428571429,0.3663805558,0.3662475946,0.3659491815,0.3664420224,0.20350823295,1.996012219,156.039,78.053,114.267
"3941",3941,15,0,0.5,0.366071428571429,0.3658472836,0.3659262287,0.3676791484,0.3648108923,0.151305897901,2.001208149,155.563,77.524,113.662
"3942",3942,20,0,0.5,0.366071428571429,0.3668487538,0.3672285937,0.3667510702,0.3666451619,0.125006807059,1.999045892,155.692,77.898,113.768
"3943",3943,25,0,0.5,0.366071428571429,0.3665078037,0.3659555807,0.3666890658,0.3687148252,0.097104638506,1.994120223,156.366,78.656,114.501
"3944",3944,30,0,0.5,0.366071428571429,0.3651069241,0.365518768,0.3656561548,0.3655785768,0.081239169596,1.993325028,155.187,77.877,113.425
"3945",3945,0,0,0.6,0.366071428571429,0.3658585662,0.3664980671,0.3666543976,0.3704471802,0.4990529961,2.009770134,156.498,78.909,114.931
"3946",3946,1,0,0.6,0.366071428571429,0.3668315942,0.3657773937,0.3665446362,0.3477796577,0.3655320376,1.979528434,155.087,74.296,112.74
"3947",3947,5,0,0.6,0.366071428571429,0.3658941192,0.3664760085,0.3662727657,0.32703212,0.26349405161,1.95417992,152.856,69.833,110.194
"3948",3948,10,0,0.6,0.366071428571429,0.3656911076,0.3656757321,0.3646478202,0.3171984766,0.202254998408,1.939612663,150.884,67.305,108.367
"3949",3949,15,0,0.6,0.366071428571429,0.3660360573,0.3659124974,0.3668460453,0.304136157,0.150262806122,1.927797071,150.207,64.837,107.419
"3950",3950,20,0,0.6,0.366071428571429,0.3663234839,0.3659470116,0.3641655069,0.3019206049,0.118283777923,1.925728647,151.347,64.525,107.646
"3951",3951,25,0,0.6,0.366071428571429,0.3659771157,0.3664446457,0.3628930191,0.2961210819,0.08789064673,1.92101174,150.911,63.204,106.885
"3952",3952,30,0,0.6,0.366071428571429,0.3666608291,0.3675778961,0.3669533563,0.2942294318,0.082595103648,1.915069628,150.122,62.749,106.295
"3953",3953,0,0,0.7,0.366071428571429,0.3655053283,0.3660093951,0.3672352438,0.3847213867,0.5007530073,2.02360044,157.215,81.751,117.567
"3954",3954,1,0,0.7,0.366071428571429,0.3655679971,0.366584247,0.3664667027,0.3358575623,0.367145189,1.967867074,153.243,71.739,112.252
"3955",3955,5,0,0.7,0.366071428571429,0.3666452026,0.366426188,0.3683550231,0.2992042743,0.2655591746,1.925229942,150.209,63.748,108
"3956",3956,10,0,0.7,0.366071428571429,0.3658044592,0.3654253606,0.3642050656,0.272714307,0.20084569519,1.894141563,147.518,58.152,104.724
"3957",3957,15,0,0.7,0.366071428571429,0.3660998781,0.365457418,0.3656573104,0.2536491694,0.147691940236,1.871057898,145.871,54.099,102.765
"3958",3958,20,0,0.7,0.366071428571429,0.3648738638,0.3652950087,0.3646408859,0.2435431038,0.121642251851,1.859920466,144.901,51.972,101.449
"3959",3959,25,0,0.7,0.366071428571429,0.3661627,0.3662376099,0.3672823035,0.2353914783,0.096877250951,1.849241405,144.7,50.184,100.547
"3960",3960,30,0,0.7,0.366071428571429,0.3658164945,0.3654245768,0.3638102268,0.229134741,0.07825835736,1.837104049,143.905,48.832,99.976
"3961",3961,0,0,0.8,0.366071428571429,0.3663715564,0.3666324918,0.3657307003,0.4103796559,0.4983188428,2.05836617,160.534,87.362,123.506
"3962",3962,1,0,0.8,0.366071428571429,0.365834427,0.3653001681,0.364049062,0.3350100897,0.3641778832,1.968968741,154.177,71.594,114.939
"3963",3963,5,0,0.8,0.366071428571429,0.3667373763,0.3662416595,0.3661203513,0.276083109,0.26235426316,1.898078729,148.112,58.894,107.351
"3964",3964,10,0,0.8,0.366071428571429,0.3659392463,0.3654576389,0.3651953439,0.24280376611,0.20335348675,1.865602674,145.695,51.662,103.287
"3965",3965,15,0,0.8,0.366071428571429,0.3659764372,0.3654415571,0.3651982824,0.21048087326,0.146131692579,1.82065207,142.613,45.02,99.768
"3966",3966,20,0,0.8,0.366071428571429,0.3662802054,0.364874022,0.3658937844,0.19578146419,0.122902233862,1.805866863,140.576,41.665,97.529
"3967",3967,25,0,0.8,0.366071428571429,0.366791507,0.3683462062,0.3678137429,0.18275478433,0.097513422866,1.789910162,140.578,39.067,96.411
"3968",3968,30,0,0.8,0.366071428571429,0.3652108801,0.3663680847,0.3658019264,0.17261813633,0.081187823705,1.776313169,139.105,36.899,95.031
"3969",3969,0,0,0.9,0.366071428571429,0.366349959,0.3661248901,0.3655424859,0.4496261289,0.5008628737,2.100626299,163.819,95.937,132.528
"3970",3970,1,0,0.9,0.366071428571429,0.3662078584,0.3664522991,0.3681393811,0.3474506674,0.368213156,1.987726862,155.283,74.073,119.485
"3971",3971,5,0,0.9,0.366071428571429,0.3660844767,0.3660611623,0.3653436013,0.2638778496,0.26169896164,1.885791179,146.701,56.136,108.489
"3972",3972,10,0,0.9,0.366071428571429,0.3659112943,0.3668030216,0.3658627524,0.21774848229,0.2030224369,1.834625093,143.906,46.622,103.593
"3973",3973,15,0,0.9,0.366071428571429,0.3662257144,0.3655948247,0.3671139947,0.17797978502,0.15083546853,1.786293454,139.601,37.876,97.843
"3974",3974,20,0,0.9,0.366071428571429,0.365842331,0.364638282,0.3656473166,0.15578369683,0.123405322555,1.762378916,137.224,33.135,95.07
"3975",3975,25,0,0.9,0.366071428571429,0.3656634306,0.3654162648,0.3663541658,0.13494844993,0.097580880199,1.735205767,134.914,28.795,92.475
"3976",3976,30,0,0.9,0.366071428571429,0.3662441087,0.36478611,0.3662739606,0.12239690246,0.080996244806,1.724431567,134.485,26.074,90.791
"3977",3977,0,0,1,0.366071428571429,0.3665428326,0.366050694,0.3658794127,0.5048479876,0.5047300456,2.175674358,170.048,107.883,147.141
"3978",3978,1,0,1,0.366071428571429,0.3659135079,0.366455678,0.3651601674,0.367291482,0.3675515767,2.017198529,157.015,78.155,127.594
"3979",3979,5,0,1,0.366071428571429,0.3661421865,0.3657179986,0.3646653184,0.26056240796,0.26040277247,1.89080014,147.761,55.639,113.464
"3980",3980,10,0,1,0.366071428571429,0.3659159909,0.3659142005,0.3670295323,0.20499283239,0.20528877096,1.817087706,141.474,43.612,105.382
"3981",3981,15,0,1,0.366071428571429,0.3660955896,0.3674648874,0.365960746,0.148338665841,0.148192049289,1.754512048,137.806,31.528,98.231
"3982",3982,20,0,1,0.366071428571429,0.3659655585,0.3668445222,0.3657316968,0.122995939918,0.1229168132,1.723029984,134.866,26.269,94.631
"3983",3983,25,0,1,0.366071428571429,0.3660879051,0.3654798822,0.3638876957,0.09062934712,0.090827877282,1.690781987,132.886,19.398,90.559
"3984",3984,30,0,1,0.366071428571429,0.3655850949,0.3661833186,0.3668764077,0.081072967235,0.081083135877,1.674819633,131.182,17.336,89.097
"3985",3985,0,0,0.5,0.370535714285714,0.370400158,0.3704891177,0.3699231338,0.3698019752,0.5003777895,2.001342753,157.862,78.83,115.11
"3986",3986,1,0,0.5,0.370535714285714,0.3695754629,0.3697731688,0.3689303052,0.3680394257,0.3695056636,1.995022711,157.034,78.571,114.804
"3987",3987,5,0,0.5,0.370535714285714,0.371137085,0.3709385944,0.3719004873,0.3721077631,0.27148661882,1.99850215,158.507,79.297,115.36
"3988",3988,10,0,0.5,0.370535714285714,0.3698518066,0.3705889559,0.3681354996,0.3705804585,0.20727608582,2.002814924,157.919,78.971,115.037
"3989",3989,15,0,0.5,0.370535714285714,0.3707231375,0.3697966968,0.3715196517,0.3701121241,0.158312072564,2.007503724,158.403,78.856,115.035
"3990",3990,20,0,0.5,0.370535714285714,0.3716789229,0.3715625197,0.3701852698,0.3718207313,0.129092648839,2.000095798,158.681,79.235,115.465
"3991",3991,25,0,0.5,0.370535714285714,0.3702908887,0.3699307692,0.3703225388,0.3698145934,0.101636378764,1.997909071,158.225,79.033,115.224
"3992",3992,30,0,0.5,0.370535714285714,0.3697538437,0.3702166484,0.3712663752,0.3704920769,0.090691961957,2.001557109,157.961,79.031,115.185
"3993",3993,0,0,0.6,0.370535714285714,0.3718236905,0.3718253378,0.3718008667,0.3781114673,0.4990075254,2.007319149,159.563,80.454,116.58
"3994",3994,1,0,0.6,0.370535714285714,0.3714819904,0.3713435399,0.3721062165,0.3517215236,0.3723996898,1.981247959,156.912,74.99,113.508
"3995",3995,5,0,0.6,0.370535714285714,0.3706023915,0.3710060585,0.3702050994,0.331364564,0.26748084713,1.962252554,154.702,70.432,110.823
"3996",3996,10,0,0.6,0.370535714285714,0.3696068053,0.3703150061,0.3705075899,0.3189377463,0.21211972268,1.945999608,153.13,68.138,109.618
"3997",3997,15,0,0.6,0.370535714285714,0.3698760743,0.3699734374,0.3714128308,0.3101129264,0.158706110834,1.93155903,151.866,66.022,108.197
"3998",3998,20,0,0.6,0.370535714285714,0.3697390884,0.3699077411,0.3705571502,0.3047896599,0.130345994111,1.932818606,152.46,65.239,108.355
"3999",3999,25,0,0.6,0.370535714285714,0.3700965296,0.3710075081,0.3703979742,0.3021209893,0.101538887567,1.9274019,152.172,64.237,107.642
"4000",4000,30,0,0.6,0.370535714285714,0.3709311775,0.371873777,0.3695815642,0.2977834251,0.087532694255,1.92114989,152.112,63.556,107.625
"4001",4001,0,0,0.7,0.370535714285714,0.3704376072,0.3714030142,0.3702028654,0.3914212138,0.5021924064,2.025410457,159.984,83.23,119.326
"4002",4002,1,0,0.7,0.370535714285714,0.3713190488,0.3716180854,0.3726157062,0.3425865315,0.3728616318,1.968147476,155.326,72.85,113.291
"4003",4003,5,0,0.7,0.370535714285714,0.3704591321,0.3704387381,0.369046049,0.301627494,0.2674041345,1.926747209,153.02,64.533,109.368
"4004",4004,10,0,0.7,0.370535714285714,0.3705908117,0.3711359747,0.3711611604,0.2845177916,0.21416340511,1.900283942,150.948,60.748,107.157
"4005",4005,15,0,0.7,0.370535714285714,0.3701730247,0.3691819186,0.3692077419,0.2600873442,0.152949220624,1.877172606,148.386,55.492,103.969
"4006",4006,20,0,0.7,0.370535714285714,0.3710156872,0.371275989,0.3718052259,0.2516105667,0.132530463549,1.866409443,147.633,53.464,102.874
"4007",4007,25,0,0.7,0.370535714285714,0.3713263715,0.3712753201,0.3708608273,0.241272419,0.104714895234,1.859089111,147.317,51.434,102.016
"4008",4008,30,0,0.7,0.370535714285714,0.3692771843,0.370733504,0.368959016,0.2345434861,0.085384374812,1.848796438,146.384,49.976,101.005
"4009",4009,0,0,0.8,0.370535714285714,0.3711059419,0.3715440715,0.3754214202,0.4141448674,0.4996055615,2.047002557,160.838,88.158,124.168
"4010",4010,1,0,0.8,0.370535714285714,0.3712849851,0.3704362198,0.3702261925,0.3409066507,0.3702536816,1.969996011,156.392,72.606,115.876
"4011",4011,5,0,0.8,0.370535714285714,0.3700648697,0.3694821601,0.3706556825,0.2826197166,0.27060153217,1.904714604,149.779,60.211,108.318
"4012",4012,10,0,0.8,0.370535714285714,0.371647934,0.3707534357,0.3722783222,0.25104352395,0.21408403313,1.871654516,147.973,53.542,105.053
"4013",4013,15,0,0.8,0.370535714285714,0.3704455161,0.3722163891,0.3710563798,0.21843769081,0.15753026665,1.830857926,144.578,46.649,101.049
"4014",4014,20,0,0.8,0.370535714285714,0.3700874991,0.3686009093,0.3704764865,0.20121357797,0.130342590257,1.814154101,142.817,42.912,98.682
"4015",4015,25,0,0.8,0.370535714285714,0.3692689869,0.3702348982,0.3698967923,0.18670296269,0.103034008643,1.797020561,141.206,39.718,96.791
"4016",4016,30,0,0.8,0.370535714285714,0.3702556781,0.3697193772,0.3684810293,0.17436809269,0.08093187355,1.782633522,141.038,37.135,95.799
"4017",4017,0,0,0.9,0.370535714285714,0.3700809069,0.3697786253,0.3699429983,0.4495833203,0.4995319708,2.105186028,164.598,95.498,132.349
"4018",4018,1,0,0.9,0.370535714285714,0.3705385371,0.3704333819,0.3698985492,0.3481920019,0.3693263618,1.985929267,156.34,74.298,120.262
"4019",4019,5,0,0.9,0.370535714285714,0.370987325,0.3700310979,0.3710271597,0.2713234955,0.26975982764,1.894815785,149.805,57.788,110.492
"4020",4020,10,0,0.9,0.370535714285714,0.370212387,0.3687102395,0.3696008167,0.22431594596,0.20935169543,1.839228483,144.956,47.816,104.342
"4021",4021,15,0,0.9,0.370535714285714,0.3713463789,0.3716916363,0.3699983448,0.18352046103,0.155958872819,1.799370534,142.933,39.042,99.753
"4022",4022,20,0,0.9,0.370535714285714,0.3715147268,0.3705782033,0.3697501185,0.16406781976,0.130354318879,1.771683546,140.846,34.974,97.35
"4023",4023,25,0,0.9,0.370535714285714,0.3706757573,0.3704648327,0.3685968614,0.13950171733,0.099898391407,1.750987265,139.316,29.726,94.452
"4024",4024,30,0,0.9,0.370535714285714,0.3702212398,0.3711675719,0.3697453853,0.12857091441,0.086593319841,1.735039643,137.701,27.408,92.935
"4025",4025,0,0,1,0.370535714285714,0.3707034013,0.3702357241,0.3715094199,0.4985588557,0.4992443858,2.160820229,169.318,106.141,145.742
"4026",4026,1,0,1,0.370535714285714,0.3702278421,0.3694714462,0.3690341343,0.3696921372,0.3699630736,2.012452904,157.966,78.743,128.283
"4027",4027,5,0,1,0.370535714285714,0.3705383248,0.3716507563,0.3720029739,0.27267166078,0.27253040263,1.903315329,150.294,58.145,115.529
"4028",4028,10,0,1,0.370535714285714,0.3691964138,0.3698721078,0.3711349394,0.2137171144,0.21401095123,1.833733733,143.993,45.447,107.241
"4029",4029,15,0,1,0.370535714285714,0.370169758,0.3704783897,0.3707314251,0.158039248951,0.158013099717,1.774356288,140.435,33.782,100.262
"4030",4030,20,0,1,0.370535714285714,0.370819064,0.3702519752,0.3691777925,0.128574410996,0.128808378921,1.741964985,139.182,27.46,96.737
"4031",4031,25,0,1,0.370535714285714,0.3702923516,0.3704648096,0.3699874805,0.101097078097,0.101189991201,1.709134092,135.992,21.624,92.899
"4032",4032,30,0,1,0.370535714285714,0.3705494694,0.371198953,0.3720271005,0.091045092113,0.091054708044,1.696980361,134.375,19.454,91.14
"4033",4033,0,0,0.5,0.375,0.375860615,0.376337673,0.3757064201,0.3751018387,0.4994259873,1.999078408,160.305,80.155,116.293
"4034",4034,1,0,0.5,0.375,0.3754875394,0.3759515147,0.3754899674,0.3748664326,0.3759638888,1.996375437,160.127,80.12,116.308
"4035",4035,5,0,0.5,0.375,0.3750001682,0.3738830925,0.3766169421,0.373133571,0.27900120569,2.003295107,159.074,79.632,116.014
"4036",4036,10,0,0.5,0.375,0.3748693384,0.373928493,0.3741289206,0.3743991683,0.21842007844,2.000651791,160.301,80.101,116.283
"4037",4037,15,0,0.5,0.375,0.3756911407,0.3743347036,0.3745124221,0.3762714848,0.163465636813,2.00090712,160.38,80.27,116.476
"4038",4038,20,0,0.5,0.375,0.3749037039,0.3750349316,0.375153444,0.3754929402,0.141463243196,1.995848164,159.26,79.815,115.703
"4039",4039,25,0,0.5,0.375,0.3744498971,0.3749099581,0.373994992,0.3764371071,0.109720753448,1.997884861,159.535,79.993,116.075
"4040",4040,30,0,0.5,0.375,0.3750132949,0.3750962506,0.3748990495,0.37277187,0.09370256783,1.997925494,159.085,79.381,115.594
"4041",4041,0,0,0.6,0.375,0.376685338,0.376693527,0.3773893941,0.3833184548,0.4994219511,2.003315379,161.071,81.575,117.502
"4042",4042,1,0,0.6,0.375,0.3743413005,0.3736770232,0.3744385489,0.3566068767,0.3752460511,1.978907947,157.983,76.03,114.292
"4043",4043,5,0,0.6,0.375,0.3745998512,0.3754664448,0.3746283227,0.3383433483,0.27480994308,1.963137343,157.62,72.107,112.47
"4044",4044,10,0,0.6,0.375,0.3746973278,0.3739151258,0.3762596286,0.32498526,0.22269312023,1.947178543,154.987,69.307,110.779
"4045",4045,15,0,0.6,0.375,0.3748611362,0.3751398454,0.375247289,0.3171298158,0.165669152243,1.936183117,154.746,67.653,109.849
"4046",4046,20,0,0.6,0.375,0.3745976741,0.3752579538,0.3747168408,0.312118802,0.140027254701,1.933824108,154.457,66.581,109.552
"4047",4047,25,0,0.6,0.375,0.3745581282,0.3752704299,0.3751979257,0.3064476256,0.111117029105,1.924293374,153.894,65.478,108.817
"4048",4048,30,0,0.6,0.375,0.3737947858,0.3753189945,0.3727749671,0.3033629228,0.09263583376,1.931073229,154.504,64.605,108.638
"4049",4049,0,0,0.7,0.375,0.3740728253,0.3738839411,0.373439786,0.3912782262,0.5004310631,2.021709078,161.203,83.603,120.14
"4050",4050,1,0,0.7,0.375,0.3749403962,0.3745541152,0.3742356385,0.3473415467,0.3743377255,1.97312339,158.008,74.081,114.796
"4051",4051,5,0,0.7,0.375,0.3755115967,0.3752417081,0.3753020657,0.3091373001,0.27617678959,1.927979148,154.049,65.973,110.034
"4052",4052,10,0,0.7,0.375,0.3755854469,0.3757799004,0.3750753238,0.2890617371,0.22089373975,1.903207892,152.551,61.576,107.903
"4053",4053,15,0,0.7,0.375,0.3757450761,0.3746392668,0.3746584347,0.2687377815,0.163936702342,1.884912773,151.045,57.191,105.474
"4054",4054,20,0,0.7,0.375,0.3749606688,0.373861383,0.3750406527,0.2554271763,0.141115294837,1.878274011,149.439,54.411,104.06
"4055",4055,25,0,0.7,0.375,0.3753773953,0.3757631114,0.3758830481,0.2473097989,0.112690356119,1.866189061,149.43,52.604,103.156
"4056",4056,30,0,0.7,0.375,0.3741434682,0.3741613502,0.3721640537,0.2391333145,0.089690380339,1.856098802,148.618,50.952,102.087
"4057",4057,0,0,0.8,0.375,0.3746786053,0.3754101217,0.3751163403,0.4172282903,0.5003030777,2.051101012,163.634,88.953,125.61
"4058",4058,1,0,0.8,0.375,0.3746149256,0.3752322644,0.3753255323,0.3473098374,0.3748572837,1.97776936,158.27,73.863,117.008
"4059",4059,5,0,0.8,0.375,0.3737868085,0.3744334227,0.3743522779,0.2880702562,0.27581873261,1.915756566,153.092,61.542,110.34
"4060",4060,10,0,0.8,0.375,0.3749199921,0.3754231647,0.3753404578,0.2577562844,0.22155873476,1.87500962,150.612,55.045,106.704
"4061",4061,15,0,0.8,0.375,0.3746822582,0.3749068994,0.3755848297,0.22661943792,0.16779212713,1.848267145,147.851,48.323,102.814
"4062",4062,20,0,0.8,0.375,0.3750758987,0.375192882,0.3761764578,0.21409414895,0.143230074159,1.827895667,146.544,45.606,101.065
"4063",4063,25,0,0.8,0.375,0.373839104,0.3741289917,0.3737422269,0.19276835982,0.108942560225,1.807051688,144.347,41.121,98.476
"4064",4064,30,0,0.8,0.375,0.3751682929,0.375677641,0.3758494305,0.18603747347,0.097514173774,1.804004189,144.232,39.641,97.992
"4065",4065,0,0,0.9,0.375,0.3752588233,0.3749233425,0.3761394431,0.4524331496,0.4999071494,2.090340251,166.579,96.688,134.077
"4066",4066,1,0,0.9,0.375,0.3748987055,0.3750673808,0.3724709215,0.3529200365,0.3712363952,1.97729652,158.27,75.183,121.315
"4067",4067,5,0,0.9,0.375,0.3741885348,0.3746607928,0.3750008683,0.27799799759,0.27646059252,1.899284028,150.879,59.107,111.548
"4068",4068,10,0,0.9,0.375,0.3754309965,0.3755201145,0.376311112,0.23585004702,0.22285717229,1.860338292,149.031,50.327,107.135
"4069",4069,15,0,0.9,0.375,0.3748024966,0.3743632287,0.375568814,0.19242260739,0.165952560131,1.811882484,145.091,41.036,101.396
"4070",4070,20,0,0.9,0.375,0.3749842356,0.3748488671,0.374590647,0.17044901051,0.139109670353,1.785719154,143.279,36.413,98.904
"4071",4071,25,0,0.9,0.375,0.374586594,0.3747713596,0.373455457,0.14724111684,0.108325946119,1.759364874,140.95,31.341,95.563
"4072",4072,30,0,0.9,0.375,0.3760805222,0.3764278806,0.3763776311,0.13970257105,0.098695143196,1.755952373,141.409,29.811,95.115
"4073",4073,0,0,1,0.375,0.3755529695,0.3758365312,0.376587604,0.4995091618,0.4996654015,2.148890066,170.951,106.262,146.375
"4074",4074,1,0,1,0.375,0.3756668488,0.3749414072,0.375678775,0.3764078667,0.3766954281,2.006745632,160.198,80.352,130.101
"4075",4075,5,0,1,0.375,0.3760942285,0.3762665296,0.3757734052,0.27831412621,0.27879085019,1.904964903,152.972,59.433,117.402
"4076",4076,10,0,1,0.375,0.3738221927,0.3747076196,0.3735708218,0.21810784876,0.21847144277,1.838618163,147.128,46.51,108.869
"4077",4077,15,0,1,0.375,0.374930785,0.3755127884,0.3733629856,0.161645846698,0.161435226801,1.786236387,143.317,34.465,101.701
"4078",4078,20,0,1,0.375,0.3761253133,0.3756900872,0.3756992561,0.142421429217,0.142310362139,1.757924048,140.647,30.31,98.824
"4079",4079,25,0,1,0.375,0.3755125279,0.3753437189,0.3759492342,0.114177337643,0.114083158032,1.732038845,139.028,24.342,95.336
"4080",4080,30,0,1,0.375,0.37490628,0.3749627835,0.3754834009,0.096937040697,0.097099952789,1.708627111,136.656,20.636,92.595
"4081",4081,0,0,0.5,0.379464285714286,0.3782107637,0.3778502053,0.3779718587,0.3782255528,0.5007210748,1.999269446,161.142,80.439,116.668
"4082",4082,1,0,0.5,0.379464285714286,0.3797877968,0.3800189683,0.3788563323,0.380086046,0.3782365425,1.999998534,162.29,81.025,117.153
"4083",4083,5,0,0.5,0.379464285714286,0.3793786166,0.3792006843,0.3807391286,0.3778793868,0.28565237647,2.000024933,160.794,80.467,116.411
"4084",4084,10,0,0.5,0.379464285714286,0.3799852534,0.380626623,0.3802745351,0.3785075506,0.23019669772,2.003895505,162.299,80.815,117.369
"4085",4085,15,0,0.5,0.379464285714286,0.3795273832,0.3802732364,0.3800493634,0.382353522,0.174827767979,2.004418124,163.481,81.638,118.017
"4086",4086,20,0,0.5,0.379464285714286,0.3787683234,0.3805910791,0.3782728032,0.3798367472,0.145483853664,2.002095608,161.526,80.727,116.824
"4087",4087,25,0,0.5,0.379464285714286,0.3788735436,0.3784850059,0.3786035218,0.3777935015,0.116416389833,2.000520255,160.664,80.306,116.534
"4088",4088,30,0,0.5,0.379464285714286,0.3797791134,0.3795209703,0.3799759343,0.3791658193,0.104563129689,2.001062205,162.134,80.953,117.402
"4089",4089,0,0,0.6,0.379464285714286,0.3797606078,0.3801636692,0.3812578112,0.3827883836,0.4996878452,2.003328297,161.556,81.468,118.039
