;simu;n_obs;mutation_rate;c;n_matings;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration;tradition_for_trait
2388;24;7;0.05;0.5;8;88;107;0.6422414;222;223.9533;7;6;1
2389;24;7;0.05;0.5;8;89;109;0.430622;224;223.9817;7;8;0
2390;24;7;0.05;0.5;8;90;114;0.5619835;225;223.9298;7;13;1
2391;24;7;0.05;0.5;8;91;105;0.4931507;221;223.9619;7;4;0
2392;24;7;0.05;0.5;8;92;101;0.4951923;238;226.1683;7;0;0
2393;24;7;0.05;0.5;8;93;103;0.6696833;206;222.534;7;2;1
2394;24;7;0.05;0.5;8;94;101;0.472103;208;224.8317;7;0;0
2395;24;7;0.05;0.5;8;95;120;0.5;226;223.0167;7;19;0
2396;24;7;0.05;0.5;8;96;101;0.5;237;223.1386;7;0;0
2397;24;7;0.05;0.5;8;97;101;0.5708333;219;223.6931;7;0;1
2398;24;7;0.05;0.5;8;98;104;0.5628141;213;223.3846;7;3;1
2399;24;7;0.05;0.5;8;99;102;0.5;233;223.5392;7;1;0
2400;24;7;0.05;0.5;8;100;104;0.412844;229;225.3654;7;3;0
2401;25;7;1;0.5;9;1;101;0.495;208;223.4851;7;0;0
2402;25;7;1;0.5;9;2;103;0.5673469;226;224.0583;7;2;1
2403;25;7;1;0.5;9;3;102;0.5252101;212;223.9902;7;1;1
2404;25;7;1;0.5;9;4;101;0.4795082;225;223.8317;7;0;0
2405;25;7;1;0.5;9;5;101;0.5638767;211;226.2673;7;0;1
2406;25;7;1;0.5;9;6;101;0.5155556;238;225.703;7;0;1
2407;25;7;1;0.5;9;7;101;0.5380952;220;224.1683;7;0;1
2408;25;7;1;0.5;9;8;101;0.5111111;206;223.1683;7;0;1
2409;25;7;1;0.5;9;9;101;0.4755556;247;225.8911;7;0;0
2410;25;7;1;0.5;9;10;101;0.5401786;234;223.9604;7;0;1
2411;25;7;1;0.5;9;11;102;0.4734848;228;226.0882;7;1;0
2412;25;7;1;0.5;9;12;101;0.5154185;233;224.0891;7;0;1
2413;25;7;1;0.5;9;13;101;0.5561224;232;225.3267;7;0;1
2414;25;7;1;0.5;9;14;101;0.5067265;214;223.7921;7;0;1
2415;25;7;1;0.5;9;15;109;0.473913;231;224.4587;7;8;0
2416;25;7;1;0.5;9;16;101;0.4823009;219;225.8911;7;0;0
2417;25;7;1;0.5;9;17;102;0.5458937;216;222.6961;7;1;1
2418;25;7;1;0.5;9;18;101;0.6008403;240;225.3762;7;0;1
2419;25;7;1;0.5;9;19;101;0.5874439;221;224.4851;7;0;1
2420;25;7;1;0.5;9;20;104;0.473251;245;224.8173;7;3;0
2421;25;7;1;0.5;9;21;101;0.5277778;226;222.9901;7;0;1
2422;25;7;1;0.5;9;22;101;0.3857143;244;223.4554;7;0;0
2423;25;7;1;0.5;9;23;101;0.4761905;210;223.5842;7;0;0
2424;25;7;1;0.5;9;24;103;0.4495413;229;225.8155;7;2;0
2425;25;7;1;0.5;9;25;101;0.4714286;226;223.9406;7;0;0
2426;25;7;1;0.5;9;26;101;0.552381;220;224.6238;7;0;1
2427;25;7;1;0.5;9;27;101;0.4907407;248;225.5248;7;0;0
2428;25;7;1;0.5;9;28;101;0.5;220;223.2277;7;0;0
2429;25;7;1;0.5;9;29;101;0.4734694;222;223.0891;7;0;0
2430;25;7;1;0.5;9;30;107;0.5632653;242;225.729;7;6;1
2431;25;7;1;0.5;9;31;104;0.472973;256;223.5577;7;3;0
2432;25;7;1;0.5;9;32;102;0.5504587;225;224.7647;7;1;1
2433;25;7;1;0.5;9;33;101;0.5208333;205;224.2871;7;0;1
2434;25;7;1;0.5;9;34;101;0.4380531;226;224.2871;7;0;0
2435;25;7;1;0.5;9;35;102;0.4521739;237;223.1471;7;1;0
2436;25;7;1;0.5;9;36;103;0.5193133;233;223.1553;7;2;1
2437;25;7;1;0.5;9;37;101;0.5283843;201;225.5347;7;0;1
2438;25;7;1;0.5;9;38;102;0.4695652;222;221.7255;7;1;0
2439;25;7;1;0.5;9;39;102;0.5265487;214;221.451;7;1;1
2440;25;7;1;0.5;9;40;106;0.4497608;216;223.2642;7;5;0
2441;25;7;1;0.5;9;41;101;0.5301724;228;222.7228;7;0;1
2442;25;7;1;0.5;9;42;102;0.495098;219;222.6863;7;1;0
2443;25;7;1;0.5;9;43;103;0.5227273;224;222.1942;7;2;1
2444;25;7;1;0.5;9;44;102;0.4851485;241;222.8627;7;1;0
2445;25;7;1;0.5;9;45;103;0.4798206;221;224.7184;7;2;0
2446;25;7;1;0.5;9;46;101;0.4570136;224;223.7426;7;0;0
2447;25;7;1;0.5;9;47;101;0.463964;243;223.7426;7;0;0
2448;25;7;1;0.5;9;48;101;0.5426009;244;221.495;7;0;1
2449;25;7;1;0.5;9;49;102;0.4085106;233;221.0784;7;1;0
2450;25;7;1;0.5;9;50;101;0.5504587;229;224;7;0;1
2451;25;7;1;0.5;9;51;104;0.5364807;221;224.8846;7;3;1
2452;25;7;1;0.5;9;52;104;0.5504587;225;223.5865;7;3;1
2453;25;7;1;0.5;9;53;101;0.5428571;239;225.3366;7;0;1
2454;25;7;1;0.5;9;54;101;0.4725738;211;222.604;7;0;0
2455;25;7;1;0.5;9;55;102;0.5681818;214;224.3725;7;1;1
2456;25;7;1;0.5;9;56;102;0.5128205;233;223.6765;7;1;1
2457;25;7;1;0.5;9;57;102;0.507177;214;223.098;7;1;1
2458;25;7;1;0.5;9;58;101;0.4150943;247;225.5941;7;0;0
2459;25;7;1;0.5;9;59;101;0.4849785;193;223.7822;7;0;0
2460;25;7;1;0.5;9;60;101;0.515873;202;221.6535;7;0;1
2461;25;7;1;0.5;9;61;101;0.518018;206;223.2079;7;0;1
2462;25;7;1;0.5;9;62;101;0.4395161;214;222.5446;7;0;0
2463;25;7;1;0.5;9;63;103;0.4766355;221;223.6311;7;2;0
2464;25;7;1;0.5;9;64;101;0.5148936;238;225.0693;7;0;1
2465;25;7;1;0.5;9;65;101;0.4786325;193;224.3168;7;0;0
2466;25;7;1;0.5;9;66;104;0.5511111;208;222.9231;7;3;1
2467;25;7;1;0.5;9;67;101;0.5350877;202;222.4257;7;0;1
2468;25;7;1;0.5;9;68;101;0.4909091;222;223.6832;7;0;0
2469;25;7;1;0.5;9;69;101;0.478673;222;222.6931;7;0;0
2470;25;7;1;0.5;9;70;101;0.5165877;236;223.1584;7;0;1
2471;25;7;1;0.5;9;71;101;0.5186722;207;222.5644;7;0;1
2472;25;7;1;0.5;9;72;101;0.504386;238;222.1188;7;0;1
2473;25;7;1;0.5;9;73;101;0.5132743;239;223;7;0;1
2474;25;7;1;0.5;9;74;101;0.4930233;225;224.4257;7;0;0
2475;25;7;1;0.5;9;75;103;0.5249042;224;224.301;7;2;1
2476;25;7;1;0.5;9;76;101;0.5265487;219;223.8614;7;0;1
2477;25;7;1;0.5;9;77;104;0.5196507;246;224.625;7;3;1
2478;25;7;1;0.5;9;78;103;0.4912281;215;223.5534;7;2;0
2479;25;7;1;0.5;9;79;101;0.4672897;218;223.3168;7;0;0
2480;25;7;1;0.5;9;80;102;0.5022422;204;224.8529;7;1;1
2481;25;7;1;0.5;9;81;102;0.4513274;204;223.951;7;1;0
2482;25;7;1;0.5;9;82;101;0.4869565;205;223.4554;7;0;0
2483;25;7;1;0.5;9;83;103;0.4628099;213;223.8544;7;2;0
2484;25;7;1;0.5;9;84;102;0.4855769;230;222.8529;7;1;0
2485;25;7;1;0.5;9;85;103;0.4747899;221;223.9515;7;2;0
2486;25;7;1;0.5;9;86;102;0.4565217;230;223.2549;7;1;0
2487;25;7;1;0.5;9;87;101;0.5520362;235;223.604;7;0;1
2488;25;7;1;0.5;9;88;101;0.3973214;212;224.0099;7;0;0
2489;25;7;1;0.5;9;89;102;0.4912281;203;222.6176;7;1;0
2490;25;7;1;0.5;9;90;102;0.4622222;232;221.9902;7;1;0
2491;25;7;1;0.5;9;91;101;0.4932735;222;223.0198;7;0;0
2492;25;7;1;0.5;9;92;101;0.5454545;231;224.2871;7;0;1
2493;25;7;1;0.5;9;93;101;0.5;225;223.6634;7;0;0
2494;25;7;1;0.5;9;94;101;0.4852941;232;224.604;7;0;0
2495;25;7;1;0.5;9;95;102;0.4429224;212;222.7941;7;1;0
2496;25;7;1;0.5;9;96;101;0.4930876;201;222.2574;7;0;0
2497;25;7;1;0.5;9;97;101;0.5089286;211;227.3069;7;0;1
2498;25;7;1;0.5;9;98;103;0.5784753;225;221.8058;7;2;1
2499;25;7;1;0.5;9;99;102;0.5504202;214;222.5098;7;1;1
2500;25;7;1;0.5;9;100;101;0.6018957;208;225.604;7;0;1
2501;26;7;0.2;0.5;9;1;102;0.5591837;227;223.9706;7;1;1
2502;26;7;0.2;0.5;9;2;101;0.5169082;211;223.9901;7;0;1
2503;26;7;0.2;0.5;9;3;101;0.4751131;241;222.9703;7;0;0
2504;26;7;0.2;0.5;9;4;101;0.5510204;201;224.5941;7;0;1
2505;26;7;0.2;0.5;9;5;102;0.5207373;218;223.7549;7;1;1
2506;26;7;0.2;0.5;9;6;101;0.5708155;222;221.4257;7;0;1
2507;26;7;0.2;0.5;9;7;103;0.4541063;217;223.5631;7;2;0
2508;26;7;0.2;0.5;9;8;102;0.5439331;213;222.049;7;1;1
2509;26;7;0.2;0.5;9;9;101;0.5402844;246;223.5347;7;0;1
2510;26;7;0.2;0.5;9;10;102;0.4636364;228;223.3627;7;1;0
2511;26;7;0.2;0.5;9;11;103;0.3770492;210;224.2718;7;2;0
2512;26;7;0.2;0.5;9;12;102;0.5021834;205;225.2647;7;1;1
2513;26;7;0.2;0.5;9;13;101;0.5860465;216;224.2178;7;0;1
2514;26;7;0.2;0.5;9;14;103;0.4652174;215;224.8641;7;2;0
2515;26;7;0.2;0.5;9;15;101;0.4593301;229;223.6139;7;0;0
2516;26;7;0.2;0.5;9;16;102;0.525;219;221.7353;7;1;1
2517;26;7;0.2;0.5;9;17;107;0.3719807;207;222.6262;7;6;0
2518;26;7;0.2;0.5;9;18;101;0.561086;200;223.7624;7;0;1
2519;26;7;0.2;0.5;9;19;101;0.4784689;214;223.8614;7;0;0
2520;26;7;0.2;0.5;9;20;101;0.5162791;235;225.1386;7;0;1
2521;26;7;0.2;0.5;9;21;101;0.5226131;209;222.5842;7;0;1
2522;26;7;0.2;0.5;9;22;101;0.5462963;237;222.8911;7;0;1
2523;26;7;0.2;0.5;9;23;107;0.5631068;241;222.7009;7;6;1
2524;26;7;0.2;0.5;9;24;102;0.5714286;208;222.5;7;1;1
2525;26;7;0.2;0.5;9;25;103;0.4459459;218;224.1942;7;2;0
2526;26;7;0.2;0.5;9;26;112;0.4892704;212;225.5893;7;11;0
2527;26;7;0.2;0.5;9;27;101;0.5933014;235;225.6337;7;0;1
2528;26;7;0.2;0.5;9;28;102;0.4654378;217;222.9902;7;1;0
2529;26;7;0.2;0.5;9;29;101;0.4861111;220;223.4356;7;0;0
2530;26;7;0.2;0.5;9;30;103;0.4558824;226;224.3301;7;2;0
2531;26;7;0.2;0.5;9;31;103;0.5841121;229;223.4272;7;2;1
2532;26;7;0.2;0.5;9;32;101;0.3966245;207;223.5248;7;0;0
2533;26;7;0.2;0.5;9;33;117;0.6060606;205;224.3162;7;16;1
2534;26;7;0.2;0.5;9;34;103;0.4912281;211;224.6893;7;2;0
2535;26;7;0.2;0.5;9;35;101;0.4666667;211;221.198;7;0;0
2536;26;7;0.2;0.5;9;36;101;0.5475113;211;222.7822;7;0;1
2537;26;7;0.2;0.5;9;37;102;0.4252336;221;225.2255;7;1;0
2538;26;7;0.2;0.5;9;38;102;0.6098655;219;223.3431;7;1;1
2539;26;7;0.2;0.5;9;39;103;0.4604651;229;221.3981;7;2;0
2540;26;7;0.2;0.5;9;40;104;0.5677966;231;222.4231;7;3;1
2541;26;7;0.2;0.5;9;41;106;0.553719;205;224.7075;7;5;1
2542;26;7;0.2;0.5;9;42;101;0.4919355;199;221.8515;7;0;0
2543;26;7;0.2;0.5;9;43;103;0.479638;202;224.5243;7;2;0
2544;26;7;0.2;0.5;9;44;104;0.4625551;220;224.9904;7;3;0
2545;26;7;0.2;0.5;9;45;104;0.5147679;218;223.7692;7;3;1
2546;26;7;0.2;0.5;9;46;101;0.4425532;254;223.3168;7;0;0
2547;26;7;0.2;0.5;9;47;102;0.4429224;233;222.1373;7;1;0
2548;26;7;0.2;0.5;9;48;118;0.4372093;238;223.5254;7;17;0
2549;26;7;0.2;0.5;9;49;103;0.5233645;237;222.9709;7;2;1
2550;26;7;0.2;0.5;9;50;102;0.4194915;234;223.2451;7;1;0
2551;26;7;0.2;0.5;9;51;101;0.5564854;214;222.505;7;0;1
2552;26;7;0.2;0.5;9;52;101;0.5072464;222;223.901;7;0;1
2553;26;7;0.2;0.5;9;53;102;0.4533333;213;225.7353;7;1;0
2554;26;7;0.2;0.5;9;54;103;0.5172414;210;224.5728;7;2;1
2555;26;7;0.2;0.5;9;55;106;0.4247788;200;224.217;7;5;0
2556;26;7;0.2;0.5;9;56;101;0.5023923;235;222.5545;7;0;1
2557;26;7;0.2;0.5;9;57;108;0.5061728;229;225.463;7;7;1
2558;26;7;0.2;0.5;9;58;102;0.5;226;224.1176;7;1;0
2559;26;7;0.2;0.5;9;59;101;0.4351464;209;222.6832;7;0;0
2560;26;7;0.2;0.5;9;60;106;0.5044643;212;223.2925;7;5;1
2561;26;7;0.2;0.5;9;61;102;0.5252525;228;223.0882;7;1;1
2562;26;7;0.2;0.5;9;62;109;0.3967611;210;223.3945;7;8;0
2563;26;7;0.2;0.5;9;63;101;0.464455;239;224.9901;7;0;0
2564;26;7;0.2;0.5;9;64;103;0.4826087;217;223.4757;7;2;0
2565;26;7;0.2;0.5;9;65;101;0.4553191;219;223.1386;7;0;0
2566;26;7;0.2;0.5;9;66;102;0.4845815;212;221.9216;7;1;0
2567;26;7;0.2;0.5;9;67;101;0.5810811;225;224.3861;7;0;1
2568;26;7;0.2;0.5;9;68;101;0.4193548;214;223.5941;7;0;0
2569;26;7;0.2;0.5;9;69;101;0.4682927;244;223.7228;7;0;0
2570;26;7;0.2;0.5;9;70;105;0.5213675;225;224;7;4;1
2571;26;7;0.2;0.5;9;71;105;0.411215;270;223.2476;7;4;0
2572;26;7;0.2;0.5;9;72;101;0.4509804;220;223.6832;7;0;0
2573;26;7;0.2;0.5;9;73;101;0.4528302;227;224.2079;7;0;0
2574;26;7;0.2;0.5;9;74;101;0.5325203;200;224.5347;7;0;1
2575;26;7;0.2;0.5;9;75;102;0.4695652;206;225.7059;7;1;0
2576;26;7;0.2;0.5;9;76;101;0.4435484;220;223.6832;7;0;0
2577;26;7;0.2;0.5;9;77;101;0.516129;214;222.3663;7;0;1
2578;26;7;0.2;0.5;9;78;101;0.4732143;213;225.505;7;0;0
2579;26;7;0.2;0.5;9;79;101;0.492228;238;223.1089;7;0;0
2580;26;7;0.2;0.5;9;80;104;0.488;247;225.3077;7;3;0
2581;26;7;0.2;0.5;9;81;104;0.5219298;225;223.5;7;3;1
2582;26;7;0.2;0.5;9;82;101;0.4711111;216;225.1188;7;0;0
2583;26;7;0.2;0.5;9;83;101;0.535865;199;222.2277;7;0;1
2584;26;7;0.2;0.5;9;84;101;0.5954545;219;225.6634;7;0;1
2585;26;7;0.2;0.5;9;85;101;0.4774775;230;225.0495;7;0;0
2586;26;7;0.2;0.5;9;86;110;0.6;220;222.9818;7;9;1
2587;26;7;0.2;0.5;9;87;101;0.4809524;229;224.198;7;0;0
2588;26;7;0.2;0.5;9;88;109;0.5874439;235;222.7431;7;8;1
2589;26;7;0.2;0.5;9;89;101;0.5569106;212;223.6733;7;0;1
2590;26;7;0.2;0.5;9;90;105;0.5765766;188;224.6857;7;4;1
2591;26;7;0.2;0.5;9;91;101;0.509901;218;226.0297;7;0;1
2592;26;7;0.2;0.5;9;92;102;0.5291262;234;223.4216;7;1;1
2593;26;7;0.2;0.5;9;93;101;0.5209302;222;225.3465;7;0;1
2594;26;7;0.2;0.5;9;94;102;0.4864865;211;222.8137;7;1;0
2595;26;7;0.2;0.5;9;95;107;0.3876652;228;223.1589;7;6;0
2596;26;7;0.2;0.5;9;96;103;0.4528302;213;225.068;7;2;0
2597;26;7;0.2;0.5;9;97;113;0.6512821;221;223.2655;7;12;1
2598;26;7;0.2;0.5;9;98;103;0.4648438;229;224.8932;7;2;0
2599;26;7;0.2;0.5;9;99;102;0.3958333;236;224.5882;7;1;0
2600;26;7;0.2;0.5;9;100;102;0.5395349;220;223.0882;7;1;1
2601;27;7;0.05;0.5;9;1;102;0.6409091;235;223.3431;7;1;1
2602;27;7;0.05;0.5;9;2;101;0.5067873;227;225.5743;7;0;1
2603;27;7;0.05;0.5;9;3;106;0.5466667;223;223.1038;7;5;1
2604;27;7;0.05;0.5;9;4;101;0.5675676;235;223.9703;7;0;1
2605;27;7;0.05;0.5;9;5;101;0.5152838;232;224.4752;7;0;1
2606;27;7;0.05;0.5;9;6;108;0.4932735;244;225.3426;7;7;0
2607;27;7;0.05;0.5;9;7;115;0.387931;222;224.9565;7;14;0
2608;27;7;0.05;0.5;9;8;108;0.5114155;252;224.0463;7;7;1
2609;27;7;0.05;0.5;9;9;106;0.5272727;212;223.1887;7;5;1
2610;27;7;0.05;0.5;9;10;113;0.4537037;224;223.4248;7;12;0
2611;27;7;0.05;0.5;9;11;154;0.587234;221;223.8312;7;53;1
2612;27;7;0.05;0.5;9;12;101;0.472103;214;223.6436;7;0;0
2613;27;7;0.05;0.5;9;13;131;0.3648069;245;224.1069;7;30;0
2614;27;7;0.05;0.5;9;14;101;0.4872881;199;223.8218;7;0;0
2615;27;7;0.05;0.5;9;15;105;0.4122807;213;223.5905;7;4;0
2616;27;7;0.05;0.5;9;16;122;0.579646;234;224.7787;7;21;1
2617;27;7;0.05;0.5;9;17;112;0.5110132;242;223.2054;7;11;1
2618;27;7;0.05;0.5;9;18;113;0.5753425;219;222.4159;7;12;1
2619;27;7;0.05;0.5;9;19;102;0.6025641;237;221.5;7;1;1
2620;27;7;0.05;0.5;9;20;106;0.4371859;225;224.6321;7;5;0
2621;27;7;0.05;0.5;9;21;101;0.5283843;237;225.6733;7;0;1
2622;27;7;0.05;0.5;9;22;101;0.5339806;231;223.0297;7;0;1
2623;27;7;0.05;0.5;9;23;138;0.4615385;246;223.8406;7;37;0
2624;27;7;0.05;0.5;9;24;101;0.47343;232;222.703;7;0;0
2625;27;7;0.05;0.5;9;25;119;0.4439834;199;222.7983;7;18;0
2626;27;7;0.05;0.5;9;26;103;0.3842795;256;224.7087;7;2;0
2627;27;7;0.05;0.5;9;27;101;0.355;219;222.0693;7;0;0
2628;27;7;0.05;0.5;9;28;115;0.3561644;226;222.3304;7;14;0
2629;27;7;0.05;0.5;9;29;143;0.626506;208;222.4755;7;42;1
2630;27;7;0.05;0.5;9;30;102;0.520362;226;222.8333;7;1;1
2631;27;7;0.05;0.5;9;31;106;0.5555556;221;222.7264;7;5;1
2632;27;7;0.05;0.5;9;32;103;0.4428571;262;224.3981;7;2;0
2633;27;7;0.05;0.5;9;33;122;0.5681818;233;221.7787;7;21;1
2634;27;7;0.05;0.5;9;34;101;0.5077519;229;225.0792;7;0;1
2635;27;7;0.05;0.5;9;35;101;0.57277;236;223.1089;7;0;1
2636;27;7;0.05;0.5;9;36;125;0.5652174;230;223.016;7;24;1
2637;27;7;0.05;0.5;9;37;101;0.495283;240;223.0297;7;0;0
2638;27;7;0.05;0.5;9;38;121;0.4524887;228;222.6281;7;20;0
2639;27;7;0.05;0.5;9;39;101;0.508547;224;224.2277;7;0;1
2640;27;7;0.05;0.5;9;40;123;0.6666667;210;224.065;7;22;1
2641;27;7;0.05;0.5;9;41;103;0.4763948;226;223.7379;7;2;0
2642;27;7;0.05;0.5;9;42;101;0.4628821;221;225.5149;7;0;0
2643;27;7;0.05;0.5;9;43;131;0.6260504;231;223.9466;7;30;1
2644;27;7;0.05;0.5;9;44;101;0.425;224;222.8416;7;0;0
2645;27;7;0.05;0.5;9;45;101;0.529148;237;223.8218;7;0;1
2646;27;7;0.05;0.5;9;46;133;0.7581395;228;223.4586;7;32;1
2647;27;7;0.05;0.5;9;47;102;0.4364407;204;224.2745;7;1;0
2648;27;7;0.05;0.5;9;48;138;0.6103896;209;223.7029;7;37;1
2649;27;7;0.05;0.5;9;49;101;0.4892704;252;225.3564;7;0;0
2650;27;7;0.05;0.5;9;50;108;0.3756345;241;225.7222;7;7;0
2651;27;7;0.05;0.5;9;51;117;0.4384236;232;223.6667;7;16;0
2652;27;7;0.05;0.5;9;52;128;0.5990783;235;222.375;7;27;1
2653;27;7;0.05;0.5;9;53;101;0.5023256;236;224.2673;7;0;1
2654;27;7;0.05;0.5;9;54;102;0.6401869;209;224.1863;7;1;1
2655;27;7;0.05;0.5;9;55;114;0.5336323;221;224.0351;7;13;1
2656;27;7;0.05;0.5;9;56;102;0.5864979;242;224.4804;7;1;1
2657;27;7;0.05;0.5;9;57;112;0.5395349;243;223.8839;7;11;1
2658;27;7;0.05;0.5;9;58;101;0.4377682;234;224.7624;7;0;0
2659;27;7;0.05;0.5;9;59;101;0.5242291;243;223.2475;7;0;1
2660;27;7;0.05;0.5;9;60;107;0.5752212;208;224.9533;7;6;1
2661;27;7;0.05;0.5;9;61;101;0.5377778;225;224.0891;7;0;1
2662;27;7;0.05;0.5;9;62;103;0.4390244;224;222.3786;7;2;0
2663;27;7;0.05;0.5;9;63;102;0.5693069;213;224.5784;7;1;1
2664;27;7;0.05;0.5;9;64;108;0.5656109;234;225.9815;7;7;1
2665;27;7;0.05;0.5;9;65;119;0.3396226;233;224.1429;7;18;0
2666;27;7;0.05;0.5;9;66;111;0.5336323;233;223.3063;7;10;1
2667;27;7;0.05;0.5;9;67;121;0.529661;198;225.0661;7;20;1
2668;27;7;0.05;0.5;9;68;101;0.5974026;223;223.5941;7;0;1
2669;27;7;0.05;0.5;9;69;103;0.5638767;249;221.3398;7;2;1
2670;27;7;0.05;0.5;9;70;109;0.6071429;210;223.4862;7;8;1
2671;27;7;0.05;0.5;9;71;106;0.3686636;237;223.7075;7;5;0
2672;27;7;0.05;0.5;9;72;127;0.3896714;218;224.4961;7;26;0
2673;27;7;0.05;0.5;9;73;102;0.6386139;233;225.0588;7;1;1
2674;27;7;0.05;0.5;9;74;104;0.5809524;218;223.6154;7;3;1
2675;27;7;0.05;0.5;9;75;104;0.4090909;227;223.625;7;3;0
2676;27;7;0.05;0.5;9;76;101;0.5384615;221;224.6139;7;0;1
2677;27;7;0.05;0.5;9;77;139;0.6367713;232;223.2662;7;38;1
2678;27;7;0.05;0.5;9;78;103;0.5066667;217;224.4175;7;2;1
2679;27;7;0.05;0.5;9;79;101;0.4909091;232;225.0198;7;0;0
2680;27;7;0.05;0.5;9;80;102;0.5418502;223;223.2353;7;1;1
2681;27;7;0.05;0.5;9;81;132;0.5728643;231;224.4318;7;31;1
2682;27;7;0.05;0.5;9;82;113;0.4631148;198;222.2655;7;12;0
2683;27;7;0.05;0.5;9;83;106;0.5096154;247;224.0377;7;5;1
2684;27;7;0.05;0.5;9;84;101;0.4768519;253;223.505;7;0;0
2685;27;7;0.05;0.5;9;85;102;0.5844749;244;222.3627;7;1;1
2686;27;7;0.05;0.5;9;86;101;0.4227273;237;222.5248;7;0;0
2687;27;7;0.05;0.5;9;87;106;0.5922747;214;222.6792;7;5;1
2688;27;7;0.05;0.5;9;88;101;0.4977778;228;221.6931;7;0;0
2689;27;7;0.05;0.5;9;89;106;0.527027;227;223.9434;7;5;1
2690;27;7;0.05;0.5;9;90;110;0.5044248;211;225.0091;7;9;1
2691;27;7;0.05;0.5;9;91;119;0.7056277;215;223.2353;7;18;1
2692;27;7;0.05;0.5;9;92;103;0.508547;207;223.6311;7;2;1
2693;27;7;0.05;0.5;9;93;101;0.4170616;241;222.6535;7;0;0
2694;27;7;0.05;0.5;9;94;101;0.5159817;242;223.2178;7;0;1
2695;27;7;0.05;0.5;9;95;104;0.4065421;248;223.5962;7;3;0
2696;27;7;0.05;0.5;9;96;106;0.4272727;224;225.0943;7;5;0
2697;27;7;0.05;0.5;9;97;122;0.3486239;231;223.6721;7;21;0
2698;27;7;0.05;0.5;9;98;101;0.4323144;215;221.1881;7;0;0
2699;27;7;0.05;0.5;9;99;102;0.4784689;223;223.3627;7;1;0
2700;27;7;0.05;0.5;9;100;114;0.5198238;226;223.3684;7;13;1
2701;28;7;1;0.5;10;1;102;0.5311203;220;223.9118;7;1;1
2702;28;7;1;0.5;10;2;101;0.4684685;219;223.0099;7;0;0
2703;28;7;1;0.5;10;3;101;0.4814815;253;225.4554;7;0;0
2704;28;7;1;0.5;10;4;102;0.4864865;231;223.1863;7;1;0
2705;28;7;1;0.5;10;5;105;0.4876033;212;222.9048;7;4;0
2706;28;7;1;0.5;10;6;102;0.4772727;236;224.9804;7;1;0
2707;28;7;1;0.5;10;7;102;0.5117371;210;222.549;7;1;1
2708;28;7;1;0.5;10;8;101;0.5108225;193;223;7;0;1
2709;28;7;1;0.5;10;9;101;0.4774775;218;223.1287;7;0;0
2710;28;7;1;0.5;10;10;101;0.4880383;245;223.2376;7;0;0
2711;28;7;1;0.5;10;11;105;0.4976303;245;224.7905;7;4;0
2712;28;7;1;0.5;10;12;103;0.4953704;216;222.699;7;2;0
2713;28;7;1;0.5;10;13;101;0.5086207;218;220.9604;7;0;1
2714;28;7;1;0.5;10;14;101;0.5137615;217;223.1881;7;0;1
2715;28;7;1;0.5;10;15;104;0.5045045;219;226.2308;7;3;1
2716;28;7;1;0.5;10;16;101;0.4633028;229;222.2574;7;0;0
2717;28;7;1;0.5;10;17;101;0.5083333;226;224.1683;7;0;1
2718;28;7;1;0.5;10;18;101;0.5;219;223.6832;7;0;0
2719;28;7;1;0.5;10;19;101;0.5454545;232;224.3366;7;0;1
2720;28;7;1;0.5;10;20;101;0.5191489;187;222.901;7;0;1
2721;28;7;1;0.5;10;21;101;0.4726368;243;222.9109;7;0;0
2722;28;7;1;0.5;10;22;101;0.4556962;238;224.0594;7;0;0
2723;28;7;1;0.5;10;23;101;0.5123967;206;223.0396;7;0;1
2724;28;7;1;0.5;10;24;101;0.5407725;231;223.3069;7;0;1
2725;28;7;1;0.5;10;25;101;0.4628099;222;224.5248;7;0;0
2726;28;7;1;0.5;10;26;101;0.5186916;237;222.0891;7;0;1
2727;28;7;1;0.5;10;27;101;0.572549;214;223.7921;7;0;1
2728;28;7;1;0.5;10;28;102;0.5454545;252;224.7549;7;1;1
2729;28;7;1;0.5;10;29;101;0.4816327;234;222.7624;7;0;0
2730;28;7;1;0.5;10;30;103;0.4932735;213;221.9612;7;2;0
2731;28;7;1;0.5;10;31;101;0.5022624;209;223.901;7;0;1
2732;28;7;1;0.5;10;32;103;0.504717;248;223;7;2;1
2733;28;7;1;0.5;10;33;104;0.4862385;226;223.6058;7;3;0
2734;28;7;1;0.5;10;34;101;0.4937759;188;222.7525;7;0;0
2735;28;7;1;0.5;10;35;101;0.4937238;203;223.2475;7;0;0
2736;28;7;1;0.5;10;36;102;0.5302326;227;223.6373;7;1;1
2737;28;7;1;0.5;10;37;102;0.4434389;225;222.5588;7;1;0
2738;28;7;1;0.5;10;38;101;0.5022624;243;222.2673;7;0;1
2739;28;7;1;0.5;10;39;110;0.4857143;233;223.5182;7;9;0
2740;28;7;1;0.5;10;40;101;0.4847162;211;224.1584;7;0;0
2741;28;7;1;0.5;10;41;103;0.5022831;226;225.0874;7;2;1
2742;28;7;1;0.5;10;42;104;0.4832536;229;224.1731;7;3;0
2743;28;7;1;0.5;10;43;102;0.5357143;229;225.1078;7;1;1
2744;28;7;1;0.5;10;44;101;0.5283019;220;223.7921;7;0;1
2745;28;7;1;0.5;10;45;101;0.5;232;223.6139;7;0;0
