;simu;n_obs;mutation_rate;c;survival;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
1;1;1;0.1;0.5;0.6;1;101;0.3869347;164;177.1485;1;0
2;1;1;0.1;0.5;0.6;2;107;0.5823529;168;174.9533;1;6
3;1;1;0.1;0.5;0.6;3;101;0.451087;194;174.7921;1;0
4;1;1;0.1;0.5;0.6;4;111;0.6081871;194;175.0901;1;10
5;1;1;0.1;0.5;0.6;5;101;0.5028249;169;174.7723;1;0
6;1;1;0.1;0.5;0.6;6;113;0.6084337;168;176.2212;1;12
7;1;1;0.1;0.5;0.6;7;101;0.4941176;193;176.6634;1;0
8;1;1;0.1;0.5;0.6;8;101;0.5394737;180;176.297;1;0
9;1;1;0.1;0.5;0.6;9;103;0.4293785;174;175.5825;1;2
10;1;1;0.1;0.5;0.6;10;102;0.5416667;158;175.1667;1;1
11;1;1;0.1;0.5;0.6;11;113;0.6327684;186;175.4425;1;12
12;1;1;0.1;0.5;0.6;12;101;0.6107784;155;177.6238;1;0
13;1;1;0.1;0.5;0.6;13;101;0.4945055;167;173.2574;1;0
14;1;1;0.1;0.5;0.6;14;110;0.4338624;180;177.6636;1;9
15;1;1;0.1;0.5;0.6;15;101;0.5408805;190;175.5842;1;0
16;1;1;0.1;0.5;0.6;16;103;0.3478261;159;174.3981;1;2
17;1;1;0.1;0.5;0.6;17;107;0.3975155;163;176.028;1;6
18;1;1;0.1;0.5;0.6;18;102;0.427027;170;175.8333;1;1
19;1;1;0.1;0.5;0.6;19;105;0.3878788;183;176.3429;1;4
20;1;1;0.1;0.5;0.6;20;105;0.3235294;165;176.6667;1;4
21;1;1;0.1;0.5;0.6;21;107;0.4301676;184;175.8318;1;6
22;1;1;0.1;0.5;0.6;22;131;0.3532609;195;174.5878;1;30
23;1;1;0.1;0.5;0.6;23;101;0.4852071;168;175.2772;1;0
24;1;1;0.1;0.5;0.6;24;101;0.4857143;199;176.6634;1;0
25;1;1;0.1;0.5;0.6;25;101;0.4648649;168;173.7822;1;0
26;1;1;0.1;0.5;0.6;26;101;0.4673913;167;173.9406;1;0
27;1;1;0.1;0.5;0.6;27;101;0.5083799;169;174.3267;1;0
28;1;1;0.1;0.5;0.6;28;101;0.6467066;182;175.9307;1;0
29;1;1;0.1;0.5;0.6;29;102;0.5652174;182;175.1961;1;1
30;1;1;0.1;0.5;0.6;30;103;0.4689266;178;175.2913;1;2
31;1;1;0.1;0.5;0.6;31;102;0.4395604;170;174.9706;1;1
32;1;1;0.1;0.5;0.6;32;107;0.5729167;169;177.4112;1;6
33;1;1;0.1;0.5;0.6;33;101;0.4674556;162;174.5644;1;0
34;1;1;0.1;0.5;0.6;34;101;0.4920635;154;176.1287;1;0
35;1;1;0.1;0.5;0.6;35;101;0.3892216;167;174.8515;1;0
36;1;1;0.1;0.5;0.6;36;105;0.4107143;172;174.3238;1;4
37;1;1;0.1;0.5;0.6;37;103;0.4387755;168;175.6602;1;2
38;1;1;0.1;0.5;0.6;38;101;0.3657143;208;177.3465;1;0
39;1;1;0.1;0.5;0.6;39;102;0.4644809;186;176.6667;1;1
40;1;1;0.1;0.5;0.6;40;101;0.4611111;168;174.4158;1;0
41;1;1;0.1;0.5;0.6;41;102;0.4342857;178;175.451;1;1
42;1;1;0.1;0.5;0.6;42;101;0.5085714;169;174.9505;1;0
43;1;1;0.1;0.5;0.6;43;101;0.5762712;158;175.3762;1;0
44;1;1;0.1;0.5;0.6;44;113;0.6193182;169;175.7168;1;12
45;1;1;0.1;0.5;0.6;45;101;0.5384615;186;174.4554;1;0
46;1;1;0.1;0.5;0.6;46;105;0.4418605;166;176.019;1;4
47;1;1;0.1;0.5;0.6;47;101;0.5202312;163;175.297;1;0
48;1;1;0.1;0.5;0.6;48;107;0.4033149;169;175.3832;1;6
49;1;1;0.1;0.5;0.6;49;101;0.549763;162;174.5248;1;0
50;1;1;0.1;0.5;0.6;50;106;0.4131737;170;176.217;1;5
51;1;1;0.1;0.5;0.6;51;102;0.4285714;151;172.9608;1;1
52;1;1;0.1;0.5;0.6;52;102;0.4269006;184;174.3529;1;1
53;1;1;0.1;0.5;0.6;53;102;0.4840426;178;176.6176;1;1
54;1;1;0.1;0.5;0.6;54;101;0.558011;192;175.4158;1;0
55;1;1;0.1;0.5;0.6;55;101;0.4494382;175;175.2376;1;0
56;1;1;0.1;0.5;0.6;56;101;0.4576271;162;174.6733;1;0
57;1;1;0.1;0.5;0.6;57;101;0.4078947;170;174.9901;1;0
58;1;1;0.1;0.5;0.6;58;103;0.5274725;183;174.8641;1;2
59;1;1;0.1;0.5;0.6;59;104;0.5988701;166;176.7692;1;3
60;1;1;0.1;0.5;0.6;60;104;0.5426829;166;174.4327;1;3
61;1;1;0.1;0.5;0.6;61;102;0.4101124;161;177.4314;1;1
62;1;1;0.1;0.5;0.6;62;101;0.40625;175;176.7525;1;0
63;1;1;0.1;0.5;0.6;63;101;0.4527027;179;173;1;0
64;1;1;0.1;0.5;0.6;64;101;0.5433526;163;175.9208;1;0
65;1;1;0.1;0.5;0.6;65;110;0.4835165;190;175.8727;1;9
66;1;1;0.1;0.5;0.6;66;101;0.5714286;181;175.8713;1;0
67;1;1;0.1;0.5;0.6;67;103;0.5751295;150;174.9515;1;2
68;1;1;0.1;0.5;0.6;68;101;0.483871;182;173.3861;1;0
69;1;1;0.1;0.5;0.6;69;113;0.5644172;177;173.5044;1;12
70;1;1;0.1;0.5;0.6;70;101;0.4201183;165;174.0594;1;0
71;1;1;0.1;0.5;0.6;71;102;0.5876289;186;175.1863;1;1
72;1;1;0.1;0.5;0.6;72;126;0.5892857;180;174.5;1;25
73;1;1;0.1;0.5;0.6;73;102;0.4156627;173;175.5196;1;1
74;1;1;0.1;0.5;0.6;74;102;0.566474;172;174.7941;1;1
75;1;1;0.1;0.5;0.6;75;115;0.3842105;176;173.6087;1;14
76;1;1;0.1;0.5;0.6;76;101;0.5212121;189;176.4653;1;0
77;1;1;0.1;0.5;0.6;77;101;0.486631;191;175.198;1;0
78;1;1;0.1;0.5;0.6;78;101;0.5380117;160;174.2079;1;0
79;1;1;0.1;0.5;0.6;79;104;0.4855491;172;174.8077;1;3
80;1;1;0.1;0.5;0.6;80;101;0.4705882;205;175.7525;1;0
81;1;1;0.1;0.5;0.6;81;108;0.5144509;178;173.8704;1;7
82;1;1;0.1;0.5;0.6;82;103;0.5846995;171;175.4951;1;2
83;1;1;0.1;0.5;0.6;83;101;0.5505618;178;175.0099;1;0
84;1;1;0.1;0.5;0.6;84;101;0.5287356;188;175.9109;1;0
85;1;1;0.1;0.5;0.6;85;110;0.6480447;180;174.8727;1;9
86;1;1;0.1;0.5;0.6;86;101;0.5081081;177;174.7822;1;0
87;1;1;0.1;0.5;0.6;87;105;0.4716981;187;175.6762;1;4
88;1;1;0.1;0.5;0.6;88;112;0.5443038;198;174.8929;1;11
89;1;1;0.1;0.5;0.6;89;102;0.5714286;180;174.5098;1;1
90;1;1;0.1;0.5;0.6;90;101;0.5945946;166;174.604;1;0
91;1;1;0.1;0.5;0.6;91;101;0.4450262;162;173.3861;1;0
92;1;1;0.1;0.5;0.6;92;106;0.5031447;177;174.6509;1;5
93;1;1;0.1;0.5;0.6;93;123;0.4041451;168;173.065;1;22
94;1;1;0.1;0.5;0.6;94;101;0.5081967;182;174.9307;1;0
95;1;1;0.1;0.5;0.6;95;125;0.3882353;181;178.016;1;24
96;1;1;0.1;0.5;0.6;96;113;0.4104046;163;174.3805;1;12
97;1;1;0.1;0.5;0.6;97;105;0.4540541;174;174.7619;1;4
98;1;1;0.1;0.5;0.6;98;102;0.6666667;180;176.6176;1;1
99;1;1;0.1;0.5;0.6;99;101;0.5586592;181;175.3366;1;0
100;1;1;0.1;0.5;0.6;100;101;0.4666667;171;175.8317;1;0
101;2;3;0.1;0.5;0.6;1;101;0.4588235;164;173.2475;3;0
102;2;3;0.1;0.5;0.6;2;105;0.3953488;160;175.8667;3;4
103;2;3;0.1;0.5;0.6;3;104;0.5952381;165;175.2692;3;3
104;2;3;0.1;0.5;0.6;4;101;0.6421053;199;176.8911;3;0
105;2;3;0.1;0.5;0.6;5;103;0.3681319;179;175.8835;3;2
106;2;3;0.1;0.5;0.6;6;103;0.4099379;164;174.5049;3;2
107;2;3;0.1;0.5;0.6;7;101;0.5283019;185;177.8812;3;0
108;2;3;0.1;0.5;0.6;8;101;0.4924623;172;176.2871;3;0
109;2;3;0.1;0.5;0.6;9;103;0.3833333;160;174.0777;3;2
110;2;3;0.1;0.5;0.6;10;101;0.452514;180;174.4851;3;0
111;2;3;0.1;0.5;0.6;11;101;0.3351648;170;175.2376;3;0
112;2;3;0.1;0.5;0.6;12;102;0.485;177;175.5784;3;1
113;2;3;0.1;0.5;0.6;13;101;0.5030303;170;173.8119;3;0
114;2;3;0.1;0.5;0.6;14;101;0.4354839;151;175.6634;3;0
115;2;3;0.1;0.5;0.6;15;101;0.4565217;167;174.505;3;0
116;2;3;0.1;0.5;0.6;16;101;0.4784946;181;175.3069;3;0
117;2;3;0.1;0.5;0.6;17;101;0.503268;185;176;3;0
118;2;3;0.1;0.5;0.6;18;101;0.3478261;201;176.1089;3;0
119;2;3;0.1;0.5;0.6;19;102;0.4354839;184;177.7843;3;1
120;2;3;0.1;0.5;0.6;20;101;0.4761905;181;175.9901;3;0
121;2;3;0.1;0.5;0.6;21;104;0.5705128;170;175.6635;3;3
122;2;3;0.1;0.5;0.6;22;103;0.55;176;174.2427;3;2
123;2;3;0.1;0.5;0.6;23;105;0.4285714;192;174.2571;3;4
124;2;3;0.1;0.5;0.6;24;101;0.5909091;172;175.2871;3;0
125;2;3;0.1;0.5;0.6;25;103;0.4308511;175;176.8835;3;2
126;2;3;0.1;0.5;0.6;26;113;0.5536723;187;175.4867;3;12
127;2;3;0.1;0.5;0.6;27;110;0.5054348;185;175.8;3;9
128;2;3;0.1;0.5;0.6;28;101;0.5406977;172;175.0396;3;0
129;2;3;0.1;0.5;0.6;29;105;0.4904762;157;174.7524;3;4
130;2;3;0.1;0.5;0.6;30;104;0.5064103;190;172.7981;3;3
131;2;3;0.1;0.5;0.6;31;104;0.456044;169;176.1154;3;3
132;2;3;0.1;0.5;0.6;32;111;0.4971751;163;174.9459;3;10
133;2;3;0.1;0.5;0.6;33;101;0.5730337;155;173.6931;3;0
134;2;3;0.1;0.5;0.6;34;102;0.505618;184;175.0784;3;1
135;2;3;0.1;0.5;0.6;35;109;0.515528;196;176.3028;3;8
136;2;3;0.1;0.5;0.6;36;103;0.5093168;169;176.1553;3;2
137;2;3;0.1;0.5;0.6;37;101;0.3956044;151;172.8911;3;0
138;2;3;0.1;0.5;0.6;38;101;0.5425532;194;175.0099;3;0
139;2;3;0.1;0.5;0.6;39;103;0.625;160;174.9417;3;2
140;2;3;0.1;0.5;0.6;40;101;0.5614035;174;175.2574;3;0
141;2;3;0.1;0.5;0.6;41;101;0.5433526;186;176.1485;3;0
142;2;3;0.1;0.5;0.6;42;101;0.4945055;176;173.5248;3;0
143;2;3;0.1;0.5;0.6;43;104;0.5681818;202;176.2115;3;3
144;2;3;0.1;0.5;0.6;44;102;0.5405405;182;175.0196;3;1
145;2;3;0.1;0.5;0.6;45;102;0.5180723;176;174.9412;3;1
146;2;3;0.1;0.5;0.6;46;102;0.5314286;169;176.0294;3;1
147;2;3;0.1;0.5;0.6;47;101;0.6358025;175;175.3168;3;0
148;2;3;0.1;0.5;0.6;48;101;0.4969697;167;175.4356;3;0
149;2;3;0.1;0.5;0.6;49;105;0.5317919;184;175.1905;3;4
150;2;3;0.1;0.5;0.6;50;101;0.6101695;183;175.6733;3;0
151;2;3;0.1;0.5;0.6;51;101;0.4285714;186;174.396;3;0
152;2;3;0.1;0.5;0.6;52;101;0.4699454;166;176.2079;3;0
153;2;3;0.1;0.5;0.6;53;104;0.4825581;163;176.6154;3;3
154;2;3;0.1;0.5;0.6;54;104;0.4148936;165;176.4712;3;3
155;2;3;0.1;0.5;0.6;55;115;0.4556962;193;176.8435;3;14
156;2;3;0.1;0.5;0.6;56;105;0.4709302;174;174.8571;3;4
157;2;3;0.1;0.5;0.6;57;104;0.3965517;172;174.5962;3;3
158;2;3;0.1;0.5;0.6;58;102;0.5369128;174;175.3627;3;1
159;2;3;0.1;0.5;0.6;59;101;0.4545455;188;174.3762;3;0
160;2;3;0.1;0.5;0.6;60;101;0.4907975;198;174.802;3;0
161;2;3;0.1;0.5;0.6;61;101;0.4782609;159;173.4059;3;0
162;2;3;0.1;0.5;0.6;62;112;0.4313725;173;173.7679;3;11
163;2;3;0.1;0.5;0.6;63;102;0.5872093;162;175.098;3;1
164;2;3;0.1;0.5;0.6;64;110;0.4482759;176;174.5364;3;9
165;2;3;0.1;0.5;0.6;65;101;0.4670659;168;175.0099;3;0
166;2;3;0.1;0.5;0.6;66;102;0.4712042;202;174.5588;3;1
167;2;3;0.1;0.5;0.6;67;101;0.4698795;186;175.8812;3;0
168;2;3;0.1;0.5;0.6;68;101;0.3680982;165;174.6931;3;0
169;2;3;0.1;0.5;0.6;69;101;0.4873096;177;175.1485;3;0
170;2;3;0.1;0.5;0.6;70;103;0.5618557;186;174.6019;3;2
171;2;3;0.1;0.5;0.6;71;104;0.375;182;175.6346;3;3
172;2;3;0.1;0.5;0.6;72;101;0.5872093;186;176.7822;3;0
173;2;3;0.1;0.5;0.6;73;103;0.537234;167;176.0388;3;2
174;2;3;0.1;0.5;0.6;74;102;0.4111111;153;173.1569;3;1
175;2;3;0.1;0.5;0.6;75;101;0.4593023;184;173.495;3;0
176;2;3;0.1;0.5;0.6;76;101;0.4692737;158;175.4158;3;0
177;2;3;0.1;0.5;0.6;77;102;0.4148936;168;174.4216;3;1
178;2;3;0.1;0.5;0.6;78;108;0.4514286;174;174.8519;3;7
179;2;3;0.1;0.5;0.6;79;101;0.5406977;168;173.901;3;0
180;2;3;0.1;0.5;0.6;80;119;0.5722543;160;174.7563;3;18
181;2;3;0.1;0.5;0.6;81;103;0.4058824;165;175.2913;3;2
182;2;3;0.1;0.5;0.6;82;101;0.5389222;167;174.4851;3;0
183;2;3;0.1;0.5;0.6;83;101;0.5204678;176;175.6337;3;0
184;2;3;0.1;0.5;0.6;84;111;0.5628415;182;176.7838;3;10
185;2;3;0.1;0.5;0.6;85;108;0.4064171;192;175.9167;3;7
186;2;3;0.1;0.5;0.6;86;101;0.5574713;190;175.6238;3;0
187;2;3;0.1;0.5;0.6;87;101;0.4939024;178;173.6634;3;0
188;2;3;0.1;0.5;0.6;88;116;0.4459459;166;174.8103;3;15
189;2;3;0.1;0.5;0.6;89;123;0.5555556;174;175.3821;3;22
190;2;3;0.1;0.5;0.6;90;102;0.5108696;178;174.4706;3;1
191;2;3;0.1;0.5;0.6;91;107;0.572973;153;175.2336;3;6
192;2;3;0.1;0.5;0.6;92;101;0.5976331;184;175.6733;3;0
193;2;3;0.1;0.5;0.6;93;103;0.4252874;196;175.1845;3;2
194;2;3;0.1;0.5;0.6;94;108;0.4240506;175;175.7037;3;7
195;2;3;0.1;0.5;0.6;95;124;0.4508671;177;175.25;3;23
196;2;3;0.1;0.5;0.6;96;105;0.4583333;152;173.4571;3;4
197;2;3;0.1;0.5;0.6;97;102;0.6034483;192;174.0882;3;1
198;2;3;0.1;0.5;0.6;98;115;0.4057143;175;175.2783;3;14
199;2;3;0.1;0.5;0.6;99;101;0.4793814;156;175.1782;3;0
200;2;3;0.1;0.5;0.6;100;101;0.5240964;161;175.8614;3;0
201;3;5;0.1;0.5;0.6;1;101;0.6142857;211;174.604;5;0
202;3;5;0.1;0.5;0.6;2;104;0.3944444;197;175;5;3
203;3;5;0.1;0.5;0.6;3;101;0.5361446;157;174.8812;5;0
204;3;5;0.1;0.5;0.6;4;122;0.5652174;169;176.123;5;21
205;3;5;0.1;0.5;0.6;5;102;0.3867403;180;176;5;1
206;3;5;0.1;0.5;0.6;6;101;0.511236;181;175.901;5;0
207;3;5;0.1;0.5;0.6;7;112;0.5576923;178;174.5536;5;11
208;3;5;0.1;0.5;0.6;8;101;0.4482759;180;175.2475;5;0
209;3;5;0.1;0.5;0.6;9;101;0.5257143;170;172.4455;5;0
210;3;5;0.1;0.5;0.6;10;104;0.4020619;168;176.0192;5;3
211;3;5;0.1;0.5;0.6;11;102;0.5153374;188;176.2647;5;1
212;3;5;0.1;0.5;0.6;12;110;0.479798;177;175.4455;5;9
213;3;5;0.1;0.5;0.6;13;105;0.3793103;176;176.8286;5;4
214;3;5;0.1;0.5;0.6;14;101;0.5454545;183;173.9901;5;0
215;3;5;0.1;0.5;0.6;15;101;0.4390244;178;175.5743;5;0
216;3;5;0.1;0.5;0.6;16;101;0.5406977;175;175.8713;5;0
217;3;5;0.1;0.5;0.6;17;101;0.5659341;179;173.6832;5;0
218;3;5;0.1;0.5;0.6;18;110;0.5987654;171;173.9091;5;9
219;3;5;0.1;0.5;0.6;19;103;0.4540541;172;173.5146;5;2
220;3;5;0.1;0.5;0.6;20;105;0.4417178;182;174.9714;5;4
221;3;5;0.1;0.5;0.6;21;104;0.5367232;182;175.3365;5;3
222;3;5;0.1;0.5;0.6;22;105;0.4535519;196;175.9048;5;4
223;3;5;0.1;0.5;0.6;23;103;0.5027322;184;175.8447;5;2
224;3;5;0.1;0.5;0.6;24;104;0.4913295;185;174.2981;5;3
225;3;5;0.1;0.5;0.6;25;101;0.3859649;186;176.7228;5;0
226;3;5;0.1;0.5;0.6;26;104;0.4767442;175;174.6731;5;3
227;3;5;0.1;0.5;0.6;27;103;0.3956044;172;173.9709;5;2
228;3;5;0.1;0.5;0.6;28;110;0.4117647;166;176.4364;5;9
229;3;5;0.1;0.5;0.6;29;121;0.5485714;188;176.1074;5;20
230;3;5;0.1;0.5;0.6;30;102;0.4764706;153;176.9804;5;1
231;3;5;0.1;0.5;0.6;31;101;0.5783133;166;175.2277;5;0
232;3;5;0.1;0.5;0.6;32;101;0.4534161;186;174.3762;5;0
233;3;5;0.1;0.5;0.6;33;101;0.3027027;157;174.5248;5;0
234;3;5;0.1;0.5;0.6;34;106;0.4615385;160;176.4434;5;5
235;3;5;0.1;0.5;0.6;35;106;0.6132597;174;174.9151;5;5
236;3;5;0.1;0.5;0.6;36;109;0.5;168;174.5505;5;8
237;3;5;0.1;0.5;0.6;37;101;0.5326633;164;177.2475;5;0
238;3;5;0.1;0.5;0.6;38;102;0.4789474;178;174.3431;5;1
239;3;5;0.1;0.5;0.6;39;108;0.637931;177;173.287;5;7
240;3;5;0.1;0.5;0.6;40;101;0.4701987;171;175.495;5;0
241;3;5;0.1;0.5;0.6;41;101;0.5631579;173;174.1188;5;0
242;3;5;0.1;0.5;0.6;42;101;0.5802469;167;173.9307;5;0
243;3;5;0.1;0.5;0.6;43;102;0.55;173;173.4902;5;1
244;3;5;0.1;0.5;0.6;44;101;0.5611111;163;176.1089;5;0
245;3;5;0.1;0.5;0.6;45;110;0.617284;158;175.8545;5;9
246;3;5;0.1;0.5;0.6;46;101;0.5714286;172;175.2871;5;0
247;3;5;0.1;0.5;0.6;47;101;0.4157303;190;176.6337;5;0
248;3;5;0.1;0.5;0.6;48;102;0.4497041;150;175.1667;5;1
249;3;5;0.1;0.5;0.6;49;106;0.4756098;190;174.4906;5;5
250;3;5;0.1;0.5;0.6;50;108;0.4361702;171;175.1019;5;7
251;3;5;0.1;0.5;0.6;51;101;0.5851064;186;175.0396;5;0
252;3;5;0.1;0.5;0.6;52;102;0.4147727;168;176.0196;5;1
253;3;5;0.1;0.5;0.6;53;101;0.4670051;149;174.6436;5;0
254;3;5;0.1;0.5;0.6;54;101;0.5254237;194;175.396;5;0
255;3;5;0.1;0.5;0.6;55;101;0.4764706;182;173.0594;5;0
256;3;5;0.1;0.5;0.6;56;103;0.4904459;199;175.8835;5;2
257;3;5;0.1;0.5;0.6;57;101;0.489011;165;173.8119;5;0
258;3;5;0.1;0.5;0.6;58;101;0.3833333;178;175.4653;5;0
259;3;5;0.1;0.5;0.6;59;103;0.5485714;173;175.8058;5;2
260;3;5;0.1;0.5;0.6;60;109;0.5113636;174;174.5229;5;8
261;3;5;0.1;0.5;0.6;61;102;0.5680473;180;176.4706;5;1
262;3;5;0.1;0.5;0.6;62;107;0.5699482;167;175.6355;5;6
263;3;5;0.1;0.5;0.6;63;102;0.5246914;183;173.9216;5;1
264;3;5;0.1;0.5;0.6;64;102;0.5303867;174;174.451;5;1
265;3;5;0.1;0.5;0.6;65;107;0.5560976;152;175.0561;5;6
266;3;5;0.1;0.5;0.6;66;110;0.7089947;186;175.1364;5;9
267;3;5;0.1;0.5;0.6;67;115;0.5891089;161;175.4174;5;14
268;3;5;0.1;0.5;0.6;68;101;0.4101124;171;173.5842;5;0
269;3;5;0.1;0.5;0.6;69;101;0.5316456;194;175.5941;5;0
270;3;5;0.1;0.5;0.6;70;101;0.361809;168;175.2871;5;0
271;3;5;0.1;0.5;0.6;71;110;0.5705128;180;174.4636;5;9
272;3;5;0.1;0.5;0.6;72;132;0.3579545;153;175.0303;5;31
273;3;5;0.1;0.5;0.6;73;108;0.3786982;184;175.6111;5;7
274;3;5;0.1;0.5;0.6;74;114;0.3741935;180;173.5526;5;13
275;3;5;0.1;0.5;0.6;75;116;0.5904255;177;176.5345;5;15
276;3;5;0.1;0.5;0.6;76;101;0.4971098;197;173.7228;5;0
277;3;5;0.1;0.5;0.6;77;101;0.5263158;181;173.8416;5;0
278;3;5;0.1;0.5;0.6;78;122;0.3804348;175;175.4918;5;21
279;3;5;0.1;0.5;0.6;79;101;0.4642857;176;176.1287;5;0
280;3;5;0.1;0.5;0.6;80;103;0.5828877;170;174.6311;5;2
281;3;5;0.1;0.5;0.6;81;102;0.5202312;191;175.7255;5;1
282;3;5;0.1;0.5;0.6;82;101;0.5027624;179;175.8911;5;0
283;3;5;0.1;0.5;0.6;83;102;0.4810811;151;175.7843;5;1
284;3;5;0.1;0.5;0.6;84;115;0.48;192;175.4435;5;14
285;3;5;0.1;0.5;0.6;85;102;0.5530726;173;175.9706;5;1
286;3;5;0.1;0.5;0.6;86;101;0.4285714;182;175.8515;5;0
287;3;5;0.1;0.5;0.6;87;104;0.3926702;184;174.9712;5;3
288;3;5;0.1;0.5;0.6;88;101;0.5276074;195;174.9109;5;0
289;3;5;0.1;0.5;0.6;89;106;0.6464088;162;176.6038;5;5
290;3;5;0.1;0.5;0.6;90;104;0.5260116;174;174.0865;5;3
291;3;5;0.1;0.5;0.6;91;105;0.5212766;161;176.0381;5;4
292;3;5;0.1;0.5;0.6;92;108;0.5384615;182;175.1389;5;7
293;3;5;0.1;0.5;0.6;93;104;0.4145078;178;176.1346;5;3
294;3;5;0.1;0.5;0.6;94;101;0.5357143;175;173.9109;5;0
295;3;5;0.1;0.5;0.6;95;108;0.4871795;161;174.3889;5;7
296;3;5;0.1;0.5;0.6;96;105;0.5808383;192;176.181;5;4
297;3;5;0.1;0.5;0.6;97;106;0.5666667;153;174.1509;5;5
298;3;5;0.1;0.5;0.6;98;105;0.4973262;170;176.3524;5;4
299;3;5;0.1;0.5;0.6;99;102;0.4451613;161;175.3137;5;1
300;3;5;0.1;0.5;0.6;100;114;0.4883721;171;176.8421;5;13
301;4;7;0.1;0.5;0.6;1;103;0.5798817;185;175.1165;7;2
302;4;7;0.1;0.5;0.6;2;101;0.6153846;161;174.6832;7;0
303;4;7;0.1;0.5;0.6;3;103;0.5276074;167;174.2524;7;2
304;4;7;0.1;0.5;0.6;4;101;0.5932203;169;177.7228;7;0
305;4;7;0.1;0.5;0.6;5;101;0.4438503;159;175.6139;7;0
306;4;7;0.1;0.5;0.6;6;110;0.5279188;179;177.8455;7;9
307;4;7;0.1;0.5;0.6;7;102;0.4921466;179;173.9804;7;1
308;4;7;0.1;0.5;0.6;8;101;0.5806452;174;175.2277;7;0
309;4;7;0.1;0.5;0.6;9;103;0.6392405;207;176.4272;7;2
310;4;7;0.1;0.5;0.6;10;106;0.5990099;160;175.5189;7;5
311;4;7;0.1;0.5;0.6;11;113;0.4057971;170;175.7522;7;12
312;4;7;0.1;0.5;0.6;12;107;0.5026178;189;174.8318;7;6
313;4;7;0.1;0.5;0.6;13;101;0.497006;178;174.4554;7;0
314;4;7;0.1;0.5;0.6;14;101;0.4404762;179;175.6535;7;0
315;4;7;0.1;0.5;0.6;15;102;0.5731707;160;174.951;7;1
316;4;7;0.1;0.5;0.6;16;101;0.5384615;195;173.8416;7;0
317;4;7;0.1;0.5;0.6;17;108;0.3989362;163;173.9815;7;7
318;4;7;0.1;0.5;0.6;18;102;0.475;162;172.7745;7;1
319;4;7;0.1;0.5;0.6;19;109;0.5964912;208;176.4679;7;8
320;4;7;0.1;0.5;0.6;20;112;0.5519481;173;175;7;11
321;4;7;0.1;0.5;0.6;21;103;0.5658537;154;174.3495;7;2
322;4;7;0.1;0.5;0.6;22;101;0.5057471;157;176.1188;7;0
323;4;7;0.1;0.5;0.6;23;105;0.5083799;191;173.9429;7;4
324;4;7;0.1;0.5;0.6;24;101;0.4561404;183;173.5644;7;0
325;4;7;0.1;0.5;0.6;25;102;0.51875;207;175.4314;7;1
326;4;7;0.1;0.5;0.6;26;103;0.3846154;173;173.9515;7;2
327;4;7;0.1;0.5;0.6;27;101;0.4421053;180;175.4455;7;0
328;4;7;0.1;0.5;0.6;28;105;0.5728643;167;174.6095;7;4
329;4;7;0.1;0.5;0.6;29;105;0.4393064;166;174.181;7;4
330;4;7;0.1;0.5;0.6;30;107;0.5508982;189;175.5327;7;6
331;4;7;0.1;0.5;0.6;31;101;0.545977;171;176.0693;7;0
332;4;7;0.1;0.5;0.6;32;101;0.3245033;164;176.4851;7;0
333;4;7;0.1;0.5;0.6;33;120;0.4375;195;175.775;7;19
334;4;7;0.1;0.5;0.6;34;102;0.4530387;164;175.1176;7;1
335;4;7;0.1;0.5;0.6;35;101;0.5026178;167;175.703;7;0
336;4;7;0.1;0.5;0.6;36;102;0.5364583;152;175.8235;7;1
337;4;7;0.1;0.5;0.6;37;107;0.52;176;176.5701;7;6
338;4;7;0.1;0.5;0.6;38;102;0.5483871;195;174.3824;7;1
339;4;7;0.1;0.5;0.6;39;108;0.5739645;156;175.6667;7;7
340;4;7;0.1;0.5;0.6;40;102;0.5505618;170;176.1373;7;1
341;4;7;0.1;0.5;0.6;41;101;0.5;184;174.9802;7;0
342;4;7;0.1;0.5;0.6;42;104;0.617801;163;176.4615;7;3
343;4;7;0.1;0.5;0.6;43;101;0.5597826;160;176.9604;7;0
344;4;7;0.1;0.5;0.6;44;101;0.4011299;180;176.6832;7;0
345;4;7;0.1;0.5;0.6;45;103;0.4892473;151;174.7087;7;2
346;4;7;0.1;0.5;0.6;46;102;0.4202128;176;175.2059;7;1
347;4;7;0.1;0.5;0.6;47;110;0.4127907;159;175.1364;7;9
348;4;7;0.1;0.5;0.6;48;102;0.5568182;198;175.3333;7;1
349;4;7;0.1;0.5;0.6;49;107;0.5513514;193;173.7009;7;6
350;4;7;0.1;0.5;0.6;50;115;0.4647059;173;173.6783;7;14
351;4;7;0.1;0.5;0.6;51;114;0.4277108;175;176.9912;7;13
352;4;7;0.1;0.5;0.6;52;103;0.6094675;184;174.9126;7;2
353;4;7;0.1;0.5;0.6;53;103;0.4329268;189;174.0874;7;2
354;4;7;0.1;0.5;0.6;54;101;0.4906832;181;175.2673;7;0
355;4;7;0.1;0.5;0.6;55;101;0.4011976;186;173.9406;7;0
356;4;7;0.1;0.5;0.6;56;105;0.4506173;186;176.4476;7;4
357;4;7;0.1;0.5;0.6;57;103;0.617284;166;173.6311;7;2
358;4;7;0.1;0.5;0.6;58;120;0.7175141;169;175.175;7;19
359;4;7;0.1;0.5;0.6;59;101;0.6108108;175;176.4455;7;0
