"","X","simu","n_obs","mutation_rate","c","initial_trait_frequency","replicate","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1","nb_meetings_1_pref_1","nb_meetings_1_pref_0","nb_females_pref1","nb_females_pref0","nb_repro_last","nb_females_meeting1_and_pref1","nb_females_meeting1_and_pref0","nb_matings1_over_nb_meetings1","c_num","conditional_proba_fx","conditional_proba_bis"
"6307",NA,6307,"5",0,"0.7",0.584821428571428,NA,0.584290318,0.5845149709,0.5848290404,0.6305289042,0.6558469091,1.965287288,245.288,134.948,164.291,NA,NA,NA,NA,NA,NA,NA,0.552347080798464,0.7,NA,NA
"6308",NA,6308,"10",0,"0.7",0.584821428571428,NA,0.5841757716,0.5851985419,0.5864577408,0.6495868672,0.7013712067,1.958000729,244.135,138.77,165.978,NA,NA,NA,NA,NA,NA,NA,0.570488694458142,0.7,NA,NA
"6309",NA,6309,"15",0,"0.7",0.584821428571428,NA,0.5862899018,0.5867720956,0.5853439704,0.6680840812,0.743653697,1.945455396,242.871,142.165,167.114,NA,NA,NA,NA,NA,NA,NA,0.587583155299825,0.7,NA,NA
"6310",NA,6310,"20",0,"0.7",0.584821428571428,NA,0.5846464473,0.5856334964,0.5839805112,0.6754226365,0.764163655,1.938056278,241.603,143.869,167.795,NA,NA,NA,NA,NA,NA,NA,0.597935169094584,0.7,NA,NA
"6311",NA,6311,"25",0,"0.7",0.584821428571428,NA,0.5844200762,0.5852487136,0.5874188018,0.6887077465,0.8013572747,1.928397332,240.817,147.291,169.389,NA,NA,NA,NA,NA,NA,NA,0.613750448752065,0.7,NA,NA
"6312",NA,6312,"30",0,"0.7",0.584821428571428,NA,0.5843716406,0.5839948676,0.5836394239,0.6921112333,0.80798545843,1.932933779,241.003,147.657,169.517,NA,NA,NA,NA,NA,NA,NA,0.615470494116907,0.7,NA,NA
"6313",NA,6313,"0",0,"0.8",0.584821428571428,NA,0.5851330344,0.5839724535,0.5836618804,0.5562288804,0.4996363205,2.03109099,254.818,118.909,162.077,NA,NA,NA,NA,NA,NA,NA,0.46876662142328,0.8,NA,NA
"6314",NA,6314,"1",0,"0.8",0.584821428571428,NA,0.5846629094,0.5843639509,0.5842339669,0.6042455644,0.5851088182,1.989012711,247.99,128.82,165.434,NA,NA,NA,NA,NA,NA,NA,0.521724885143763,0.8,NA,NA
"6315",NA,6315,"5",0,"0.8",0.584821428571428,NA,0.5844281578,0.5853300026,0.583400121,0.6444641199,0.6516059827,1.956374477,242.989,137.03,168.409,NA,NA,NA,NA,NA,NA,NA,0.567154641784704,0.8,NA,NA
"6316",NA,6316,"10",0,"0.8",0.584821428571428,NA,0.5840790692,0.5849721881,0.5832812725,0.6687071529,0.6954699912,1.939957412,241.899,142.779,171.226,NA,NA,NA,NA,NA,NA,NA,0.593462038957976,0.8,NA,NA
"6317",NA,6317,"15",0,"0.8",0.584821428571428,NA,0.5848258902,0.5841173083,0.583563272,0.6979357751,0.739708201,1.92343516,239.441,148.539,173.229,NA,NA,NA,NA,NA,NA,NA,0.623785927170501,0.8,NA,NA
"6318",NA,6318,"20",0,"0.8",0.584821428571428,NA,0.5843615625,0.5840127401,0.5846433936,0.7118403295,0.7669816221,1.915929495,237.922,151.325,174.138,NA,NA,NA,NA,NA,NA,NA,0.639811451874169,0.8,NA,NA
"6319",NA,6319,"25",0,"0.8",0.584821428571428,NA,0.585029408,0.5845397201,0.5853765816,0.7284128877,0.7954540913,1.905383623,237.247,155.227,176.092,NA,NA,NA,NA,NA,NA,NA,0.658420153064191,0.8,NA,NA
"6320",NA,6320,"30",0,"0.8",0.584821428571428,NA,0.5856572073,0.5856045472,0.5869341549,0.7394855604,0.8164061649,1.891689965,235.965,157.857,177.284,NA,NA,NA,NA,NA,NA,NA,0.672909170253583,0.8,NA,NA
"6321",NA,6321,"0",0,"0.9",0.584821428571428,NA,0.5836189505,0.5837702913,0.5830006234,0.529672123,0.4995363038,2.041400641,254.092,112.959,164.15,NA,NA,NA,NA,NA,NA,NA,0.448100863821814,0.9,NA,NA
"6322",NA,6322,"1",0,"0.9",0.584821428571428,NA,0.5843551739,0.585323941,0.5857626144,0.5999503555,0.5871486555,1.993362227,248.898,128.069,170.806,NA,NA,NA,NA,NA,NA,NA,0.51762755137454,0.9,NA,NA
"6323",NA,6323,"5",0,"0.9",0.584821428571428,NA,0.5836350176,0.5832646022,0.5841153658,0.6519774689,0.6525774714,1.956441169,242.975,138.751,174.463,NA,NA,NA,NA,NA,NA,NA,0.576210982056371,0.9,NA,NA
"6324",NA,6324,"10",0,"0.9",0.584821428571428,NA,0.5849339626,0.5847230326,0.5863155538,0.6895976224,0.7004388219,1.933119041,240.344,146.905,178.153,NA,NA,NA,NA,NA,NA,NA,0.615821567639293,0.9,NA,NA
"6325",NA,6325,"15",0,"0.9",0.584821428571428,NA,0.5849849502,0.5843062557,0.5837419623,0.7219369649,0.7408128292,1.908824467,238.301,154.27,181.479,NA,NA,NA,NA,NA,NA,NA,0.65330580971519,0.9,NA,NA
"6326",NA,6326,"20",0,"0.9",0.584821428571428,NA,0.5855852113,0.5849010931,0.5851063207,0.7451374691,0.7694744886,1.896057854,236.926,159.032,183.683,NA,NA,NA,NA,NA,NA,NA,0.677504398942218,0.9,NA,NA
"6327",NA,6327,"25",0,"0.9",0.584821428571428,NA,0.5841250241,0.5846518085,0.5858956936,0.7654238383,0.7959932746,1.886477448,234.759,163.498,185.253,NA,NA,NA,NA,NA,NA,NA,0.70426754469047,0.9,NA,NA
"6328",NA,6328,"30",0,"0.9",0.584821428571428,NA,0.5854508378,0.584729768,0.5846091405,0.776821402,0.8106911851,1.87090332,233.499,165.928,186.351,NA,NA,NA,NA,NA,NA,NA,0.717034462505688,0.9,NA,NA
"6329",NA,6329,"0",0,"1",0.584821428571428,NA,0.5857782491,0.5854466617,0.5854693921,0.5006766538,0.500945768,2.070636662,258.836,106.813,169.139,NA,NA,NA,NA,NA,NA,NA,0.417482797410562,1,NA,NA
"6330",NA,6330,"1",0,"1",0.584821428571428,NA,0.5853074045,0.5852831521,0.5868220147,0.588592763,0.5886772308,2.007746204,251.177,125.744,177.228,NA,NA,NA,NA,NA,NA,NA,0.50552139682055,1,NA,NA
"6331",NA,6331,"5",0,"1",0.584821428571428,NA,0.5852968132,0.5856074494,0.5847653971,0.6538676553,0.6542818096,1.959650901,243.477,138.717,181.862,NA,NA,NA,NA,NA,NA,NA,0.57630686335444,1,NA,NA
"6332",NA,6332,"10",0,"1",0.584821428571428,NA,0.5860768727,0.5849082916,0.5852623249,0.6986666931,0.6984542694,1.924527113,240.468,149.169,186.711,NA,NA,NA,NA,NA,NA,NA,0.627543555926593,1,NA,NA
"6333",NA,6333,"15",0,"1",0.584821428571428,NA,0.5843915708,0.5852588608,0.5863551356,0.7472537088,0.7475520512,1.892380961,236,159.179,190.648,NA,NA,NA,NA,NA,NA,NA,0.683580300430352,1,NA,NA
"6334",NA,6334,"20",0,"1",0.584821428571428,NA,0.5845580977,0.585201706,0.5835237176,0.7614368536,0.7617886604,1.882439914,233.857,162.068,191.526,NA,NA,NA,NA,NA,NA,NA,0.702772675222606,1,NA,NA
"6335",NA,6335,"25",0,"1",0.584821428571428,NA,0.5856721842,0.5848999373,0.5835037558,0.789878037,0.7901769626,1.865408621,233.413,169.074,195.45,NA,NA,NA,NA,NA,NA,NA,0.735796049517477,1,NA,NA
"6336",NA,6336,"30",0,"1",0.584821428571428,NA,0.5846631067,0.5844132414,0.5881301517,0.8203352922,0.8202812264,1.848508468,228.546,174.08,196.524,NA,NA,NA,NA,NA,NA,NA,0.771909560318085,1,NA,NA
"6337",NA,6337,"0",0,"0.5",0.589285714285714,NA,0.5879889971,0.5887476662,0.5899155256,0.5878827707,0.4999713,1.998249427,249.991,125.316,157.739,NA,NA,NA,NA,NA,NA,NA,0.502762449007546,0.5,NA,NA
"6338",NA,6338,"1",0,"0.5",0.589285714285714,NA,0.5884871112,0.5890680313,0.5890309851,0.5871735035,0.5906623049,1.996501603,250.489,125.385,157.717,NA,NA,NA,NA,NA,NA,NA,0.501528267085887,0.5,NA,NA
"6339",NA,6339,"5",0,"0.5",0.589285714285714,NA,0.5893087542,0.5892082174,0.5889930738,0.5883512875,0.6606661144,2.008244812,251.309,125.005,157.468,NA,NA,NA,NA,NA,NA,NA,0.498361287976229,0.5,NA,NA
"6340",NA,6340,"10",0,"0.5",0.589285714285714,NA,0.589869566,0.5904941519,0.5903967849,0.5911536629,0.7105660801,1.999686889,251.547,125.751,157.777,NA,NA,NA,NA,NA,NA,NA,0.501195985939125,0.5,NA,NA
"6341",NA,6341,"15",0,"0.5",0.589285714285714,NA,0.5899866064,0.5899855577,0.5923492791,0.5894322229,0.764066405,1.998854315,251.559,125.788,158.283,NA,NA,NA,NA,NA,NA,NA,0.501324482698279,0.5,NA,NA
"6342",NA,6342,"20",0,"0.5",0.589285714285714,NA,0.5900614386,0.5899194417,0.5906427671,0.5909571657,0.7816174864,2.00513715,252.198,125.68,157.961,NA,NA,NA,NA,NA,NA,NA,0.499587677125005,0.5,NA,NA
"6343",NA,6343,"25",0,"0.5",0.589285714285714,NA,0.5885590429,0.5893739493,0.5877866611,0.5885533223,0.8016953402,2.001283224,250.185,125.356,157.907,NA,NA,NA,NA,NA,NA,NA,0.502068623744444,0.5,NA,NA
"6344",NA,6344,"30",0,"0.5",0.589285714285714,NA,0.5887957214,0.5890698355,0.5899036339,0.5887768339,0.8248197478,2.003175585,251.189,125.311,157.52,NA,NA,NA,NA,NA,NA,NA,0.500203339544931,0.5,NA,NA
"6345",NA,6345,"0",0,"0.6",0.589285714285714,NA,0.5899641088,0.590677815,0.5900845204,0.5865331758,0.5003363551,2.00508767,252.19,125.146,158.744,NA,NA,NA,NA,NA,NA,NA,0.497443044068198,0.6,NA,NA
"6346",NA,6346,"1",0,"0.6",0.589285714285714,NA,0.5889000692,0.5888476549,0.5871584347,0.6013257564,0.5885715812,1.98948529,249.616,128.186,159.675,NA,NA,NA,NA,NA,NA,NA,0.514762166433907,0.6,NA,NA
"6347",NA,6347,"5",0,"0.6",0.589285714285714,NA,0.5897253212,0.5893962786,0.5917669976,0.617004487,0.6661942629,1.980268391,248.206,131.48,161,NA,NA,NA,NA,NA,NA,NA,0.530897365681926,0.6,NA,NA
"6348",NA,6348,"10",0,"0.6",0.589285714285714,NA,0.5894423197,0.5885145038,0.5885351984,0.6269385,0.7049238535,1.970346156,247.881,133.643,162.004,NA,NA,NA,NA,NA,NA,NA,0.540759093132592,0.6,NA,NA
"6349",NA,6349,"15",0,"0.6",0.589285714285714,NA,0.5895095644,0.5886124163,0.5870662366,0.6342349824,0.7491542607,1.969617621,248.606,135.805,163.355,NA,NA,NA,NA,NA,NA,NA,0.547464314282216,0.6,NA,NA
"6350",NA,6350,"20",0,"0.6",0.589285714285714,NA,0.5893989274,0.5899165941,0.5887691079,0.640049525,0.7764544286,1.960580825,246.491,136.384,162.893,NA,NA,NA,NA,NA,NA,NA,0.554691739433642,0.6,NA,NA
"6351",NA,6351,"25",0,"0.6",0.589285714285714,NA,0.589314638,0.5900313142,0.5893533691,0.647470021,0.8077470045,1.96019758,246.579,137.749,163.496,NA,NA,NA,NA,NA,NA,NA,0.560397708844963,0.6,NA,NA
"6352",NA,6352,"30",0,"0.6",0.589285714285714,NA,0.588562194,0.5881382315,0.5873743831,0.6456951258,0.8173034613,1.95716073,245.17,137.756,163.392,NA,NA,NA,NA,NA,NA,NA,0.563301976374342,0.6,NA,NA
"6353",NA,6353,"0",0,"0.7",0.589285714285714,NA,0.5899170408,0.5894239359,0.5874976177,0.5768354578,0.4991677022,2.006996152,252.462,122.937,159.77,NA,NA,NA,NA,NA,NA,NA,0.488718361218786,0.7,NA,NA
"6354",NA,6354,"1",0,"0.7",0.589285714285714,NA,0.5892255688,0.5888103108,0.589721017,0.6093888766,0.5880676761,1.9889793,249.736,129.807,162.381,NA,NA,NA,NA,NA,NA,NA,0.521433559885403,0.7,NA,NA
"6355",NA,6355,"5",0,"0.7",0.589285714285714,NA,0.5902585255,0.5896380302,0.5904893642,0.6401468759,0.6629721153,1.965902308,247.354,136.406,165.239,NA,NA,NA,NA,NA,NA,NA,0.553350468439025,0.7,NA,NA
"6356",NA,6356,"10",0,"0.7",0.589285714285714,NA,0.5889702675,0.5882644556,0.5889977361,0.6540550816,0.7071585657,1.956447697,245.06,139.304,165.961,NA,NA,NA,NA,NA,NA,NA,0.570807327306478,0.7,NA,NA
"6357",NA,6357,"15",0,"0.7",0.589285714285714,NA,0.5891225284,0.5870666439,0.5867823893,0.6723773139,0.7479070251,1.940696581,244.131,143.535,168.321,NA,NA,NA,NA,NA,NA,NA,0.590211740706768,0.7,NA,NA
"6358",NA,6358,"20",0,"0.7",0.589285714285714,NA,0.5892639092,0.588724592,0.5881668963,0.6822282501,0.775300691,1.932282188,242.594,145.431,168.837,NA,NA,NA,NA,NA,NA,NA,0.601984471597282,0.7,NA,NA
"6359",NA,6359,"25",0,"0.7",0.589285714285714,NA,0.5886149971,0.5884273928,0.5878471921,0.6929549097,0.8019262492,1.92523451,241.257,147.686,169.659,NA,NA,NA,NA,NA,NA,NA,0.614491725410305,0.7,NA,NA
"6360",NA,6360,"30",0,"0.7",0.589285714285714,NA,0.5881735105,0.5882132625,0.5895095831,0.6979926334,0.8195951476,1.923879962,240.435,148.617,169.814,NA,NA,NA,NA,NA,NA,NA,0.620592116154879,0.7,NA,NA
"6361",NA,6361,"0",0,"0.8",0.589285714285714,NA,0.5890735049,0.5896870595,0.5912408847,0.558587703,0.5011231255,2.026713206,254.778,119.121,162.038,NA,NA,NA,NA,NA,NA,NA,0.469825768756699,0.8,NA,NA
"6362",NA,6362,"1",0,"0.8",0.589285714285714,NA,0.5905490879,0.5890984124,0.5910528098,0.6098935339,0.5905964461,1.993878588,249.589,130.008,166.243,NA,NA,NA,NA,NA,NA,NA,0.523436389090617,0.8,NA,NA
"6363",NA,6363,"5",0,"0.8",0.589285714285714,NA,0.588857082,0.5882288747,0.5875154538,0.6528050838,0.6615146906,1.955414293,245.716,139.131,169.905,NA,NA,NA,NA,NA,NA,NA,0.56943420203558,0.8,NA,NA
"6364",NA,6364,"10",0,"0.8",0.589285714285714,NA,0.589525425,0.5898960885,0.5897600229,0.680286171,0.7078806704,1.937197407,242.834,144.718,172.308,NA,NA,NA,NA,NA,NA,NA,0.598744130330755,0.8,NA,NA
"6365",NA,6365,"15",0,"0.8",0.589285714285714,NA,0.5884911792,0.5879690989,0.5877196298,0.7032235554,0.7506418251,1.915290457,239.552,149.733,173.963,NA,NA,NA,NA,NA,NA,NA,0.628751234942794,0.8,NA,NA
"6366",NA,6366,"20",0,"0.8",0.589285714285714,NA,0.5886099587,0.5890436187,0.5869249475,0.7165729291,0.7729001251,1.907544502,238.989,152.673,175.191,NA,NA,NA,NA,NA,NA,NA,0.642490626364522,0.8,NA,NA
"6367",NA,6367,"25",0,"0.8",0.589285714285714,NA,0.5880555844,0.5874446108,0.5874837937,0.7323755394,0.8010876253,1.896040626,236.974,155.864,176.366,NA,NA,NA,NA,NA,NA,NA,0.66246772309781,0.8,NA,NA
"6368",NA,6368,"30",0,"0.8",0.589285714285714,NA,0.5884218346,0.5893711845,0.5896548066,0.7475801798,0.823209092,1.883772521,237.218,159.847,178.596,NA,NA,NA,NA,NA,NA,NA,0.677951233576005,0.8,NA,NA
"6369",NA,6369,"0",0,"0.9",0.589285714285714,NA,0.5895088661,0.5899466166,0.593562069,0.5343084881,0.5011021761,2.04877575,257.035,113.684,164.861,NA,NA,NA,NA,NA,NA,NA,0.44574624650381,0.9,NA,NA
"6370",NA,6370,"1",0,"0.9",0.589285714285714,NA,0.5903228761,0.5902855204,0.5901287332,0.6032707012,0.5894720105,1.99602024,250.822,128.546,171.18,NA,NA,NA,NA,NA,NA,NA,0.516828788743909,0.9,NA,NA
"6371",NA,6371,"5",0,"0.9",0.589285714285714,NA,0.5894286174,0.5887549765,0.5876951287,0.6601082905,0.6595670003,1.956086457,246.696,141.119,176.898,NA,NA,NA,NA,NA,NA,NA,0.576634385038097,0.9,NA,NA
"6372",NA,6372,"10",0,"0.9",0.589285714285714,NA,0.5890968376,0.5887568464,0.5890442068,0.6944598398,0.705372847,1.927800089,241.946,148.239,179.155,NA,NA,NA,NA,NA,NA,NA,0.617780601404546,0.9,NA,NA
"6373",NA,6373,"15",0,"0.9",0.589285714285714,NA,0.5898740166,0.590463656,0.5894591746,0.7346123701,0.7555569134,1.898157665,239.043,156.582,182.545,NA,NA,NA,NA,NA,NA,NA,0.661186690547553,0.9,NA,NA
"6374",NA,6374,"20",0,"0.9",0.589285714285714,NA,0.5886628843,0.5892149351,0.5884374098,0.7517045019,0.776459541,1.886781538,236.321,160.304,183.885,NA,NA,NA,NA,NA,NA,NA,0.685476748665963,0.9,NA,NA
"6375",NA,6375,"25",0,"0.9",0.589285714285714,NA,0.5888021272,0.5906624491,0.5873992423,0.7719701478,0.8031599578,1.868449752,234.593,164.516,185.577,NA,NA,NA,NA,NA,NA,NA,0.708278184369825,0.9,NA,NA
"6376",NA,6376,"30",0,"0.9",0.589285714285714,NA,0.5884307767,0.5879742527,0.5884587679,0.784302511,0.8199963465,1.864388943,233.653,167.401,186.879,NA,NA,NA,NA,NA,NA,NA,0.724092781776595,0.9,NA,NA
"6377",NA,6377,"0",0,"1",0.589285714285714,NA,0.5889401555,0.5893899444,0.5905176516,0.499325897,0.4992513806,2.076112869,262.292,106.842,170.037,NA,NA,NA,NA,NA,NA,NA,0.411805425407192,1,NA,NA
"6378",NA,6378,"1",0,"1",0.589285714285714,NA,0.5896309801,0.5887916315,0.588248434,0.5900129136,0.5905320492,2.00999053,252.961,126.189,177.61,NA,NA,NA,NA,NA,NA,NA,0.504070518063145,1,NA,NA
"6379",NA,6379,"5",0,"1",0.589285714285714,NA,0.5904483846,0.5903577269,0.5913803584,0.6666539339,0.6664321992,1.949567959,244.683,141.997,183.857,NA,NA,NA,NA,NA,NA,NA,0.587244361567789,1,NA,NA
"6380",NA,6380,"10",0,"1",0.589285714285714,NA,0.5888275903,0.5883385001,0.5900032676,0.7102026952,0.7101609303,1.922275741,240.77,151.425,187.822,NA,NA,NA,NA,NA,NA,NA,0.636892663348006,1,NA,NA
"6381",NA,6381,"15",0,"1",0.589285714285714,NA,0.589515309,0.5894833999,0.5890017746,0.7529650276,0.7535376502,1.886928369,237.052,160.537,191.727,NA,NA,NA,NA,NA,NA,NA,0.686800358634793,1,NA,NA
"6382",NA,6382,"20",0,"1",0.589285714285714,NA,0.5891342117,0.5888788703,0.5892049762,0.7773770027,0.7774984337,1.864352968,234.139,165.824,193.618,NA,NA,NA,NA,NA,NA,NA,0.718391198674398,1,NA,NA
"6383",NA,6383,"25",0,"1",0.589285714285714,NA,0.5890043783,0.5869924471,0.5874137861,0.8032898121,0.8033071711,1.850425687,231.386,170.934,195.539,NA,NA,NA,NA,NA,NA,NA,0.749050908071192,1,NA,NA
"6384",NA,6384,"30",0,"1",0.589285714285714,NA,0.5889910669,0.5893764309,0.5872495917,0.8171660633,0.81724661607,1.839244078,231.601,174.444,197.472,NA,NA,NA,NA,NA,NA,NA,0.764450848124911,1,NA,NA
"6385",NA,6385,"0",0,"0.5",0.59375,NA,0.5927411642,0.5933755999,0.5917203519,0.5930122555,0.4995615164,1.998140452,253.826,127.02,159.346,NA,NA,NA,NA,NA,NA,NA,0.50149909373093,0.5,NA,NA
"6386",NA,6386,"1",0,"0.5",0.59375,NA,0.5927919887,0.592086045,0.5931795555,0.5922583265,0.5936299887,1.998519861,252.195,126.227,158.516,NA,NA,NA,NA,NA,NA,NA,0.501839645395639,0.5,NA,NA
"6387",NA,6387,"5",0,"0.5",0.59375,NA,0.5941687221,0.5944416445,0.5958619089,0.59156948,0.6763537468,1.999757007,253.29,126.33,158.797,NA,NA,NA,NA,NA,NA,NA,0.499833844570862,0.5,NA,NA
"6388",NA,6388,"10",0,"0.5",0.59375,NA,0.5933604562,0.5934466859,0.5917320908,0.5956479408,0.711539132,2.001930971,253.019,126.599,158.468,NA,NA,NA,NA,NA,NA,NA,0.501558643205285,0.5,NA,NA
"6389",NA,6389,"15",0,"0.5",0.59375,NA,0.5924095448,0.5924669002,0.5927518145,0.5936576223,0.7615392916,1.998238248,252.717,126.62,158.481,NA,NA,NA,NA,NA,NA,NA,0.502459831152237,0.5,NA,NA
"6390",NA,6390,"20",0,"0.5",0.59375,NA,0.5933021819,0.5929628142,0.5935164816,0.5938623622,0.7885254878,2.000142794,253.621,126.762,158.945,NA,NA,NA,NA,NA,NA,NA,0.501171554362813,0.5,NA,NA
"6391",NA,6391,"25",0,"0.5",0.59375,NA,0.5926408335,0.5937907299,0.5962857368,0.5935273626,0.8251047228,1.99634689,252.413,126.732,158.708,NA,NA,NA,NA,NA,NA,NA,0.503325136023528,0.5,NA,NA
"6392",NA,6392,"30",0,"0.5",0.59375,NA,0.593459085,0.5937908508,0.5926461122,0.5944386081,0.8322254308,2.003759701,253.778,126.582,158.722,NA,NA,NA,NA,NA,NA,NA,0.499999929712838,0.5,NA,NA
"6393",NA,6393,"0",0,"0.6",0.59375,NA,0.5930661452,0.5942482466,0.5944085833,0.5899670345,0.5016950387,2.00457124,253.708,125.839,159.359,NA,NA,NA,NA,NA,NA,NA,0.497282583037819,0.6,NA,NA
"6394",NA,6394,"1",0,"0.6",0.59375,NA,0.5925675734,0.5925762357,0.5924995573,0.6052328951,0.5917970984,1.988723231,252.033,129.568,160.719,NA,NA,NA,NA,NA,NA,NA,0.515540462768335,0.6,NA,NA
"6395",NA,6395,"5",0,"0.6",0.59375,NA,0.5948742952,0.5943925525,0.5928049901,0.6250406269,0.6684970846,1.978938023,251.079,133.243,162.401,NA,NA,NA,NA,NA,NA,NA,0.532157134948396,0.6,NA,NA
"6396",NA,6396,"10",0,"0.6",0.59375,NA,0.5926436004,0.593270694,0.5912245315,0.6310647989,0.7119807658,1.973821475,250.032,134.694,162.823,NA,NA,NA,NA,NA,NA,NA,0.540285404454586,0.6,NA,NA
"6397",NA,6397,"15",0,"0.6",0.59375,NA,0.593893887,0.5935313081,0.593581035,0.6409498425,0.7653484749,1.964680971,247.863,136.421,163.125,NA,NA,NA,NA,NA,NA,NA,0.551840664433454,0.6,NA,NA
"6398",NA,6398,"20",0,"0.6",0.59375,NA,0.5940332128,0.5934331331,0.5929839682,0.6479038557,0.785903214,1.953287656,247.556,138.004,164.124,NA,NA,NA,NA,NA,NA,NA,0.558678925982225,0.6,NA,NA
"6399",NA,6399,"25",0,"0.6",0.59375,NA,0.5932482703,0.594780231,0.5926590967,0.6504651142,0.8164973594,1.952907804,246.465,138.471,163.711,NA,NA,NA,NA,NA,NA,NA,0.56342763100385,0.6,NA,NA
"6400",NA,6400,"30",0,"0.6",0.59375,NA,0.594553441,0.5943171396,0.5941179932,0.6555421994,0.835470693,1.95163162,247.907,139.974,165.14,NA,NA,NA,NA,NA,NA,NA,0.56613891613233,0.6,NA,NA
"6401",NA,6401,"0",0,"0.7",0.59375,NA,0.5940582093,0.5933083732,0.5927285748,0.5808932719,0.5000554345,2.008344706,255.638,124.286,161.155,NA,NA,NA,NA,NA,NA,NA,0.488121398288901,0.7,NA,NA
"6402",NA,6402,"1",0,"0.7",0.59375,NA,0.5939448985,0.5937713113,0.5956558115,0.6157708741,0.5968504379,1.980443184,251.706,131.804,163.97,NA,NA,NA,NA,NA,NA,NA,0.525605573355493,0.7,NA,NA
"6403",NA,6403,"5",0,"0.7",0.59375,NA,0.5932706483,0.5931706123,0.5926551761,0.6429719507,0.6664204644,1.960649663,246.892,136.726,165.1,NA,NA,NA,NA,NA,NA,NA,0.555450820892835,0.7,NA,NA
"6404",NA,6404,"10",0,"0.7",0.59375,NA,0.5941010979,0.5944457158,0.5947022328,0.6624827551,0.7176872381,1.950443961,246.28,141.154,167.157,NA,NA,NA,NA,NA,NA,NA,0.575260561864196,0.7,NA,NA
"6405",NA,6405,"15",0,"0.7",0.59375,NA,0.5937958345,0.5929703303,0.593432336,0.6800477347,0.7639859407,1.93663603,244.927,145.168,169.107,NA,NA,NA,NA,NA,NA,NA,0.595200899553746,0.7,NA,NA
"6406",NA,6406,"20",0,"0.7",0.59375,NA,0.5932429919,0.5922642017,0.5918419771,0.689420211,0.7864332446,1.925528248,243.402,147.264,169.922,NA,NA,NA,NA,NA,NA,NA,0.607307486897582,0.7,NA,NA
"6407",NA,6407,"25",0,"0.7",0.59375,NA,0.5940481173,0.5935113176,0.5949439469,0.7052880263,0.8217759587,1.914853837,242.152,150.38,170.992,NA,NA,NA,NA,NA,NA,NA,0.623402401443514,0.7,NA,NA
"6408",NA,6408,"30",0,"0.7",0.59375,NA,0.592997995,0.5924053389,0.5927267607,0.7056216291,0.8294551584,1.917410499,242.224,150.62,171.285,NA,NA,NA,NA,NA,NA,NA,0.624162578352548,0.7,NA,NA
"6409",NA,6409,"0",0,"0.8",0.59375,NA,0.5926955343,0.5935802114,0.5926282442,0.5587313779,0.4997775546,2.031240802,256.085,119.036,162.345,NA,NA,NA,NA,NA,NA,NA,0.467296528389299,0.8,NA,NA
"6410",NA,6410,"1",0,"0.8",0.59375,NA,0.594111071,0.5944254171,0.593737262,0.6167543224,0.5944566583,1.985832419,251.446,131.255,167.119,NA,NA,NA,NA,NA,NA,NA,0.524568477057657,0.8,NA,NA
"6411",NA,6411,"5",0,"0.8",0.59375,NA,0.5942584511,0.5947578574,0.5957237814,0.6618832054,0.6739150146,1.949502917,246.886,141.343,171.591,NA,NA,NA,NA,NA,NA,NA,0.575603650650572,0.8,NA,NA
"6412",NA,6412,"10",0,"0.8",0.59375,NA,0.5935485743,0.5942134593,0.5941116093,0.6889405637,0.7183286179,1.925781345,243.486,146.631,173.119,NA,NA,NA,NA,NA,NA,NA,0.605574416304557,0.8,NA,NA
"6413",NA,6413,"15",0,"0.8",0.59375,NA,0.5936640179,0.5936233018,0.5944501553,0.7163759895,0.7669895019,1.910584159,241.954,153.009,176.176,NA,NA,NA,NA,NA,NA,NA,0.636037508839767,0.8,NA,NA
"6414",NA,6414,"20",0,"0.8",0.59375,NA,0.5943078973,0.5932275027,0.5928955963,0.7265686304,0.7856744811,1.901279537,240.487,154.977,176.775,NA,NA,NA,NA,NA,NA,NA,0.648441414772346,0.8,NA,NA
"6415",NA,6415,"25",0,"0.8",0.59375,NA,0.5952729037,0.5948678653,0.5943419311,0.7488581017,0.8203361642,1.883506904,239.321,160.159,179.208,NA,NA,NA,NA,NA,NA,NA,0.673515978488422,0.8,NA,NA
"6416",NA,6416,"30",0,"0.8",0.59375,NA,0.5939396269,0.5940860209,0.5952462097,0.7590795116,0.8390619333,1.876098982,237.513,162.152,179.804,NA,NA,NA,NA,NA,NA,NA,0.686128823918177,0.8,NA,NA
"6417",NA,6417,"0",0,"0.9",0.59375,NA,0.5929540114,0.5923829153,0.591799009,0.5337999738,0.4987932475,2.057034775,260.147,113.633,165.483,NA,NA,NA,NA,NA,NA,NA,0.440275299203171,0.9,NA,NA
"6418",NA,6418,"1",0,"0.9",0.59375,NA,0.593860312,0.5950043011,0.5933089358,0.6093460735,0.5939182483,1.997639666,253.479,129.95,172.234,NA,NA,NA,NA,NA,NA,NA,0.516411840100209,0.9,NA,NA
"6419",NA,6419,"5",0,"0.9",0.59375,NA,0.5926455988,0.5933223463,0.5924718542,0.6678487764,0.6688918859,1.94973663,246.503,142.51,177.102,NA,NA,NA,NA,NA,NA,NA,0.582554334862183,0.9,NA,NA
