"","X","simu","n_obs","mutation_rate","c","initial_trait_frequency","replicate","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1","nb_meetings_1_pref_1","nb_meetings_1_pref_0","nb_females_pref1","nb_females_pref0","nb_repro_last","nb_females_meeting1_and_pref1","nb_females_meeting1_and_pref0","nb_matings1_over_nb_meetings1","c_num","conditional_proba_fx","conditional_proba_bis"
"1",NA,1,"0",0,"0.5",0,NA,0,0,0,0,0.5022873517,2.004059014,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"2",NA,2,"1",0,"0.5",0,NA,0,0,0,0,0,2.003501584,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"3",NA,3,"5",0,"0.5",0,NA,0,0,0,0,0,2.002483464,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"4",NA,4,"10",0,"0.5",0,NA,0,0,0,0,0,2.000240357,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"5",NA,5,"15",0,"0.5",0,NA,0,0,0,0,0,2.001544618,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"6",NA,6,"20",0,"0.5",0,NA,0,0,0,0,0,2.002329121,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"7",NA,7,"25",0,"0.5",0,NA,0,0,0,0,0,2.001492453,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"8",NA,8,"30",0,"0.5",0,NA,0,0,0,0,0,2.003107971,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"9",NA,9,"0",0,"0.6",0,NA,0,0,0,0,0.499261172,2.081917904,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"10",NA,10,"1",0,"0.6",0,NA,0,0,0,0,0,1.665818823,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"11",NA,11,"5",0,"0.6",0,NA,0,0,0,0,0,1.665497163,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"12",NA,12,"10",0,"0.6",0,NA,0,0,0,0,0,1.670420568,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"13",NA,13,"15",0,"0.6",0,NA,0,0,0,0,0,1.667246671,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"14",NA,14,"20",0,"0.6",0,NA,0,0,0,0,0,1.667193411,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"15",NA,15,"25",0,"0.6",0,NA,0,0,0,0,0,1.662451591,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"16",NA,16,"30",0,"0.6",0,NA,0,0,0,0,0,1.666979486,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"17",NA,17,"0",0,"0.7",0,NA,0,0,0,0,0.5000349118,2.379473875,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"18",NA,18,"1",0,"0.7",0,NA,0,0,0,0,0,1.432688154,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"19",NA,19,"5",0,"0.7",0,NA,0,0,0,0,0,1.429839812,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"20",NA,20,"10",0,"0.7",0,NA,0,0,0,0,0,1.428178136,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"21",NA,21,"15",0,"0.7",0,NA,0,0,0,0,0,1.429487833,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"22",NA,22,"20",0,"0.7",0,NA,0,0,0,0,0,1.43149061,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"23",NA,23,"25",0,"0.7",0,NA,0,0,0,0,0,1.428850637,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"24",NA,24,"30",0,"0.7",0,NA,0,0,0,0,0,1.429016255,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"25",NA,25,"0",0,"0.8",0,NA,0,0,0,0,0.4999305709,3.124395062,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"26",NA,26,"1",0,"0.8",0,NA,0,0,0,0,0,1.250604517,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"27",NA,27,"5",0,"0.8",0,NA,0,0,0,0,0,1.251041563,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"28",NA,28,"10",0,"0.8",0,NA,0,0,0,0,0,1.247276244,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"29",NA,29,"15",0,"0.8",0,NA,0,0,0,0,0,1.248346028,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"30",NA,30,"20",0,"0.8",0,NA,0,0,0,0,0,1.250161691,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"31",NA,31,"25",0,"0.8",0,NA,0,0,0,0,0,1.249810454,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"32",NA,32,"30",0,"0.8",0,NA,0,0,0,0,0,1.248503359,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"33",NA,33,"0",0,"0.9",0,NA,0,0,0,0,0.500124594,5.544623713,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"34",NA,34,"1",0,"0.9",0,NA,0,0,0,0,0,1.111820126,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"35",NA,35,"5",0,"0.9",0,NA,0,0,0,0,0,1.110969258,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"36",NA,36,"10",0,"0.9",0,NA,0,0,0,0,0,1.111291152,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"37",NA,37,"15",0,"0.9",0,NA,0,0,0,0,0,1.110782253,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"38",NA,38,"20",0,"0.9",0,NA,0,0,0,0,0,1.111120394,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"39",NA,39,"25",0,"0.9",0,NA,0,0,0,0,0,1.110885319,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"40",NA,40,"30",0,"0.9",0,NA,0,0,0,0,0,1.110922927,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"41",NA,41,"0",0,"1",0,NA,0,0,0,0,0.5004086285,2.40958972,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"42",NA,42,"1",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"43",NA,43,"5",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"44",NA,44,"10",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"45",NA,45,"15",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"46",NA,46,"20",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"47",NA,47,"25",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"48",NA,48,"30",0,"1",0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"49",NA,49,"0",0,"0.5",0.00446428571428571,NA,0.004431582111,0.004390151293,0.004233667078,0.004466353641,0.4996188803,2.001226614,1.943,0.953,1.917,NA,NA,NA,NA,NA,NA,NA,0.489038671023965,0.5,NA,NA
"50",NA,50,"1",0,"0.5",0.00446428571428571,NA,0.004311347067,0.004383044447,0.004312037466,0.004259659712,0.004256909488,1.998581542,1.821,0.911,1.806,NA,NA,NA,NA,NA,NA,NA,0.515752765752766,0.5,NA,NA
"51",NA,51,"5",0,"0.5",0.00446428571428571,NA,0.004415666107,0.004392260247,0.004231761408,0.00443557226,4.166667e-06,2.000404321,1.86,0.944,1.841,NA,NA,NA,NA,NA,NA,NA,0.506936044251315,0.5,NA,NA
"52",NA,52,"10",0,"0.5",0.00446428571428571,NA,0.004239304532,0.004338472596,0.004272309341,0.004154788255,0,1.997657304,1.782,0.888,1.766,NA,NA,NA,NA,NA,NA,NA,0.502468212415856,0.5,NA,NA
"53",NA,53,"15",0,"0.5",0.00446428571428571,NA,0.004372044398,0.004388508433,0.004095464539,0.004603683851,0,2.000997085,2.002,0.98,1.98,NA,NA,NA,NA,NA,NA,NA,0.491350218981798,0.5,NA,NA
"54",NA,54,"20",0,"0.5",0.00446428571428571,NA,0.004451913589,0.004403325859,0.004140024805,0.00471009002,0,1.998183178,1.968,1.009,1.956,NA,NA,NA,NA,NA,NA,NA,0.520972114702018,0.5,NA,NA
"55",NA,55,"25",0,"0.5",0.00446428571428571,NA,0.004507306679,0.004481765677,0.004544666891,0.004309398775,0,1.995988803,1.902,0.919,1.888,NA,NA,NA,NA,NA,NA,NA,0.495048116054772,0.5,NA,NA
"56",NA,56,"30",0,"0.5",0.00446428571428571,NA,0.004534355897,0.004492678482,0.004405876259,0.004561349425,0,2.00201767,1.892,0.97,1.876,NA,NA,NA,NA,NA,NA,NA,0.512738670347366,0.5,NA,NA
"57",NA,57,"0",0,"0.6",0.00446428571428571,NA,0.004662177351,0.004801823321,0.004739421418,0.005249836402,0.5005973153,2.077828774,2.072,1.117,2.053,NA,NA,NA,NA,NA,NA,NA,0.555068799026145,0.6,NA,NA
"58",NA,58,"1",0,"0.6",0.00446428571428571,NA,0.004461013818,0.00432770972,0.004237179532,0.002933921559,0.004161465627,1.673404708,1.572,0.624,1.558,NA,NA,NA,NA,NA,NA,NA,0.397745066495066,0.6,NA,NA
"59",NA,59,"5",0,"0.6",0.00446428571428571,NA,0.004528557256,0.004435665517,0.004204600164,0.003014158854,4.56621e-06,1.668366115,1.7,0.643,1.684,NA,NA,NA,NA,NA,NA,NA,0.379712517691751,0.6,NA,NA
"60",NA,60,"10",0,"0.6",0.00446428571428571,NA,0.004416420526,0.004361606252,0.004281455986,0.003019448451,0,1.667243915,1.583,0.645,1.574,NA,NA,NA,NA,NA,NA,NA,0.40161827332559,0.6,NA,NA
"61",NA,61,"15",0,"0.6",0.00446428571428571,NA,0.00439429045,0.004455102814,0.004269838079,0.002941214771,0,1.668905337,1.621,0.628,1.607,NA,NA,NA,NA,NA,NA,NA,0.383100479970332,0.6,NA,NA
"62",NA,62,"20",0,"0.6",0.00446428571428571,NA,0.004440157188,0.00446346961,0.004495444993,0.0028970167,0,1.666415057,1.539,0.616,1.522,NA,NA,NA,NA,NA,NA,NA,0.403910629158154,0.6,NA,NA
"63",NA,63,"25",0,"0.6",0.00446428571428571,NA,0.004445703378,0.004326933758,0.004501526834,0.002865219639,0,1.665803941,1.532,0.612,1.512,NA,NA,NA,NA,NA,NA,NA,0.421011732229124,0.6,NA,NA
"64",NA,64,"30",0,"0.6",0.00446428571428571,NA,0.004326226914,0.004335227854,0.004105148921,0.002857139839,0,1.672412966,1.496,0.611,1.486,NA,NA,NA,NA,NA,NA,NA,0.394752561768269,0.6,NA,NA
"65",NA,65,"0",0,"0.7",0.00446428571428571,NA,0.004378390268,0.004394065336,0.004319082105,0.006121292894,0.5008551836,2.373133756,2.217,1.306,2.195,NA,NA,NA,NA,NA,NA,NA,0.587275793586213,0.7,NA,NA
"66",NA,66,"1",0,"0.7",0.00446428571428571,NA,0.004496624089,0.004502853659,0.004634887975,0.001995719322,0.004773998016,1.442884738,1.326,0.426,1.316,NA,NA,NA,NA,NA,NA,NA,0.319035674470457,0.7,NA,NA
"67",NA,67,"5",0,"0.7",0.00446428571428571,NA,0.004481400426,0.004288218265,0.004391365767,0.001745544509,0,1.433426718,1.36,0.373,1.353,NA,NA,NA,NA,NA,NA,NA,0.276379975173652,0.7,NA,NA
"68",NA,68,"10",0,"0.7",0.00446428571428571,NA,0.004600487434,0.004555359009,0.004408666259,0.002044798314,0,1.429331437,1.437,0.434,1.425,NA,NA,NA,NA,NA,NA,NA,0.303102337846747,0.7,NA,NA
"69",NA,69,"15",0,"0.7",0.00446428571428571,NA,0.004563427015,0.004683171398,0.004859644857,0.002117014193,0,1.42957608,1.418,0.452,1.41,NA,NA,NA,NA,NA,NA,NA,0.315203008881639,0.7,NA,NA
"70",NA,70,"20",0,"0.7",0.00446428571428571,NA,0.004575673843,0.004555374399,0.004850774603,0.001956700806,0,1.432583155,1.403,0.418,1.392,NA,NA,NA,NA,NA,NA,NA,0.291341180667023,0.7,NA,NA
"71",NA,71,"25",0,"0.7",0.00446428571428571,NA,0.004518126628,0.004643478949,0.004909488461,0.002057240834,0,1.432155779,1.385,0.438,1.376,NA,NA,NA,NA,NA,NA,NA,0.315455437325485,0.7,NA,NA
"72",NA,72,"30",0,"0.7",0.00446428571428571,NA,0.004460806361,0.00456972283,0.004163350925,0.00200518746,0,1.430487071,1.395,0.428,1.382,NA,NA,NA,NA,NA,NA,NA,0.313223074464685,0.7,NA,NA
"73",NA,73,"0",0,"0.8",0.00446428571428571,NA,0.004391124303,0.004408182638,0.004437852418,0.009147540606,0.5006603715,3.09349367,2.887,1.946,2.866,NA,NA,NA,NA,NA,NA,NA,0.663055521429308,0.8,NA,NA
"74",NA,74,"1",0,"0.8",0.00446428571428571,NA,0.004560838726,0.00457898934,0.004589063716,0.001258493478,0.004763725588,1.271684076,1.245,0.269,1.24,NA,NA,NA,NA,NA,NA,NA,0.207213039485767,0.8,NA,NA
"75",NA,75,"5",0,"0.8",0.00446428571428571,NA,0.004535338297,0.004532993417,0.004765949106,0.000978200699,4.219409e-06,1.253078644,1.188,0.21,1.182,NA,NA,NA,NA,NA,NA,NA,0.167452574525745,0.8,NA,NA
"76",NA,76,"10",0,"0.8",0.00446428571428571,NA,0.004332101277,0.004299476448,0.004420114926,0.000944455442,0,1.253815594,1.202,0.202,1.184,NA,NA,NA,NA,NA,NA,NA,0.169741415084552,0.8,NA,NA
"77",NA,77,"15",0,"0.8",0.00446428571428571,NA,0.004526174752,0.004452228495,0.00434712101,0.001051735644,0,1.253136305,1.19,0.223,1.178,NA,NA,NA,NA,NA,NA,NA,0.181449545560475,0.8,NA,NA
"78",NA,78,"20",0,"0.8",0.00446428571428571,NA,0.004463547522,0.004432919033,0.004297438776,0.001090942122,0,1.253809053,1.173,0.234,1.161,NA,NA,NA,NA,NA,NA,NA,0.203063845401174,0.8,NA,NA
"79",NA,79,"25",0,"0.8",0.00446428571428571,NA,0.004433666129,0.004502185858,0.004378969706,0.001101584932,0,1.255522598,1.187,0.235,1.175,NA,NA,NA,NA,NA,NA,NA,0.199734569368513,0.8,NA,NA
"80",NA,80,"30",0,"0.8",0.00446428571428571,NA,0.004288174453,0.004207957937,0.004310232738,0.001140880169,0,1.256902837,1.177,0.244,1.164,NA,NA,NA,NA,NA,NA,NA,0.217493112947658,0.8,NA,NA
"81",NA,81,"0",0,"0.9",0.00446428571428571,NA,0.004471030327,0.004451865277,0.004379131693,0.019497043771,0.5005716703,5.388324922,5.097,4.151,5.057,NA,NA,NA,NA,NA,NA,NA,0.812925365085146,0.9,NA,NA
"82",NA,82,"1",0,"0.9",0.00446428571428571,NA,0.004461833314,0.004308730884,0.004240682495,0.000659581285,0.004086075948,1.14975711,1.092,0.141,1.083,NA,NA,NA,NA,NA,NA,NA,0.118732551647125,0.9,NA,NA
"83",NA,83,"5",0,"0.9",0.00446428571428571,NA,0.00460937854,0.004527748916,0.0045019164,0.000470316405,8.463052e-06,1.117089311,1.081,0.101,1.074,NA,NA,NA,NA,NA,NA,NA,0.0882055378061768,0.9,NA,NA
"84",NA,84,"10",0,"0.9",0.00446428571428571,NA,0.004389595106,0.004370736831,0.004461322131,0.000456725237,0,1.116170343,1.04,0.097,1.024,NA,NA,NA,NA,NA,NA,NA,0.0886370827400728,0.9,NA,NA
"85",NA,85,"15",0,"0.9",0.00446428571428571,NA,0.004599122443,0.004550301554,0.004688314933,0.000549784394,0,1.116160836,1.146,0.119,1.135,NA,NA,NA,NA,NA,NA,NA,0.101235510651629,0.9,NA,NA
"86",NA,86,"20",0,"0.9",0.00446428571428571,NA,0.004402206802,0.004236620817,0.004326175372,0.00052236454,0,1.115746063,1.08,0.112,1.071,NA,NA,NA,NA,NA,NA,NA,0.104575707154742,0.9,NA,NA
"87",NA,87,"25",0,"0.9",0.00446428571428571,NA,0.004652852009,0.004582601688,0.00449320172,0.00058396338,0,1.116031167,1.144,0.125,1.131,NA,NA,NA,NA,NA,NA,NA,0.103923117430226,0.9,NA,NA
"88",NA,88,"30",0,"0.9",0.00446428571428571,NA,0.004405529146,0.004330581387,0.004375034214,0.000462036085,0,1.115688973,1.041,0.098,1.037,NA,NA,NA,NA,NA,NA,NA,0.0899159663865546,0.9,NA,NA
"89",NA,89,"0",0,"1",0.00446428571428571,NA,0.004542377714,0.00422014379,0.004285339361,0.2981005779,0.4997250445,49.63441195,62.57,62.099,62.566,NA,NA,NA,NA,NA,NA,NA,0.992583746152236,1,NA,NA
"90",NA,90,"1",0,"1",0.00446428571428571,NA,0.004535322721,0.004562374704,0.004371038022,0.002893113967,0.004380929093,1.481773746,1.583,0.613,1.574,NA,NA,NA,NA,NA,NA,NA,0.240655175928049,1,NA,NA
"91",NA,91,"5",0,"1",0.00446428571428571,NA,0.004624212272,0.00457316384,0.00459456299,9.654756e-06,8.552632e-06,1.008160627,1.023,0.002,1.014,NA,NA,NA,NA,NA,NA,NA,0.00102040816326531,1,NA,NA
"92",NA,92,"10",0,"1",0.00446428571428571,NA,0.004490678932,0.00445809501,0.004511485631,0,0,1.004550633,0.969,0,0.964,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"93",NA,93,"15",0,"1",0.00446428571428571,NA,0.004401810746,0.004418961813,0.00461895425,0,0,1.004498586,0.962,0,0.955,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"94",NA,94,"20",0,"1",0.00446428571428571,NA,0.004520030229,0.004605115018,0.004670572091,0,0,1.004544732,0.966,0,0.956,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"95",NA,95,"25",0,"1",0.00446428571428571,NA,0.004480427093,0.00455907433,0.004949911261,0,0,1.004367035,0.932,0,0.92,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"96",NA,96,"30",0,"1",0.00446428571428571,NA,0.004434659876,0.004540578353,0.004357188062,0,0,1.004527621,0.967,0,0.962,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"97",NA,97,"0",0,"0.5",0.00892857142857143,NA,0.008982901862,0.008929730824,0.009209811167,0.008682059476,0.5003736124,1.996668556,3.707,1.853,3.666,NA,NA,NA,NA,NA,NA,NA,0.503256689916478,0.5,NA,NA
"98",NA,98,"1",0,"0.5",0.00892857142857143,NA,0.00878266569,0.008911280029,0.00840666745,0.008593854713,0.008370492305,2.002587252,3.692,1.833,3.639,NA,NA,NA,NA,NA,NA,NA,0.498784707924493,0.5,NA,NA
"99",NA,99,"5",0,"0.5",0.00892857142857143,NA,0.008958348313,0.009047266589,0.00890617344,0.0089186239,2.9343535e-05,1.999089386,3.804,1.903,3.743,NA,NA,NA,NA,NA,NA,NA,0.49647881254667,0.5,NA,NA
"100",NA,100,"10",0,"0.5",0.00892857142857143,NA,0.009070923083,0.008801936837,0.008690614956,0.009243681581,0,1.99978282,3.895,1.965,3.829,NA,NA,NA,NA,NA,NA,NA,0.513253496134574,0.5,NA,NA
"101",NA,101,"15",0,"0.5",0.00892857142857143,NA,0.009040645348,0.009196687064,0.00875700312,0.009135361965,0,2.002512067,3.966,1.953,3.917,NA,NA,NA,NA,NA,NA,NA,0.485998866523156,0.5,NA,NA
"102",NA,102,"20",0,"0.5",0.00892857142857143,NA,0.008995076623,0.00882238779,0.008891312964,0.009176473689,0,2.00102967,3.816,1.957,3.762,NA,NA,NA,NA,NA,NA,NA,0.510965030389121,0.5,NA,NA
"103",NA,103,"25",0,"0.5",0.00892857142857143,NA,0.008745709763,0.008859550798,0.008595379701,0.009083598443,0,2.006777637,3.819,1.934,3.768,NA,NA,NA,NA,NA,NA,NA,0.509297125478013,0.5,NA,NA
"104",NA,104,"30",0,"0.5",0.00892857142857143,NA,0.008615138801,0.00850345133,0.008605782264,0.008129985379,0,1.996291215,3.543,1.736,3.489,NA,NA,NA,NA,NA,NA,NA,0.487685353861824,0.5,NA,NA
"105",NA,105,"0",0,"0.6",0.00892857142857143,NA,0.008829385317,0.008993093785,0.009123258929,0.009877722307,0.4986140657,2.07716999,4.005,2.108,3.957,NA,NA,NA,NA,NA,NA,NA,0.518762543045697,0.6,NA,NA
"106",NA,106,"1",0,"0.6",0.00892857142857143,NA,0.00888096805,0.009144369309,0.00878683603,0.006190593716,0.008953221149,1.678901951,3.241,1.316,3.19,NA,NA,NA,NA,NA,NA,NA,0.404089350920337,0.6,NA,NA
"107",NA,107,"5",0,"0.6",0.00892857142857143,NA,0.008683771693,0.0087656954,0.008853872078,0.005669769293,2.9252253e-05,1.670623301,3.105,1.204,3.069,NA,NA,NA,NA,NA,NA,NA,0.392470869730085,0.6,NA,NA
"108",NA,108,"10",0,"0.6",0.00892857142857143,NA,0.009049364975,0.009104208654,0.008820495567,0.006183630029,0,1.67819127,3.296,1.32,3.236,NA,NA,NA,NA,NA,NA,NA,0.4034415026131,0.6,NA,NA
"109",NA,109,"15",0,"0.6",0.00892857142857143,NA,0.008806590274,0.008812826351,0.0089602513,0.005998744361,0,1.671018466,3.165,1.279,3.118,NA,NA,NA,NA,NA,NA,NA,0.409070826317289,0.6,NA,NA
"110",NA,110,"20",0,"0.6",0.00892857142857143,NA,0.008996941457,0.00910681006,0.009086624747,0.005940159925,0,1.671702827,3.249,1.27,3.186,NA,NA,NA,NA,NA,NA,NA,0.397233684744702,0.6,NA,NA
"111",NA,111,"25",0,"0.6",0.00892857142857143,NA,0.00889111861,0.009035409826,0.0095760201,0.005635544657,0,1.673072629,3.059,1.202,3.034,NA,NA,NA,NA,NA,NA,NA,0.392361883399619,0.6,NA,NA
"112",NA,112,"30",0,"0.6",0.00892857142857143,NA,0.009176204456,0.009143705405,0.009133244242,0.005951558754,0,1.67177852,3.226,1.266,3.174,NA,NA,NA,NA,NA,NA,NA,0.390945471390436,0.6,NA,NA
"113",NA,113,"0",0,"0.7",0.00892857142857143,NA,0.008951633946,0.008849172309,0.008938187251,0.012029819172,0.4993619304,2.367375262,4.441,2.562,4.387,NA,NA,NA,NA,NA,NA,NA,0.569287140335535,0.7,NA,NA
"114",NA,114,"1",0,"0.7",0.00892857142857143,NA,0.008846809285,0.008665626643,0.009111166104,0.003703992633,0.009154656486,1.451925536,2.655,0.788,2.621,NA,NA,NA,NA,NA,NA,NA,0.300940510784833,0.7,NA,NA
"115",NA,115,"5",0,"0.7",0.00892857142857143,NA,0.008787097618,0.008759519215,0.008957995964,0.003822659979,2.0533406e-05,1.434566489,2.68,0.814,2.648,NA,NA,NA,NA,NA,NA,NA,0.307206869618007,0.7,NA,NA
"116",NA,116,"10",0,"0.7",0.00892857142857143,NA,0.009104679024,0.008956341214,0.009173410528,0.003770977806,0,1.434056389,2.82,0.806,2.778,NA,NA,NA,NA,NA,NA,NA,0.294593736366992,0.7,NA,NA
"117",NA,117,"15",0,"0.7",0.00892857142857143,NA,0.00896309944,0.008970798243,0.008640950335,0.003703125064,0,1.437511011,2.721,0.79,2.676,NA,NA,NA,NA,NA,NA,NA,0.285193131041188,0.7,NA,NA
"118",NA,118,"20",0,"0.7",0.00892857142857143,NA,0.009075025669,0.009202902966,0.008660677783,0.003738698975,0,1.435065142,2.811,0.797,2.766,NA,NA,NA,NA,NA,NA,NA,0.277854709889594,0.7,NA,NA
"119",NA,119,"25",0,"0.7",0.00892857142857143,NA,0.008980428706,0.00895135235,0.008906929584,0.0039421912,0,1.438194767,2.764,0.844,2.723,NA,NA,NA,NA,NA,NA,NA,0.302942822150505,0.7,NA,NA
"120",NA,120,"30",0,"0.7",0.00892857142857143,NA,0.008715125443,0.008820035372,0.008738683834,0.003947379279,0,1.436560907,2.723,0.843,2.683,NA,NA,NA,NA,NA,NA,NA,0.316537369292109,0.7,NA,NA
"121",NA,121,"0",0,"0.8",0.00892857142857143,NA,0.009196768948,0.009160434045,0.009417422645,0.018856788126,0.500546938,3.070607568,5.978,4.039,5.887,NA,NA,NA,NA,NA,NA,NA,0.670951606751153,0.8,NA,NA
"122",NA,122,"1",0,"0.8",0.00892857142857143,NA,0.008727218061,0.0086358876,0.008413606339,0.002519108849,0.008426717502,1.288921741,2.442,0.537,2.408,NA,NA,NA,NA,NA,NA,NA,0.218245500341309,0.8,NA,NA
"123",NA,123,"5",0,"0.8",0.00892857142857143,NA,0.009096128696,0.00910290962,0.009456174245,0.002338678307,1.6749623e-05,1.258503838,2.402,0.5,2.368,NA,NA,NA,NA,NA,NA,NA,0.208437959506843,0.8,NA,NA
"124",NA,124,"10",0,"0.8",0.00892857142857143,NA,0.009048334378,0.009056382727,0.009023375608,0.00234081143,0,1.258016153,2.471,0.501,2.451,NA,NA,NA,NA,NA,NA,NA,0.212182135306403,0.8,NA,NA
"125",NA,125,"15",0,"0.8",0.00892857142857143,NA,0.009002806951,0.008975173253,0.00911983998,0.002412366608,0,1.257265642,2.501,0.514,2.477,NA,NA,NA,NA,NA,NA,NA,0.20553453280726,0.8,NA,NA
"126",NA,126,"20",0,"0.8",0.00892857142857143,NA,0.008730939789,0.008559531729,0.008059862458,0.002162383811,0,1.259389502,2.417,0.462,2.394,NA,NA,NA,NA,NA,NA,NA,0.186918863177856,0.8,NA,NA
"127",NA,127,"25",0,"0.8",0.00892857142857143,NA,0.008887391406,0.008683374303,0.008518890519,0.002207790154,0,1.257447019,2.402,0.468,2.361,NA,NA,NA,NA,NA,NA,NA,0.195709012545137,0.8,NA,NA
"128",NA,128,"30",0,"0.8",0.00892857142857143,NA,0.008983050076,0.008960876027,0.008535986588,0.002298392642,0,1.261625364,2.484,0.489,2.441,NA,NA,NA,NA,NA,NA,NA,0.201020340836255,0.8,NA,NA
"129",NA,129,"0",0,"0.9",0.00892857142857143,NA,0.008833180208,0.008728914643,0.008775078059,0.036226127848,0.4998693894,5.246945667,9.527,7.707,9.41,NA,NA,NA,NA,NA,NA,NA,0.806977120651964,0.9,NA,NA
"130",NA,130,"1",0,"0.9",0.00892857142857143,NA,0.008957815238,0.008977328934,0.008715299656,0.00170915708,0.009049322475,1.195506757,2.328,0.366,2.293,NA,NA,NA,NA,NA,NA,NA,0.138053389316927,0.9,NA,NA
"131",NA,131,"5",0,"0.9",0.00892857142857143,NA,0.008795020063,0.008901201979,0.008749959166,0.001015251156,3.4008611e-05,1.118105135,2.062,0.217,2.04,NA,NA,NA,NA,NA,NA,NA,0.11000838974715,0.9,NA,NA
"132",NA,132,"10",0,"0.9",0.00892857142857143,NA,0.009132262131,0.009189305422,0.008914349951,0.001115494777,0,1.11974617,2.268,0.237,2.237,NA,NA,NA,NA,NA,NA,NA,0.0978801903274971,0.9,NA,NA
