;simu;n_obs;mutation_rate;c;initial_trait_frequency;initial_pref_frequency;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration;tradition_for_trait
131;2;7;0.2;0.5;0.1;0.1;31;20;0.4474886;203;218.55;7;18;0
132;2;7;0.2;0.5;0.1;0.1;32;22;0.4736842;234;226.8636;7;20;0
133;2;7;0.2;0.5;0.1;0.1;33;23;0.4889868;259;225.5652;7;21;0
134;2;7;0.2;0.5;0.1;0.1;34;19;0.4579439;235;224.4211;7;17;0
135;2;7;0.2;0.5;0.1;0.1;35;17;0.3681592;211;219.7059;7;15;0
136;2;7;0.2;0.5;0.1;0.1;36;24;0.4371859;223;221.2917;7;22;0
137;2;7;0.2;0.5;0.1;0.1;37;22;0.4460094;226;224.7273;7;20;0
138;2;7;0.2;0.5;0.1;0.1;38;40;0.3838863;242;222.925;7;38;0
139;2;7;0.2;0.5;0.1;0.1;39;22;0.4886878;231;225.1364;7;20;0
140;2;7;0.2;0.5;0.1;0.1;40;24;0.4533898;225;220.75;7;22;0
141;2;7;0.2;0.5;0.1;0.1;41;30;0.4479638;212;221.2;7;28;0
142;2;7;0.2;0.5;0.1;0.1;42;28;0.4930876;223;224.0714;7;26;0
143;2;7;0.2;0.5;0.1;0.1;43;24;0.440367;220;224.2917;7;22;0
144;2;7;0.2;0.5;0.1;0.1;44;23;0.4303797;209;223.3913;7;21;0
145;2;7;0.2;0.5;0.1;0.1;45;21;0.4024896;228;227.381;7;19;0
146;2;7;0.2;0.5;0.1;0.1;46;24;0.4832536;229;223;7;22;0
147;2;7;0.2;0.5;0.1;0.1;47;30;0.4866071;223;220.5667;7;28;0
148;2;7;0.2;0.5;0.1;0.1;48;30;0.4581673;212;224.0333;7;28;0
149;2;7;0.2;0.5;0.1;0.1;49;29;0.4782609;217;226.2414;7;27;0
150;2;7;0.2;0.5;0.1;0.1;50;23;0.4528302;214;223.7826;7;21;0
151;2;7;0.2;0.5;0.1;0.1;51;15;0.4166667;234;224.1333;7;13;0
152;2;7;0.2;0.5;0.1;0.1;52;18;0.4754902;225;222.8333;7;16;0
153;2;7;0.2;0.5;0.1;0.1;53;16;0.3607306;219;223.625;7;14;0
154;2;7;0.2;0.5;0.1;0.1;54;33;0.4910714;224;227.8485;7;31;0
155;2;7;0.2;0.5;0.1;0.1;55;13;0.3411215;239;223.3077;7;11;0
156;2;7;0.2;0.5;0.1;0.1;56;25;0.4110169;220;218.8;7;23;0
157;2;7;0.2;0.5;0.1;0.1;57;22;0.4625;211;224.0909;7;20;0
158;2;7;0.2;0.5;0.1;0.1;58;20;0.4792627;213;223.5;7;18;0
159;2;7;0.2;0.5;0.1;0.1;59;19;0.4907407;207;222.4211;7;17;0
160;2;7;0.2;0.5;0.1;0.1;60;26;0.4761905;258;223.5385;7;24;0
161;2;7;0.2;0.5;0.1;0.1;61;34;0.4009434;241;224.2647;7;32;0
162;2;7;0.2;0.5;0.1;0.1;62;23;0.4591837;226;217.6522;7;21;0
163;2;7;0.2;0.5;0.1;0.1;63;18;0.4090909;205;222.2222;7;16;0
164;2;7;0.2;0.5;0.1;0.1;64;28;0.4223301;234;222.1071;7;26;0
165;2;7;0.2;0.5;0.1;0.1;65;17;0.4355556;210;222.9412;7;15;0
166;2;7;0.2;0.5;0.1;0.1;66;21;0.3788546;227;223.0952;7;19;0
167;2;7;0.2;0.5;0.1;0.1;67;23;0.4910714;222;221.4783;7;21;0
168;2;7;0.2;0.5;0.1;0.1;68;24;0.4361233;228;221.2917;7;22;0
169;2;7;0.2;0.5;0.1;0.1;69;23;0.438247;214;223.087;7;21;0
170;2;7;0.2;0.5;0.1;0.1;70;26;0.484252;209;227.4615;7;24;0
171;2;7;0.2;0.5;0.1;0.1;71;22;0.4757282;233;223.3182;7;20;0
172;2;7;0.2;0.5;0.1;0.1;72;27;0.4868421;227;223.2222;7;25;0
173;2;7;0.2;0.5;0.1;0.1;73;16;0.3422222;204;221.1875;7;14;0
174;2;7;0.2;0.5;0.1;0.1;74;26;0.3621399;216;222.6538;7;24;0
175;2;7;0.2;0.5;0.1;0.1;75;22;0.4090909;231;224.0455;7;20;0
176;2;7;0.2;0.5;0.1;0.1;76;21;0.4773663;248;224.0476;7;19;0
177;2;7;0.2;0.5;0.1;0.1;77;25;0.47;227;221.04;7;23;0
178;2;7;0.2;0.5;0.1;0.1;78;22;0.4318182;211;221.3182;7;20;0
179;2;7;0.2;0.5;0.1;0.1;79;36;0.4329004;248;223;7;34;0
180;2;7;0.2;0.5;0.1;0.1;80;27;0.3931624;202;221.4444;7;25;0
181;2;7;0.2;0.5;0.1;0.1;81;19;0.4045455;244;223.7895;7;17;0
182;2;7;0.2;0.5;0.1;0.1;82;33;0.4772727;247;224.2121;7;31;0
183;2;7;0.2;0.5;0.1;0.1;83;31;0.4232365;229;220.0968;7;29;0
184;2;7;0.2;0.5;0.1;0.1;84;18;0.4122449;217;220.0556;7;16;0
185;2;7;0.2;0.5;0.1;0.1;85;22;0.4583333;238;224.4091;7;20;0
186;2;7;0.2;0.5;0.1;0.1;86;25;0.4608696;223;221.44;7;23;0
187;2;7;0.2;0.5;0.1;0.1;87;21;0.4757709;248;224.2857;7;19;0
188;2;7;0.2;0.5;0.1;0.1;88;44;0.3733333;234;223.5909;7;42;0
189;2;7;0.2;0.5;0.1;0.1;89;23;0.4351852;220;222.4783;7;21;0
190;2;7;0.2;0.5;0.1;0.1;90;18;0.4232558;228;221.2778;7;16;0
191;2;7;0.2;0.5;0.1;0.1;91;17;0.4878049;215;225.6471;7;15;0
192;2;7;0.2;0.5;0.1;0.1;92;18;0.4255319;226;223.0556;7;16;0
193;2;7;0.2;0.5;0.1;0.1;93;28;0.4979079;249;223.7857;7;26;0
194;2;7;0.2;0.5;0.1;0.1;94;34;0.3831776;220;224.8235;7;32;0
195;2;7;0.2;0.5;0.1;0.1;95;24;0.4953704;214;223.9167;7;22;0
196;2;7;0.2;0.5;0.1;0.1;96;26;0.4449339;226;222.7692;7;24;0
197;2;7;0.2;0.5;0.1;0.1;97;30;0.4056225;226;222.8;7;28;0
198;2;7;0.2;0.5;0.1;0.1;98;24;0.4444444;232;222.5417;7;22;0
199;2;7;0.2;0.5;0.1;0.1;99;15;0.4930876;215;221.4667;7;13;0
200;2;7;0.2;0.5;0.1;0.1;100;25;0.4918699;216;221.96;7;23;0
201;3;7;0.05;0.5;0.1;0.1;1;56;0.46;218;220.6786;7;54;0
202;3;7;0.05;0.5;0.1;0.1;2;80;0.387234;204;224.8875;7;78;0
203;3;7;0.05;0.5;0.1;0.1;3;40;0.4545455;220;223.675;7;38;0
204;3;7;0.05;0.5;0.1;0.1;4;59;0.3014354;231;222.1525;7;57;0
205;3;7;0.05;0.5;0.1;0.1;5;60;0.3767442;217;222.0333;7;58;0
206;3;7;0.05;0.5;0.1;0.1;6;101;0.3957447;213;223.901;7;99;0
207;3;7;0.05;0.5;0.1;0.1;7;74;0.4642857;222;223.5541;7;72;0
208;3;7;0.05;0.5;0.1;0.1;8;49;0.3966245;206;224.0612;7;47;0
209;3;7;0.05;0.5;0.1;0.1;9;66;0.4855769;205;223.9091;7;64;0
210;3;7;0.05;0.5;0.1;0.1;10;74;0.3860465;246;224.8784;7;72;0
211;3;7;0.05;0.5;0.1;0.1;11;92;0.440367;230;225.8478;7;90;0
212;3;7;0.05;0.5;0.1;0.1;12;47;0.3891213;233;222.7234;7;45;0
213;3;7;0.05;0.5;0.1;0.1;13;65;0.4059406;219;223.8;7;63;0
214;3;7;0.05;0.5;0.1;0.1;14;79;0.3008475;236;224.519;7;77;0
215;3;7;0.05;0.5;0.1;0.1;15;77;0.4586777;230;224.8701;7;75;0
216;3;7;0.05;0.5;0.1;0.1;16;94;0.4181818;214;223.6915;7;92;0
217;3;7;0.05;0.5;0.1;0.1;17;51;0.3584906;243;223.6471;7;49;0
218;3;7;0.05;0.5;0.1;0.1;18;45;0.4178404;196;222.3111;7;43;0
219;3;7;0.05;0.5;0.1;0.1;19;84;0.3917051;222;223.631;7;82;0
220;3;7;0.05;0.5;0.1;0.1;20;112;0.3970588;228;223.9464;7;110;0
