;simu;n_obs;mutation_rate;c;n_steps_removed;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
186;2;3;0.1;0.5;25;86;27;0.5720339;218;224.6296;3;1
187;2;3;0.1;0.5;25;87;27;0.5169492;233;224.2222;3;1
188;2;3;0.1;0.5;25;88;27;0.4840183;230;225.5926;3;1
189;2;3;0.1;0.5;25;89;30;0.4708738;233;218.9;3;4
190;2;3;0.1;0.5;25;90;26;0.5024631;236;221.3462;3;0
191;2;3;0.1;0.5;25;91;26;0.4705882;224;225.5385;3;0
192;2;3;0.1;0.5;25;92;26;0.4323144;219;224.4615;3;0
193;2;3;0.1;0.5;25;93;26;0.52;244;225.3846;3;0
194;2;3;0.1;0.5;25;94;27;0.4778325;246;223;3;1
195;2;3;0.1;0.5;25;95;27;0.4619048;261;224.2222;3;1
196;2;3;0.1;0.5;25;96;28;0.5336323;211;224.3571;3;2
197;2;3;0.1;0.5;25;97;26;0.5192308;245;221.2692;3;0
198;2;3;0.1;0.5;25;98;26;0.4880383;218;223.0769;3;0
199;2;3;0.1;0.5;25;99;26;0.4347826;227;226.4615;3;0
200;2;3;0.1;0.5;25;100;26;0.5364807;229;226.5385;3;0
201;3;5;0.1;0.5;25;1;26;0.5927602;212;223.0769;5;0
202;3;5;0.1;0.5;25;2;26;0.5227273;211;220.9231;5;0
203;3;5;0.1;0.5;25;3;27;0.5172414;257;227.5556;5;1
204;3;5;0.1;0.5;25;4;26;0.5088496;242;221;5;0
205;3;5;0.1;0.5;25;5;26;0.4732143;214;222.7308;5;0
206;3;5;0.1;0.5;25;6;28;0.5433071;223;225.2857;5;2
207;3;5;0.1;0.5;25;7;29;0.5042017;231;223.8276;5;3
208;3;5;0.1;0.5;25;8;26;0.4495798;227;225.8846;5;0
209;3;5;0.1;0.5;25;9;26;0.51417;222;226.5;5;0
210;3;5;0.1;0.5;25;10;27;0.4718615;210;224.4074;5;1
211;3;5;0.1;0.5;25;11;27;0.5;230;222.8889;5;1
212;3;5;0.1;0.5;25;12;26;0.4583333;232;225.1154;5;0
213;3;5;0.1;0.5;25;13;26;0.5022422;230;222.3846;5;0
214;3;5;0.1;0.5;25;14;26;0.5076142;233;224.1923;5;0
215;3;5;0.1;0.5;25;15;26;0.4660633;201;220.8462;5;0
216;3;5;0.1;0.5;25;16;26;0.5321888;231;221.4615;5;0
217;3;5;0.1;0.5;25;17;27;0.5594059;221;225.0741;5;1
218;3;5;0.1;0.5;25;18;28;0.529148;212;218.8214;5;2
219;3;5;0.1;0.5;25;19;27;0.472973;228;224.7037;5;1
220;3;5;0.1;0.5;25;20;26;0.5039683;194;225.9231;5;0
221;3;5;0.1;0.5;25;21;29;0.4934498;220;225.931;5;3
222;3;5;0.1;0.5;25;22;28;0.5301724;235;223.3571;5;2
223;3;5;0.1;0.5;25;23;28;0.5068493;223;221.1071;5;2
224;3;5;0.1;0.5;25;24;26;0.4861111;225;226.4615;5;0
225;3;5;0.1;0.5;25;25;26;0.5044248;225;224.2692;5;0
226;3;5;0.1;0.5;25;26;29;0.569378;231;223.3793;5;3
227;3;5;0.1;0.5;25;27;30;0.4741379;225;225.7;5;4
228;3;5;0.1;0.5;25;28;27;0.508547;227;225.6667;5;1
229;3;5;0.1;0.5;25;29;27;0.4977578;235;224.6296;5;1
230;3;5;0.1;0.5;25;30;26;0.4718615;236;224.0769;5;0
231;3;5;0.1;0.5;25;31;26;0.5284974;247;220.7692;5;0
232;3;5;0.1;0.5;25;32;26;0.5196507;216;226.0385;5;0
233;3;5;0.1;0.5;25;33;27;0.5520362;215;220.1481;5;1
234;3;5;0.1;0.5;25;34;26;0.5291667;209;220.6154;5;0
235;3;5;0.1;0.5;25;35;27;0.480315;209;222.5556;5;1
236;3;5;0.1;0.5;25;36;30;0.5188679;221;224.0333;5;4
237;3;5;0.1;0.5;25;37;29;0.5283019;225;222.8276;5;3
238;3;5;0.1;0.5;25;38;26;0.548;221;224.7692;5;0
239;3;5;0.1;0.5;25;39;31;0.5555556;241;223.4194;5;5
240;3;5;0.1;0.5;25;40;30;0.4788136;217;221.6;5;4
241;3;5;0.1;0.5;25;41;26;0.4758065;214;225.1923;5;0
242;3;5;0.1;0.5;25;42;26;0.5068493;232;221.4231;5;0
243;3;5;0.1;0.5;25;43;32;0.5045872;210;225.1875;5;6
244;3;5;0.1;0.5;25;44;27;0.5062762;211;221.3333;5;1
245;3;5;0.1;0.5;25;45;26;0.4711111;194;221.4231;5;0
246;3;5;0.1;0.5;25;46;28;0.4979253;213;224.9643;5;2
247;3;5;0.1;0.5;25;47;26;0.509009;260;226.9615;5;0
