"","X","simu","n_obs","mutation_rate","c","initial_trait_frequency","replicate","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","nb_repro_last"
"6253",NA,6253,"15",0,"0.6",0.580357142857143,NA,0.5795529041,0.5793488263,0.582627815,0.5488245726,0.7368675393,NA
"6254",NA,6254,"20",0,"0.6",0.580357142857143,NA,0.5797107233,0.5794236378,0.5806025144,0.551383365,0.7546261922,NA
"6255",NA,6255,"25",0,"0.6",0.580357142857143,NA,0.5792345528,0.5788530054,0.5809915311,0.5553769585,0.7844370919,NA
"6256",NA,6256,"30",0,"0.6",0.580357142857143,NA,0.5791303125,0.579632647,0.579778539,0.5584079588,0.7958985973,NA
"6257",NA,6257,"0",0,"0.7",0.580357142857143,NA,0.5806523645,0.5804687006,0.580643341,0.499673866,0.4991808916,NA
"6258",NA,6258,"1",0,"0.7",0.580357142857143,NA,0.5799134031,0.5814811986,0.5802936912,0.5322546645,0.5807579703,NA
"6259",NA,6259,"5",0,"0.7",0.580357142857143,NA,0.5795845393,0.5799163103,0.5787064462,0.5578620668,0.6447445453,NA
"6260",NA,6260,"10",0,"0.7",0.580357142857143,NA,0.5798404795,0.5796948098,0.5796503334,0.5741617286,0.6842737969,NA
"6261",NA,6261,"15",0,"0.7",0.580357142857143,NA,0.5799271178,0.5795730944,0.581613725,0.5942055546,0.7350068333,NA
"6262",NA,6262,"20",0,"0.7",0.580357142857143,NA,0.5814511886,0.5811634493,0.5818631609,0.6039430457,0.7583372708,NA
"6263",NA,6263,"25",0,"0.7",0.580357142857143,NA,0.5809214964,0.5800903551,0.5815848304,0.6155690925,0.7877450939,NA
"6264",NA,6264,"30",0,"0.7",0.580357142857143,NA,0.5807809985,0.5817679202,0.5808582549,0.6185035518,0.7951545009,NA
"6265",NA,6265,"0",0,"0.8",0.580357142857143,NA,0.5801795382,0.5801876849,0.5818199076,0.4975914527,0.4970938926,NA
"6266",NA,6266,"1",0,"0.8",0.580357142857143,NA,0.5803160541,0.5798206955,0.5800377096,0.5483498349,0.580706366,NA
"6267",NA,6267,"5",0,"0.8",0.580357142857143,NA,0.5795902294,0.5807401028,0.5799327808,0.5869795494,0.646310635,NA
"6268",NA,6268,"10",0,"0.8",0.580357142857143,NA,0.580837429,0.5808118641,0.5811902272,0.6130752539,0.6892308517,NA
"6269",NA,6269,"15",0,"0.8",0.580357142857143,NA,0.5800595046,0.5808244013,0.5809511772,0.6417875564,0.7341972732,NA
"6270",NA,6270,"20",0,"0.8",0.580357142857143,NA,0.5797647319,0.5805204922,0.5809059586,0.653687746,0.7562477709,NA
"6271",NA,6271,"25",0,"0.8",0.580357142857143,NA,0.5801080494,0.5799423872,0.5808825607,0.6687899919,0.7826598885,NA
"6272",NA,6272,"30",0,"0.8",0.580357142857143,NA,0.5811875544,0.5817235302,0.5818300945,0.6796975314,0.8006902121,NA
"6273",NA,6273,"0",0,"0.9",0.580357142857143,NA,0.5799999277,0.5787987287,0.5818148684,0.5000577156,0.500410857,NA
"6274",NA,6274,"1",0,"0.9",0.580357142857143,NA,0.5803334032,0.5814819314,0.5794680834,0.5632405851,0.5799386044,NA
"6275",NA,6275,"5",0,"0.9",0.580357142857143,NA,0.5805547321,0.5810377149,0.5792859636,0.6168511986,0.6461512819,NA
"6276",NA,6276,"10",0,"0.9",0.580357142857143,NA,0.5799559841,0.5802099339,0.5789677079,0.6488218374,0.6857058987,NA
"6277",NA,6277,"15",0,"0.9",0.580357142857143,NA,0.5799788344,0.5793315222,0.5774468928,0.6782897697,0.7247495164,NA
"6278",NA,6278,"20",0,"0.9",0.580357142857143,NA,0.5796795269,0.5805157387,0.5815087567,0.7052569041,0.7567122318,NA
"6279",NA,6279,"25",0,"0.9",0.580357142857143,NA,0.579811305,0.579857431,0.5799634913,0.7257760141,0.7830223537,NA
"6280",NA,6280,"30",0,"0.9",0.580357142857143,NA,0.580314379,0.5802047375,0.5816528809,0.7417924496,0.8020181294,NA
"6281",NA,6281,"0",0,"1",0.580357142857143,NA,0.579672973,0.579343153,0.5794884271,0.498472052,0.4984727014,NA
"6282",NA,6282,"1",0,"1",0.580357142857143,NA,0.5796031558,0.5797219352,0.581625777,0.5820646557,0.5816580779,NA
"6283",NA,6283,"5",0,"1",0.580357142857143,NA,0.5799571826,0.5801082176,0.5808846064,0.6487584936,0.6483036139,NA
"6284",NA,6284,"10",0,"1",0.580357142857143,NA,0.5804053992,0.5808678638,0.5809775981,0.6891371345,0.6892354806,NA
"6285",NA,6285,"15",0,"1",0.580357142857143,NA,0.579987818,0.5809271542,0.5792817769,0.7290777202,0.7292018181,NA
"6286",NA,6286,"20",0,"1",0.580357142857143,NA,0.5804999586,0.5799795235,0.5799041479,0.7522062907,0.7527485521,NA
"6287",NA,6287,"25",0,"1",0.580357142857143,NA,0.5811199785,0.5817080433,0.5827761711,0.7863660957,0.7864539455,NA
"6288",NA,6288,"30",0,"1",0.580357142857143,NA,0.5801431709,0.5806181443,0.5798191054,0.7926472853,0.7927623133,NA
"6289",NA,6289,"0",0,"0.5",0.584821428571428,NA,0.5862464996,0.5852512376,0.5844853316,0.4971076783,0.4979094998,NA
"6290",NA,6290,"1",0,"0.5",0.584821428571428,NA,0.5857302574,0.5859985768,0.5858282559,0.4992995938,0.5856550318,NA
"6291",NA,6291,"5",0,"0.5",0.584821428571428,NA,0.5852356586,0.5850510548,0.5867878865,0.5007177661,0.6570818224,NA
"6292",NA,6292,"10",0,"0.5",0.584821428571428,NA,0.5849484793,0.5856617693,0.584445062,0.5008027852,0.6986554618,NA
"6293",NA,6293,"15",0,"0.5",0.584821428571428,NA,0.5850586425,0.583644004,0.5826732599,0.50016097,0.7373940269,NA
"6294",NA,6294,"20",0,"0.5",0.584821428571428,NA,0.5854851076,0.5851507812,0.5869912719,0.4980096505,0.7721942212,NA
"6295",NA,6295,"25",0,"0.5",0.584821428571428,NA,0.5846158263,0.5848395554,0.5844830504,0.5001813608,0.7915813403,NA
"6296",NA,6296,"30",0,"0.5",0.584821428571428,NA,0.5858958826,0.5865531172,0.5853946131,0.5000562051,0.8130336478,NA
"6297",NA,6297,"0",0,"0.6",0.584821428571428,NA,0.5840557458,0.5836541776,0.5839663643,0.4991297343,0.5001125034,NA
"6298",NA,6298,"1",0,"0.6",0.584821428571428,NA,0.5854384784,0.5849445495,0.5845340183,0.5162749366,0.5833706986,NA
"6299",NA,6299,"5",0,"0.6",0.584821428571428,NA,0.5845448798,0.5843971533,0.5840069344,0.5315007511,0.654794081,NA
"6300",NA,6300,"10",0,"0.6",0.584821428571428,NA,0.5853359996,0.5845808783,0.5860468986,0.5408649611,0.7003855705,NA
"6301",NA,6301,"15",0,"0.6",0.584821428571428,NA,0.5845446016,0.5852484776,0.5847830449,0.5469073055,0.7428958373,NA
"6302",NA,6302,"20",0,"0.6",0.584821428571428,NA,0.5842295544,0.583866139,0.5845248043,0.5526097046,0.7662707513,NA
"6303",NA,6303,"25",0,"0.6",0.584821428571428,NA,0.5848898624,0.5862118788,0.5840128944,0.5580782677,0.7919344935,NA
"6304",NA,6304,"30",0,"0.6",0.584821428571428,NA,0.5848888194,0.5842177962,0.5849916142,0.5633934988,0.8082420843,NA
"6305",NA,6305,"0",0,"0.7",0.584821428571428,NA,0.5859010363,0.5862390214,0.5854095078,0.4996727659,0.4991936222,NA
"6306",NA,6306,"1",0,"0.7",0.584821428571428,NA,0.5839654585,0.5835967926,0.5829091107,0.5316974234,0.5831631141,NA
"6307",NA,6307,"5",0,"0.7",0.584821428571428,NA,0.585557515,0.5862708636,0.5867822832,0.5623751932,0.6576543275,NA
"6308",NA,6308,"10",0,"0.7",0.584821428571428,NA,0.5845628432,0.5843326057,0.5854510248,0.5784897927,0.69806618,NA
"6309",NA,6309,"15",0,"0.7",0.584821428571428,NA,0.5855274767,0.5855562099,0.5860973751,0.5986933403,0.7486001708,NA
"6310",NA,6310,"20",0,"0.7",0.584821428571428,NA,0.5842526219,0.5847727738,0.5824370933,0.6028717651,0.7602027244,NA
"6311",NA,6311,"25",0,"0.7",0.584821428571428,NA,0.5838519412,0.5842380389,0.585859571,0.6184885909,0.7979624305,NA
"6312",NA,6312,"30",0,"0.7",0.584821428571428,NA,0.5841978628,0.5851175442,0.5845508459,0.6247643842,0.81043276371,NA
"6313",NA,6313,"0",0,"0.8",0.584821428571428,NA,0.5862960311,0.5855317631,0.5861468891,0.4991504825,0.4995242905,NA
"6314",NA,6314,"1",0,"0.8",0.584821428571428,NA,0.5850867212,0.5846567087,0.5841836426,0.5512372685,0.5855194566,NA
"6315",NA,6315,"5",0,"0.8",0.584821428571428,NA,0.584535372,0.5853019033,0.5860376697,0.5934806448,0.6547733486,NA
"6316",NA,6316,"10",0,"0.8",0.584821428571428,NA,0.5844392937,0.583987494,0.5843679321,0.6176942026,0.6960541248,NA
"6317",NA,6317,"15",0,"0.8",0.584821428571428,NA,0.5850384059,0.5864114622,0.5869287841,0.648293763,0.7475125124,NA
"6318",NA,6318,"20",0,"0.8",0.584821428571428,NA,0.5858794977,0.5857949113,0.5847446489,0.6595787493,0.7670812758,NA
"6319",NA,6319,"25",0,"0.8",0.584821428571428,NA,0.5844247427,0.5848951061,0.5834727042,0.6762033183,0.7917678746,NA
"6320",NA,6320,"30",0,"0.8",0.584821428571428,NA,0.5839910123,0.5829542141,0.5831780736,0.6841986373,0.8056853083,NA
"6321",NA,6321,"0",0,"0.9",0.584821428571428,NA,0.5840381233,0.5845003854,0.5860332962,0.4983461911,0.4974236607,NA
"6322",NA,6322,"1",0,"0.9",0.584821428571428,NA,0.5847160582,0.5851482442,0.5854374824,0.5684360547,0.5846452132,NA
"6323",NA,6323,"5",0,"0.9",0.584821428571428,NA,0.5843042388,0.5841015512,0.5835215538,0.6227753714,0.6522339985,NA
"6324",NA,6324,"10",0,"0.9",0.584821428571428,NA,0.5846947483,0.5848280608,0.5864377314,0.6616182459,0.7009081658,NA
"6325",NA,6325,"15",0,"0.9",0.584821428571428,NA,0.5845469162,0.5837727702,0.5842338822,0.6955962499,0.7437375406,NA
"6326",NA,6326,"20",0,"0.9",0.584821428571428,NA,0.5846246596,0.5838062377,0.5856110332,0.7149516142,0.7688079655,NA
"6327",NA,6327,"25",0,"0.9",0.584821428571428,NA,0.5847889254,0.5867130118,0.5842217111,0.7341267425,0.7930481232,NA
"6328",NA,6328,"30",0,"0.9",0.584821428571428,NA,0.5852971038,0.5835221649,0.5837586002,0.7439471477,0.8057994374,NA
"6329",NA,6329,"0",0,"1",0.584821428571428,NA,0.5850143965,0.5850617615,0.5827323735,0.4994113255,0.4989985449,NA
"6330",NA,6330,"1",0,"1",0.584821428571428,NA,0.5852361313,0.5847316494,0.5849586519,0.5859416162,0.5859073316,NA
"6331",NA,6331,"5",0,"1",0.584821428571428,NA,0.5843242164,0.5850292137,0.5836091339,0.6512328979,0.651982104,NA
"6332",NA,6332,"10",0,"1",0.584821428571428,NA,0.5846561541,0.5841326274,0.5848064379,0.69749551,0.6974497829,NA
"6333",NA,6333,"15",0,"1",0.584821428571428,NA,0.5852464024,0.5849932098,0.5856174091,0.7456999722,0.7453873755,NA
"6334",NA,6334,"20",0,"1",0.584821428571428,NA,0.5846064967,0.5844473244,0.5851875679,0.7664478212,0.7660765367,NA
"6335",NA,6335,"25",0,"1",0.584821428571428,NA,0.584647534,0.584778598,0.5860348129,0.7989742789,0.7991502111,NA
"6336",NA,6336,"30",0,"1",0.584821428571428,NA,0.5835958959,0.5854272737,0.5832635179,0.8027670281,0.8023786584,NA
"6337",NA,6337,"0",0,"0.5",0.589285714285714,NA,0.5890528091,0.5899751365,0.5882986482,0.4993337569,0.4973823502,NA
"6338",NA,6338,"1",0,"0.5",0.589285714285714,NA,0.5901126245,0.5898756993,0.5886045398,0.4995963642,0.5891906,NA
"6339",NA,6339,"5",0,"0.5",0.589285714285714,NA,0.5892886457,0.5896725586,0.589562753,0.5013544699,0.6630748641,NA
"6340",NA,6340,"10",0,"0.5",0.589285714285714,NA,0.5902386947,0.5896456903,0.5903779315,0.4992576168,0.7105855353,NA
"6341",NA,6341,"15",0,"0.5",0.589285714285714,NA,0.5892891712,0.5894647535,0.5890737598,0.5027279029,0.7530310283,NA
"6342",NA,6342,"20",0,"0.5",0.589285714285714,NA,0.5886120652,0.5882839335,0.5889982111,0.4999888148,0.7774018844,NA
"6343",NA,6343,"25",0,"0.5",0.589285714285714,NA,0.5885591849,0.5883484932,0.5861247313,0.5013878716,0.7950446714,NA
"6344",NA,6344,"30",0,"0.5",0.589285714285714,NA,0.5885242198,0.5878889754,0.5892441139,0.5005410057,0.8223996058,NA
"6345",NA,6345,"0",0,"0.6",0.589285714285714,NA,0.5875077414,0.5876136312,0.5858462993,0.4989813685,0.5002106901,NA
"6346",NA,6346,"1",0,"0.6",0.589285714285714,NA,0.5890303676,0.5899891158,0.5873130251,0.5171813253,0.5869315087,NA
"6347",NA,6347,"5",0,"0.6",0.589285714285714,NA,0.5894720765,0.5887442904,0.5902345667,0.533847788,0.6637262215,NA
"6348",NA,6348,"10",0,"0.6",0.589285714285714,NA,0.5894423115,0.5889971533,0.589071382,0.5392276754,0.7064133062,NA
"6349",NA,6349,"15",0,"0.6",0.589285714285714,NA,0.5882817721,0.5885230156,0.5883527084,0.5506213032,0.7511860731,NA
"6350",NA,6350,"20",0,"0.6",0.589285714285714,NA,0.5895243274,0.5892963189,0.5885394478,0.5543873301,0.7768889276,NA
"6351",NA,6351,"25",0,"0.6",0.589285714285714,NA,0.5896916528,0.5905875899,0.5886288344,0.5616345021,0.8039096542,NA
"6352",NA,6352,"30",0,"0.6",0.589285714285714,NA,0.5884763692,0.5892923366,0.5887027345,0.5647934647,0.8227941376,NA
"6353",NA,6353,"0",0,"0.7",0.589285714285714,NA,0.5900137164,0.5903776421,0.589644453,0.4995665468,0.5005203246,NA
"6354",NA,6354,"1",0,"0.7",0.589285714285714,NA,0.5879637061,0.5886847581,0.5872614062,0.5343819275,0.5870844637,NA
"6355",NA,6355,"5",0,"0.7",0.589285714285714,NA,0.5893190593,0.5904036017,0.589956559,0.5633766033,0.6637078183,NA
"6356",NA,6356,"10",0,"0.7",0.589285714285714,NA,0.5888438366,0.5886712079,0.588381612,0.5824933242,0.7056265015,NA
"6357",NA,6357,"15",0,"0.7",0.589285714285714,NA,0.5899916147,0.5891074076,0.5878120462,0.6014639414,0.7514247898,NA
"6358",NA,6358,"20",0,"0.7",0.589285714285714,NA,0.5900707201,0.5901964841,0.592138349,0.6138112816,0.7864680928,NA
"6359",NA,6359,"25",0,"0.7",0.589285714285714,NA,0.5893832759,0.5884685945,0.589986714,0.6239066309,0.8087675078,NA
"6360",NA,6360,"30",0,"0.7",0.589285714285714,NA,0.5891139197,0.5884559128,0.5910330761,0.6299455753,0.8283849828,NA
"6361",NA,6361,"0",0,"0.8",0.589285714285714,NA,0.5889992654,0.5890092131,0.5876257024,0.4987479537,0.4992885859,NA
"6362",NA,6362,"1",0,"0.8",0.589285714285714,NA,0.5894782228,0.5889581173,0.5899637729,0.554692312,0.5908885271,NA
"6363",NA,6363,"5",0,"0.8",0.589285714285714,NA,0.5898655535,0.5898509909,0.5905477858,0.6004039922,0.6646641506,NA
"6364",NA,6364,"10",0,"0.8",0.589285714285714,NA,0.5886535787,0.5898117795,0.5888211419,0.6247991312,0.7071063517,NA
"6365",NA,6365,"15",0,"0.8",0.589285714285714,NA,0.5883507109,0.589630986,0.586674063,0.6472404186,0.7463218245,NA
"6366",NA,6366,"20",0,"0.8",0.589285714285714,NA,0.5888715159,0.5885424364,0.5875328479,0.6648216295,0.7744818457,NA
"6367",NA,6367,"25",0,"0.8",0.589285714285714,NA,0.5901555622,0.5901310606,0.5886468097,0.6814398826,0.8041448706,NA
"6368",NA,6368,"30",0,"0.8",0.589285714285714,NA,0.5880745529,0.5879194649,0.5876596009,0.6900948608,0.8155336506,NA
"6369",NA,6369,"0",0,"0.9",0.589285714285714,NA,0.5894851311,0.5894242339,0.5909817641,0.497339642,0.4964424443,NA
"6370",NA,6370,"1",0,"0.9",0.589285714285714,NA,0.589657102,0.5900737019,0.5897177437,0.5709869563,0.5885020284,NA
"6371",NA,6371,"5",0,"0.9",0.589285714285714,NA,0.589363717,0.5896828842,0.5900708559,0.629814363,0.6625795906,NA
"6372",NA,6372,"10",0,"0.9",0.589285714285714,NA,0.5892215588,0.5893465435,0.5896909553,0.6657961995,0.7077398582,NA
"6373",NA,6373,"15",0,"0.9",0.589285714285714,NA,0.5887172842,0.5896165013,0.5872051334,0.698185253,0.748150705,NA
"6374",NA,6374,"20",0,"0.9",0.589285714285714,NA,0.5886510791,0.5894230669,0.5882843486,0.7186921916,0.7754553652,NA
"6375",NA,6375,"25",0,"0.9",0.589285714285714,NA,0.588146437,0.5892365793,0.5885684118,0.7446330942,0.8056290292,NA
"6376",NA,6376,"30",0,"0.9",0.589285714285714,NA,0.5891160434,0.5878855233,0.5886836242,0.7546670791,0.81878402189,NA
"6377",NA,6377,"0",0,"1",0.589285714285714,NA,0.5903451472,0.5894646539,0.5905484195,0.4994823109,0.499802804,NA
"6378",NA,6378,"1",0,"1",0.589285714285714,NA,0.5898055848,0.5893958372,0.5873116244,0.5873957062,0.5874974577,NA
"6379",NA,6379,"5",0,"1",0.589285714285714,NA,0.5896711416,0.58844048,0.5886363464,0.6613300193,0.6615518286,NA
"6380",NA,6380,"10",0,"1",0.589285714285714,NA,0.5881874232,0.5880220876,0.5856156631,0.6979956612,0.6980925656,NA
"6381",NA,6381,"15",0,"1",0.589285714285714,NA,0.5893735618,0.5895347591,0.5880117722,0.7513587797,0.7521102726,NA
"6382",NA,6382,"20",0,"1",0.589285714285714,NA,0.5882799835,0.5890581267,0.5884238867,0.7763334078,0.7766186066,NA
"6383",NA,6383,"25",0,"1",0.589285714285714,NA,0.5882880154,0.5875224512,0.5890715166,0.8041657682,0.804210757,NA
"6384",NA,6384,"30",0,"1",0.589285714285714,NA,0.5899404941,0.5901386065,0.5898343104,0.8217355242,0.8219431178,NA
"6385",NA,6385,"0",0,"0.5",0.59375,NA,0.5936245106,0.5942686901,0.5947384299,0.5007933323,0.5000267604,NA
"6386",NA,6386,"1",0,"0.5",0.59375,NA,0.5940397573,0.5946127157,0.5927281452,0.5012142434,0.592592342,NA
"6387",NA,6387,"5",0,"0.5",0.59375,NA,0.593405829,0.5930427092,0.5946687999,0.4996407022,0.6722267495,NA
"6388",NA,6388,"10",0,"0.5",0.59375,NA,0.5926286284,0.5926131449,0.594865291,0.5002602378,0.7194922564,NA
"6389",NA,6389,"15",0,"0.5",0.59375,NA,0.5936430902,0.5942234688,0.5924060411,0.4991875815,0.7635785846,NA
"6390",NA,6390,"20",0,"0.5",0.59375,NA,0.5947596703,0.5942198161,0.59595182,0.4994663788,0.7970182996,NA
"6391",NA,6391,"25",0,"0.5",0.59375,NA,0.5935293385,0.5934809529,0.5937692938,0.5005561434,0.8201017198,NA
"6392",NA,6392,"30",0,"0.5",0.59375,NA,0.5944455859,0.5939465679,0.5980614765,0.499904325,0.8460558403,NA
"6393",NA,6393,"0",0,"0.6",0.59375,NA,0.5935784652,0.5928157452,0.5910593579,0.4994201811,0.5006487513,NA
"6394",NA,6394,"1",0,"0.6",0.59375,NA,0.5932116519,0.593406087,0.5951519102,0.5198452039,0.5951306651,NA
"6395",NA,6395,"5",0,"0.6",0.59375,NA,0.5938213473,0.5943202298,0.5950291949,0.5361979975,0.6728295329,NA
"6396",NA,6396,"10",0,"0.6",0.59375,NA,0.5938213834,0.5923331591,0.5932208591,0.5426127606,0.717982658,NA
"6397",NA,6397,"15",0,"0.6",0.59375,NA,0.5937556201,0.5932323084,0.5934732849,0.5524036617,0.7652055221,NA
"6398",NA,6398,"20",0,"0.6",0.59375,NA,0.5923836831,0.5922804015,0.5931687475,0.5571133924,0.787445927,NA
"6399",NA,6399,"25",0,"0.6",0.59375,NA,0.5932680266,0.5924210409,0.5916853947,0.5615541505,0.8122176657,NA
"6400",NA,6400,"30",0,"0.6",0.59375,NA,0.5928782821,0.5931963121,0.592478085,0.5652757104,0.8295322059,NA
"6401",NA,6401,"0",0,"0.7",0.59375,NA,0.5940129413,0.594624905,0.5951434627,0.4995051923,0.4996747243,NA
"6402",NA,6402,"1",0,"0.7",0.59375,NA,0.5950131864,0.5940929558,0.5928623151,0.5381833657,0.5930914617,NA
"6403",NA,6403,"5",0,"0.7",0.59375,NA,0.5942491374,0.5948704757,0.5945595829,0.5695028056,0.6712387326,NA
"6404",NA,6404,"10",0,"0.7",0.59375,NA,0.5933035162,0.5930010024,0.5918024566,0.5839267057,0.7123641743,NA
"6405",NA,6405,"15",0,"0.7",0.59375,NA,0.5926694478,0.5927574013,0.593181115,0.6035068206,0.7628009517,NA
"6406",NA,6406,"20",0,"0.7",0.59375,NA,0.5943608483,0.5926144676,0.5919711024,0.6149502859,0.7849131461,NA
"6407",NA,6407,"25",0,"0.7",0.59375,NA,0.59312925,0.5929510223,0.5953901445,0.6273299232,0.8219604005,NA
"6408",NA,6408,"30",0,"0.7",0.59375,NA,0.5931107726,0.5933921197,0.5926041726,0.6334379877,0.8321517883,NA
"6409",NA,6409,"0",0,"0.8",0.59375,NA,0.5938321488,0.5944700362,0.5945916301,0.500553969,0.501987436,NA
"6410",NA,6410,"1",0,"0.8",0.59375,NA,0.5941222546,0.5935403224,0.5914206409,0.5539202024,0.5903378444,NA
"6411",NA,6411,"5",0,"0.8",0.59375,NA,0.5932372551,0.5924498946,0.5933713763,0.6026833832,0.6700162748,NA
"6412",NA,6412,"10",0,"0.8",0.59375,NA,0.5942305052,0.5935197766,0.5938026109,0.6310668892,0.7181803496,NA
"6413",NA,6413,"15",0,"0.8",0.59375,NA,0.5949034168,0.5953494681,0.5952540054,0.6608073333,0.7685748932,NA
"6414",NA,6414,"20",0,"0.8",0.59375,NA,0.5927291416,0.5920215142,0.5935259484,0.6741614041,0.7901979313,NA
"6415",NA,6415,"25",0,"0.8",0.59375,NA,0.5940930277,0.5923112192,0.5936166141,0.6922875466,0.8181802232,NA
"6416",NA,6416,"30",0,"0.8",0.59375,NA,0.593207231,0.5924859182,0.5927499212,0.6998064745,0.8310187214,NA
"6417",NA,6417,"0",0,"0.9",0.59375,NA,0.5940997639,0.5941414501,0.5923368291,0.4994003601,0.4995704889,NA
"6418",NA,6418,"1",0,"0.9",0.59375,NA,0.594714941,0.5944838536,0.5936953808,0.574474357,0.5941562845,NA
"6419",NA,6419,"5",0,"0.9",0.59375,NA,0.5936204146,0.594168384,0.5949560248,0.6378156096,0.6718239875,NA
"6420",NA,6420,"10",0,"0.9",0.59375,NA,0.594400271,0.5947807634,0.5963267972,0.6794077954,0.7226042304,NA
"6421",NA,6421,"15",0,"0.9",0.59375,NA,0.5927567019,0.5924950509,0.5924834798,0.7088751089,0.7610757993,NA
"6422",NA,6422,"20",0,"0.9",0.59375,NA,0.5932312131,0.5939839059,0.5926114572,0.7297261121,0.7871223192,NA
"6423",NA,6423,"25",0,"0.9",0.59375,NA,0.594426995,0.5945925376,0.5935825543,0.7547507932,0.8177166284,NA
"6424",NA,6424,"30",0,"0.9",0.59375,NA,0.5931694089,0.5932894077,0.5911769707,0.7596250487,0.8254924927,NA
"6425",NA,6425,"0",0,"1",0.59375,NA,0.5951742364,0.5947188011,0.5955995392,0.499646042,0.4993473743,NA
"6426",NA,6426,"1",0,"1",0.59375,NA,0.5935746455,0.594988573,0.5951337083,0.5959481223,0.5963005335,NA
"6427",NA,6427,"5",0,"1",0.59375,NA,0.5926870996,0.5927486423,0.5924012373,0.6693030167,0.668922748,NA
"6428",NA,6428,"10",0,"1",0.59375,NA,0.5938470493,0.5947278031,0.5936856382,0.7173519029,0.7169688779,NA
"6429",NA,6429,"15",0,"1",0.59375,NA,0.5944462387,0.5950194226,0.5945249814,0.7670347944,0.7674541865,NA
"6430",NA,6430,"20",0,"1",0.59375,NA,0.5931755029,0.5929227116,0.5940290028,0.7924852689,0.7921397779,NA
"6431",NA,6431,"25",0,"1",0.59375,NA,0.5932440609,0.5916849469,0.5926359509,0.8158808191,0.8161989452,NA
"6432",NA,6432,"30",0,"1",0.59375,NA,0.5939082735,0.5934297095,0.5915234697,0.8254437941,0.8252754329,NA
"6433",NA,6433,"0",0,"0.5",0.598214285714286,NA,0.5979557101,0.5987715628,0.5984593033,0.4992654551,0.5013722859,NA
"6434",NA,6434,"1",0,"0.5",0.598214285714286,NA,0.5975535441,0.5980156121,0.5992129137,0.500743811,0.5979957476,NA
"6435",NA,6435,"5",0,"0.5",0.598214285714286,NA,0.5987934544,0.5983884418,0.5984974995,0.4985083492,0.6774851768,NA
"6436",NA,6436,"10",0,"0.5",0.598214285714286,NA,0.5974893555,0.5993499605,0.5989509784,0.500037317,0.7282076541,NA
"6437",NA,6437,"15",0,"0.5",0.598214285714286,NA,0.5980875984,0.5979993187,0.5994049566,0.5007152441,0.777895351,NA
"6438",NA,6438,"20",0,"0.5",0.598214285714286,NA,0.5996261222,0.5982621896,0.5980568559,0.4993419213,0.8008670826,NA
"6439",NA,6439,"25",0,"0.5",0.598214285714286,NA,0.5982564749,0.5978169148,0.5985023412,0.4984055483,0.8312197395,NA
"6440",NA,6440,"30",0,"0.5",0.598214285714286,NA,0.5988576529,0.5975530637,0.5990610262,0.5002430706,0.847577416,NA
"6441",NA,6441,"0",0,"0.6",0.598214285714286,NA,0.5981571627,0.5980615204,0.593928346,0.5001039516,0.501928293,NA
"6442",NA,6442,"1",0,"0.6",0.598214285714286,NA,0.5981223597,0.5987827308,0.5964543465,0.5177208768,0.5960348802,NA
"6443",NA,6443,"5",0,"0.6",0.598214285714286,NA,0.5978324448,0.5972136524,0.5966832163,0.5348039516,0.6755780692,NA
"6444",NA,6444,"10",0,"0.6",0.598214285714286,NA,0.5985022461,0.5992885771,0.5977425174,0.5453355365,0.7252929074,NA
"6445",NA,6445,"15",0,"0.6",0.598214285714286,NA,0.5982746308,0.5980788805,0.5965458317,0.5530779229,0.7722096237,NA
"6446",NA,6446,"20",0,"0.6",0.598214285714286,NA,0.5978957125,0.5979268201,0.6000424278,0.5620444449,0.8048602306,NA
"6447",NA,6447,"25",0,"0.6",0.598214285714286,NA,0.5966907061,0.5961625044,0.5947059444,0.5644054375,0.8224739399,NA
"6448",NA,6448,"30",0,"0.6",0.598214285714286,NA,0.5993710147,0.6004655085,0.5994029403,0.5692136597,0.8482322826,NA
"6449",NA,6449,"0",0,"0.7",0.598214285714286,NA,0.5976486567,0.5978688606,0.5968851941,0.5004103951,0.5002259541,NA
"6450",NA,6450,"1",0,"0.7",0.598214285714286,NA,0.597828834,0.5990569948,0.5973849393,0.5380543153,0.597530631,NA
"6451",NA,6451,"5",0,"0.7",0.598214285714286,NA,0.5980458656,0.5985258279,0.5976874515,0.5706277133,0.6773708871,NA
"6452",NA,6452,"10",0,"0.7",0.598214285714286,NA,0.5977605229,0.5986602894,0.600743734,0.5935841535,0.7298624088,NA
"6453",NA,6453,"15",0,"0.7",0.598214285714286,NA,0.5972876141,0.5974162077,0.5968733876,0.608861878,0.7723739016,NA
"6454",NA,6454,"20",0,"0.7",0.598214285714286,NA,0.5970939587,0.5974082903,0.5982049687,0.6194655624,0.7992157621,NA
"6455",NA,6455,"25",0,"0.7",0.598214285714286,NA,0.5989015452,0.5984336816,0.5983677733,0.6329433226,0.8310243421,NA
"6456",NA,6456,"30",0,"0.7",0.598214285714286,NA,0.5966507435,0.5968843564,0.5975163395,0.6375417131,0.8453386923,NA
"6457",NA,6457,"0",0,"0.8",0.598214285714286,NA,0.5990215559,0.5989110631,0.5987364489,0.4991634436,0.500197877,NA
"6458",NA,6458,"1",0,"0.8",0.598214285714286,NA,0.5979992706,0.5972527576,0.5959673136,0.5579531448,0.5949025486,NA
