"","X","simu","n_obs","mutation_rate","c","initial_trait_frequency","replicate","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","nb_repro_last"
"3390",NA,3390,"20",0,"0.8",0.3125,NA,0.3119211708,0.3122433903,0.311916662,0.2284208735,0.048227168343,NA
"3391",NA,3391,"25",0,"0.8",0.3125,NA,0.3119862441,0.312405992,0.3107190721,0.2183254948,0.030526006899,NA
"3392",NA,3392,"30",0,"0.8",0.3125,NA,0.3122929338,0.3127185913,0.3106959264,0.2122894145,0.022238214327,NA
"3393",NA,3393,"0",0,"0.9",0.3125,NA,0.3129131566,0.3126582086,0.3148976954,0.499138824,0.4982220767,NA
"3394",NA,3394,"1",0,"0.9",0.3125,NA,0.3126103776,0.3121722719,0.3125925304,0.349843711,0.3128799264,NA
"3395",NA,3395,"5",0,"0.9",0.3125,NA,0.3124535832,0.3124944479,0.3110939687,0.24354713213,0.17962742834,NA
"3396",NA,3396,"10",0,"0.9",0.3125,NA,0.3113014742,0.3117284043,0.3117168791,0.19557741811,0.118796437453,NA
"3397",NA,3397,"15",0,"0.9",0.3125,NA,0.3114598274,0.3115136691,0.3104192422,0.15306106578,0.06702452207,NA
"3398",NA,3398,"20",0,"0.9",0.3125,NA,0.3119423134,0.3117939703,0.3116211213,0.13735657695,0.048339181585,NA
"3399",NA,3399,"25",0,"0.9",0.3125,NA,0.3120973878,0.311644212,0.3132105385,0.12394019408,0.030161523518,NA
"3400",NA,3400,"30",0,"0.9",0.3125,NA,0.3126072039,0.31255517,0.3132499422,0.11921884444,0.023325836528,NA
"3401",NA,3401,"0",0,"1",0.3125,NA,0.3128255164,0.3127065057,0.3139143583,0.5018939235,0.5022133605,NA
"3402",NA,3402,"1",0,"1",0.3125,NA,0.3118815564,0.3118701285,0.3112765641,0.3093536211,0.3093807536,NA
"3403",NA,3403,"5",0,"1",0.3125,NA,0.3124220451,0.3121534281,0.312999201,0.18311861786,0.18289554246,NA
"3404",NA,3404,"10",0,"1",0.3125,NA,0.3134992805,0.3143757404,0.3129800555,0.12000015408,0.11974880402,NA
"3405",NA,3405,"15",0,"1",0.3125,NA,0.3128996313,0.3116772697,0.3133316958,0.07084341938,0.07105900005,NA
"3406",NA,3406,"20",0,"1",0.3125,NA,0.3132411131,0.3132986265,0.3144994346,0.052045315378,0.052069447235,NA
"3407",NA,3407,"25",0,"1",0.3125,NA,0.3122694743,0.3127098523,0.3111956299,0.029835094438,0.02970811942,NA
"3408",NA,3408,"30",0,"1",0.3125,NA,0.3131908718,0.3139119223,0.3124590635,0.023431463899,0.023301018624,NA
"3409",NA,3409,"0",0,"0.5",0.316964285714286,NA,0.3171315274,0.3169273214,0.3166546224,0.4982544008,0.5007190963,NA
"3410",NA,3410,"1",0,"0.5",0.316964285714286,NA,0.3165769176,0.3166672595,0.3146696858,0.4986531845,0.3136702935,NA
"3411",NA,3411,"5",0,"0.5",0.316964285714286,NA,0.3162399525,0.3162401967,0.3172115169,0.4985123455,0.19002268687,NA
"3412",NA,3412,"10",0,"0.5",0.316964285714286,NA,0.3164160661,0.3166183,0.3151465051,0.5015579887,0.123904131629,NA
"3413",NA,3413,"15",0,"0.5",0.316964285714286,NA,0.3179682159,0.3180504401,0.3156734603,0.499775571,0.072179202886,NA
"3414",NA,3414,"20",0,"0.5",0.316964285714286,NA,0.316080652,0.3156072236,0.3147053159,0.5011281107,0.050895230898,NA
"3415",NA,3415,"25",0,"0.5",0.316964285714286,NA,0.3166993754,0.3172485024,0.3161605833,0.5007760766,0.033057689654,NA
"3416",NA,3416,"30",0,"0.5",0.316964285714286,NA,0.317497485,0.3175114589,0.3192540271,0.5003000337,0.026762992947,NA
"3417",NA,3417,"0",0,"0.6",0.316964285714286,NA,0.3189526053,0.3179047576,0.3189079727,0.4995849239,0.5001421874,NA
"3418",NA,3418,"1",0,"0.6",0.316964285714286,NA,0.3175176664,0.3174972162,0.3153201149,0.4624155876,0.3163153209,NA
"3419",NA,3419,"5",0,"0.6",0.316964285714286,NA,0.3160024121,0.3160777141,0.3134539681,0.4370149279,0.18304765677,NA
"3420",NA,3420,"10",0,"0.6",0.316964285714286,NA,0.3173703909,0.3178385853,0.3181744373,0.4239454287,0.125151156243,NA
"3421",NA,3421,"15",0,"0.6",0.316964285714286,NA,0.3186971811,0.3182463902,0.319129342,0.4160054377,0.077174903602,NA
"3422",NA,3422,"20",0,"0.6",0.316964285714286,NA,0.3161604736,0.3157139637,0.3144095654,0.4098465803,0.051133248419,NA
"3423",NA,3423,"25",0,"0.6",0.316964285714286,NA,0.3173023535,0.3189110876,0.3205576203,0.4063648531,0.037280545017,NA
"3424",NA,3424,"30",0,"0.6",0.316964285714286,NA,0.3150473633,0.3155528771,0.3148785266,0.4053455086,0.024455944083,NA
"3425",NA,3425,"0",0,"0.7",0.316964285714286,NA,0.316409507,0.317846694,0.3168591235,0.5002034139,0.4986823868,NA
"3426",NA,3426,"1",0,"0.7",0.316964285714286,NA,0.3167441541,0.3161829256,0.315461699,0.4262101984,0.3161040118,NA
"3427",NA,3427,"5",0,"0.7",0.316964285714286,NA,0.3167407274,0.3161701478,0.3174568453,0.3749406644,0.18738651581,NA
"3428",NA,3428,"10",0,"0.7",0.316964285714286,NA,0.3171755541,0.3163982417,0.3182196885,0.3509450415,0.127448107898,NA
"3429",NA,3429,"15",0,"0.7",0.316964285714286,NA,0.3169259556,0.3174406601,0.3168824467,0.3297181494,0.074622558436,NA
"3430",NA,3430,"20",0,"0.7",0.316964285714286,NA,0.3169228995,0.3175090882,0.3171482099,0.3204517317,0.052891212446,NA
"3431",NA,3431,"25",0,"0.7",0.316964285714286,NA,0.3177136543,0.3170398639,0.3187534017,0.3163720283,0.036014882008,NA
"3432",NA,3432,"30",0,"0.7",0.316964285714286,NA,0.3160465898,0.3163705146,0.3167530381,0.3097253673,0.025521549651,NA
"3433",NA,3433,"0",0,"0.8",0.316964285714286,NA,0.316896201,0.3172193617,0.316028643,0.5004341648,0.5008148526,NA
"3434",NA,3434,"1",0,"0.8",0.316964285714286,NA,0.3169963833,0.3176393729,0.317194972,0.3895646176,0.3156463387,NA
"3435",NA,3435,"5",0,"0.8",0.316964285714286,NA,0.3179010176,0.3176132524,0.31831432,0.3125882612,0.18945743875,NA
"3436",NA,3436,"10",0,"0.8",0.316964285714286,NA,0.3178592237,0.3189639736,0.3177180351,0.2755890938,0.124963380448,NA
"3437",NA,3437,"15",0,"0.8",0.316964285714286,NA,0.3173531185,0.3170427345,0.3177085889,0.2451866851,0.074252885286,NA
"3438",NA,3438,"20",0,"0.8",0.316964285714286,NA,0.317020224,0.3172403228,0.3183313895,0.233551051,0.055343685655,NA
"3439",NA,3439,"25",0,"0.8",0.316964285714286,NA,0.3173962461,0.317023473,0.3176270974,0.2207407214,0.034472364918,NA
"3440",NA,3440,"30",0,"0.8",0.316964285714286,NA,0.3175073147,0.3166606698,0.3163294649,0.2155690415,0.025187180173,NA
"3441",NA,3441,"0",0,"0.9",0.316964285714286,NA,0.3157104947,0.3155470022,0.3170501186,0.4995819755,0.5007110043,NA
"3442",NA,3442,"1",0,"0.9",0.316964285714286,NA,0.3173972427,0.3178623298,0.3183580987,0.355104275,0.31873947,NA
"3443",NA,3443,"5",0,"0.9",0.316964285714286,NA,0.3170559893,0.3176025142,0.3176106939,0.2521145099,0.18918133779,NA
"3444",NA,3444,"10",0,"0.9",0.316964285714286,NA,0.3177631387,0.3171347664,0.3158666515,0.19824347629,0.123298782989,NA
"3445",NA,3445,"15",0,"0.9",0.316964285714286,NA,0.3177306559,0.3168321239,0.3166531921,0.15891670518,0.07389844219,NA
"3446",NA,3446,"20",0,"0.9",0.316964285714286,NA,0.3167862407,0.3163681324,0.3161457909,0.14138430318,0.051838881494,NA
"3447",NA,3447,"25",0,"0.9",0.316964285714286,NA,0.3163413966,0.3163691846,0.3154822072,0.12725354798,0.032507606702,NA
"3448",NA,3448,"30",0,"0.9",0.316964285714286,NA,0.3173396862,0.3172729502,0.3174213952,0.12108950783,0.026300976455,NA
"3449",NA,3449,"0",0,"1",0.316964285714286,NA,0.3170982679,0.3157965693,0.3161312391,0.5010893362,0.5010648647,NA
"3450",NA,3450,"1",0,"1",0.316964285714286,NA,0.3177291627,0.316760173,0.3172802645,0.3159571526,0.3160659393,NA
"3451",NA,3451,"5",0,"1",0.316964285714286,NA,0.3170329416,0.3173775508,0.3166578314,0.18787269276,0.18761357725,NA
"3452",NA,3452,"10",0,"1",0.316964285714286,NA,0.3165927044,0.3161772746,0.3166249201,0.124609852203,0.12471908679,NA
"3453",NA,3453,"15",0,"1",0.316964285714286,NA,0.3176003574,0.3175843057,0.3198625804,0.07740186962,0.077217804361,NA
"3454",NA,3454,"20",0,"1",0.316964285714286,NA,0.3161844944,0.3168612705,0.3148383254,0.051208978445,0.051318631319,NA
"3455",NA,3455,"25",0,"1",0.316964285714286,NA,0.3167558607,0.316533415,0.3160335184,0.034133784969,0.03435437769,NA
"3456",NA,3456,"30",0,"1",0.316964285714286,NA,0.3173043773,0.3173343245,0.3190467611,0.026688180876,0.026659326925,NA
"3457",NA,3457,"0",0,"0.5",0.321428571428571,NA,0.3217900144,0.3214540888,0.3219053685,0.501363772,0.4987229801,NA
"3458",NA,3458,"1",0,"0.5",0.321428571428571,NA,0.3215431106,0.3207329437,0.3213978173,0.4994284308,0.3213303783,NA
"3459",NA,3459,"5",0,"0.5",0.321428571428571,NA,0.3215991975,0.3217976158,0.3216720614,0.5017931731,0.19399827805,NA
"3460",NA,3460,"10",0,"0.5",0.321428571428571,NA,0.322537528,0.3227680789,0.321223971,0.5007102213,0.13207166489,NA
"3461",NA,3461,"15",0,"0.5",0.321428571428571,NA,0.3222175356,0.3222320763,0.3211480661,0.4994831593,0.079637559221,NA
"3462",NA,3462,"20",0,"0.5",0.321428571428571,NA,0.3216168212,0.3215498627,0.3207612953,0.5011984447,0.058896455968,NA
"3463",NA,3463,"25",0,"0.5",0.321428571428571,NA,0.3210036004,0.3217019631,0.3215744432,0.4999393046,0.038896366619,NA
"3464",NA,3464,"30",0,"0.5",0.321428571428571,NA,0.3228291587,0.3220360437,0.3230337753,0.4992790108,0.030648238713,NA
"3465",NA,3465,"0",0,"0.6",0.321428571428571,NA,0.3200824664,0.3209332132,0.3211082766,0.5007547745,0.5008941078,NA
"3466",NA,3466,"1",0,"0.6",0.321428571428571,NA,0.3215823187,0.3207779857,0.3192820456,0.4622704218,0.3184423133,NA
"3467",NA,3467,"5",0,"0.6",0.321428571428571,NA,0.3209964427,0.320438579,0.3217976212,0.4397271902,0.19503789039,NA
"3468",NA,3468,"10",0,"0.6",0.321428571428571,NA,0.3201947454,0.3218848372,0.321193898,0.4234884934,0.130882779356,NA
"3469",NA,3469,"15",0,"0.6",0.321428571428571,NA,0.3229727215,0.3232982982,0.3223781304,0.4155596082,0.080449013609,NA
"3470",NA,3470,"20",0,"0.6",0.321428571428571,NA,0.3222894536,0.3211559228,0.3220499973,0.4125612352,0.057835610922,NA
"3471",NA,3471,"25",0,"0.6",0.321428571428571,NA,0.3218739588,0.3215578064,0.322119673,0.4074839401,0.038841271143,NA
"3472",NA,3472,"30",0,"0.6",0.321428571428571,NA,0.3206417178,0.3208786935,0.3206582484,0.4058558215,0.028298676263,NA
"3473",NA,3473,"0",0,"0.7",0.321428571428571,NA,0.3213221985,0.3208079101,0.3203627907,0.4998377245,0.4995884583,NA
"3474",NA,3474,"1",0,"0.7",0.321428571428571,NA,0.3221881288,0.3222389658,0.3218902823,0.4289918121,0.3223345971,NA
"3475",NA,3475,"5",0,"0.7",0.321428571428571,NA,0.3207227169,0.3216296729,0.3224153589,0.3768590014,0.19590266171,NA
"3476",NA,3476,"10",0,"0.7",0.321428571428571,NA,0.3208812263,0.3211453675,0.3204908424,0.3534355691,0.130854388305,NA
"3477",NA,3477,"15",0,"0.7",0.321428571428571,NA,0.3214300576,0.3215283918,0.3202026039,0.3306578215,0.077896286916,NA
"3478",NA,3478,"20",0,"0.7",0.321428571428571,NA,0.3214138024,0.3213547265,0.321182862,0.3212938465,0.057830706763,NA
"3479",NA,3479,"25",0,"0.7",0.321428571428571,NA,0.3216607514,0.3228510884,0.3212113645,0.3149273591,0.038500382679,NA
"3480",NA,3480,"30",0,"0.7",0.321428571428571,NA,0.3217225535,0.3206594406,0.3219212173,0.3108067791,0.029576155995,NA
"3481",NA,3481,"0",0,"0.8",0.321428571428571,NA,0.3215226425,0.3209356008,0.321569012,0.5011718949,0.5003410635,NA
"3482",NA,3482,"1",0,"0.8",0.321428571428571,NA,0.3218639055,0.3220604434,0.3229789374,0.3930303466,0.3218614338,NA
"3483",NA,3483,"5",0,"0.8",0.321428571428571,NA,0.3198086591,0.320472365,0.3201378121,0.317383172,0.19355719959,NA
"3484",NA,3484,"10",0,"0.8",0.321428571428571,NA,0.3210507756,0.3207696196,0.3219764174,0.2806557923,0.13203928245,NA
"3485",NA,3485,"15",0,"0.8",0.321428571428571,NA,0.3205197943,0.3205387478,0.3197708737,0.2453449572,0.076738694452,NA
"3486",NA,3486,"20",0,"0.8",0.321428571428571,NA,0.3207582026,0.3218817655,0.3213579885,0.232746366,0.056974894159,NA
"3487",NA,3487,"25",0,"0.8",0.321428571428571,NA,0.320987587,0.3203366101,0.320563351,0.2230685589,0.037348108948,NA
"3488",NA,3488,"30",0,"0.8",0.321428571428571,NA,0.3222165227,0.3215460002,0.3221499429,0.2195766765,0.029419104731,NA
"3489",NA,3489,"0",0,"0.9",0.321428571428571,NA,0.3216842876,0.3219196523,0.3205252716,0.5008072705,0.499764358,NA
"3490",NA,3490,"1",0,"0.9",0.321428571428571,NA,0.3216338457,0.321463271,0.3241631932,0.3583072268,0.3240115578,NA
"3491",NA,3491,"5",0,"0.9",0.321428571428571,NA,0.3216610292,0.3219023751,0.3213062217,0.2554818152,0.19393828886,NA
"3492",NA,3492,"10",0,"0.9",0.321428571428571,NA,0.3219631748,0.3213969587,0.3222971007,0.20639903425,0.13334031978,NA
"3493",NA,3493,"15",0,"0.9",0.321428571428571,NA,0.3214827012,0.3221621767,0.3236521518,0.16671424313,0.082215619684,NA
"3494",NA,3494,"20",0,"0.9",0.321428571428571,NA,0.3212284064,0.3209626737,0.3197095234,0.14569268464,0.056189726503,NA
"3495",NA,3495,"25",0,"0.9",0.321428571428571,NA,0.3211766181,0.3219044756,0.3195646595,0.12912159026,0.037210190495,NA
"3496",NA,3496,"30",0,"0.9",0.321428571428571,NA,0.3211056402,0.3218804211,0.3212201353,0.12264402127,0.028076501319,NA
"3497",NA,3497,"0",0,"1",0.321428571428571,NA,0.3222023987,0.3215472152,0.3208862364,0.4987893334,0.4992158327,NA
"3498",NA,3498,"1",0,"1",0.321428571428571,NA,0.3215829918,0.3219604489,0.3213691251,0.3206891698,0.3206183741,NA
"3499",NA,3499,"5",0,"1",0.321428571428571,NA,0.3217575362,0.3215704124,0.321673466,0.19566464781,0.19540182856,NA
"3500",NA,3500,"10",0,"1",0.321428571428571,NA,0.3212665039,0.3213117266,0.3204578086,0.130785872899,0.130878385054,NA
"3501",NA,3501,"15",0,"1",0.321428571428571,NA,0.3219380663,0.3213690007,0.3225731659,0.081068003957,0.080968079947,NA
"3502",NA,3502,"20",0,"1",0.321428571428571,NA,0.3224213433,0.3217086114,0.3207092004,0.056716815878,0.056833907192,NA
"3503",NA,3503,"25",0,"1",0.321428571428571,NA,0.3205888651,0.3211315818,0.3216300085,0.038233413204,0.038249764476,NA
"3504",NA,3504,"30",0,"1",0.321428571428571,NA,0.3214688636,0.3207380699,0.3215422794,0.030561154135,0.030520446271,NA
"3505",NA,3505,"0",0,"0.5",0.325892857142857,NA,0.325901127,0.3264632396,0.326219269,0.4990218126,0.4982603482,NA
"3506",NA,3506,"1",0,"0.5",0.325892857142857,NA,0.3265184391,0.3271298607,0.3279407982,0.4996590428,0.3279187955,NA
"3507",NA,3507,"5",0,"0.5",0.325892857142857,NA,0.32644911,0.3272875633,0.3278090484,0.4995133916,0.20325306246,NA
"3508",NA,3508,"10",0,"0.5",0.325892857142857,NA,0.3260526531,0.3252084194,0.3258064645,0.4992299706,0.13658544349,NA
"3509",NA,3509,"15",0,"0.5",0.325892857142857,NA,0.3250775652,0.3263209906,0.324557988,0.4991062558,0.083092803846,NA
"3510",NA,3510,"20",0,"0.5",0.325892857142857,NA,0.3259019168,0.3258266437,0.326239559,0.5000867759,0.062746473486,NA
"3511",NA,3511,"25",0,"0.5",0.325892857142857,NA,0.325579499,0.3252589782,0.3234661122,0.4976251849,0.039852327509,NA
"3512",NA,3512,"30",0,"0.5",0.325892857142857,NA,0.3250575034,0.325161509,0.324436272,0.5019873227,0.032207251712,NA
"3513",NA,3513,"0",0,"0.6",0.325892857142857,NA,0.3264385688,0.3253592275,0.3235812826,0.5020889434,0.5002951708,NA
"3514",NA,3514,"1",0,"0.6",0.325892857142857,NA,0.3266243103,0.3261404028,0.3286206764,0.4642801052,0.3288796087,NA
"3515",NA,3515,"5",0,"0.6",0.325892857142857,NA,0.3254879613,0.3272090228,0.3262572677,0.4409511167,0.20083055194,NA
"3516",NA,3516,"10",0,"0.6",0.325892857142857,NA,0.3248720154,0.325490771,0.3256028591,0.4276173199,0.136972320284,NA
"3517",NA,3517,"15",0,"0.6",0.325892857142857,NA,0.3265379907,0.3262299736,0.3276783524,0.4188781282,0.085774894187,NA
"3518",NA,3518,"20",0,"0.6",0.325892857142857,NA,0.3254897039,0.3249077652,0.3262041788,0.4127684888,0.063372660068,NA
"3519",NA,3519,"25",0,"0.6",0.325892857142857,NA,0.32627407,0.3253411431,0.3250020879,0.4076463283,0.041333291776,NA
"3520",NA,3520,"30",0,"0.6",0.325892857142857,NA,0.3246774378,0.3249392616,0.3252836351,0.4066159623,0.031865217266,NA
"3521",NA,3521,"0",0,"0.7",0.325892857142857,NA,0.3264470162,0.3268358238,0.3271916956,0.50052666,0.4996184047,NA
"3522",NA,3522,"1",0,"0.7",0.325892857142857,NA,0.3252297568,0.3255128172,0.3245956526,0.4301850214,0.3250125448,NA
"3523",NA,3523,"5",0,"0.7",0.325892857142857,NA,0.3253856808,0.3261167376,0.3247841154,0.3811311558,0.19932223625,NA
"3524",NA,3524,"10",0,"0.7",0.325892857142857,NA,0.3260778115,0.3262039969,0.3257470028,0.3528556073,0.13695662632,NA
"3525",NA,3525,"15",0,"0.7",0.325892857142857,NA,0.3257592296,0.3260723257,0.3258728525,0.3329140951,0.083016638245,NA
"3526",NA,3526,"20",0,"0.7",0.325892857142857,NA,0.3261935117,0.3261395226,0.3270251394,0.3254140749,0.065436669504,NA
"3527",NA,3527,"25",0,"0.7",0.325892857142857,NA,0.3251231564,0.3257262094,0.3249667936,0.3164056812,0.040274470149,NA
"3528",NA,3528,"30",0,"0.7",0.325892857142857,NA,0.3262290959,0.3264260934,0.3268496888,0.3125124699,0.033093601275,NA
"3529",NA,3529,"0",0,"0.8",0.325892857142857,NA,0.3258179164,0.3255552029,0.326888397,0.5015540074,0.4997657149,NA
"3530",NA,3530,"1",0,"0.8",0.325892857142857,NA,0.3252668596,0.3263481389,0.3263497354,0.3926896006,0.3250050605,NA
"3531",NA,3531,"5",0,"0.8",0.325892857142857,NA,0.3252731363,0.3246799637,0.3248121686,0.3194835712,0.19970672301,NA
"3532",NA,3532,"10",0,"0.8",0.325892857142857,NA,0.3255780115,0.3258481359,0.3262731363,0.2827456892,0.138538007825,NA
"3533",NA,3533,"15",0,"0.8",0.325892857142857,NA,0.3266384038,0.3277032974,0.32484804,0.2496661024,0.082749360036,NA
"3534",NA,3534,"20",0,"0.8",0.325892857142857,NA,0.3267537967,0.3264873309,0.326468516,0.238654846,0.063786898678,NA
"3535",NA,3535,"25",0,"0.8",0.325892857142857,NA,0.3257800936,0.3247362509,0.325628185,0.2268494486,0.042348165288,NA
"3536",NA,3536,"30",0,"0.8",0.325892857142857,NA,0.3268374443,0.3264030664,0.32795968,0.2220049961,0.035106180928,NA
"3537",NA,3537,"0",0,"0.9",0.325892857142857,NA,0.3257025936,0.3254696745,0.3260401679,0.5020192763,0.5009202773,NA
"3538",NA,3538,"1",0,"0.9",0.325892857142857,NA,0.3252313938,0.3252795647,0.3263828541,0.3610846938,0.32571940074,NA
"3539",NA,3539,"5",0,"0.9",0.325892857142857,NA,0.3267081276,0.3266613066,0.3273630387,0.2598926512,0.20200936886,NA
"3540",NA,3540,"10",0,"0.9",0.325892857142857,NA,0.3269392895,0.3267101382,0.327948646,0.21397350193,0.14006099233,NA
"3541",NA,3541,"15",0,"0.9",0.325892857142857,NA,0.326217565,0.3257980135,0.3252295352,0.16674496339,0.08437496578,NA
"3542",NA,3542,"20",0,"0.9",0.325892857142857,NA,0.3248183155,0.3240943121,0.3238252706,0.14833673064,0.060270173535,NA
"3543",NA,3543,"25",0,"0.9",0.325892857142857,NA,0.3268365912,0.3268789696,0.3261185196,0.13477333907,0.043303189667,NA
"3544",NA,3544,"30",0,"0.9",0.325892857142857,NA,0.3258349132,0.3257426936,0.3249784069,0.12548363703,0.03123826726,NA
"3545",NA,3545,"0",0,"1",0.325892857142857,NA,0.327044471,0.326987983,0.3283840704,0.4980115875,0.4982110353,NA
"3546",NA,3546,"1",0,"1",0.325892857142857,NA,0.3268872367,0.326129174,0.3262085734,0.3232283748,0.3231997251,NA
"3547",NA,3547,"5",0,"1",0.325892857142857,NA,0.3248140867,0.3256895826,0.3262096956,0.1996051645,0.19970027985,NA
"3548",NA,3548,"10",0,"1",0.325892857142857,NA,0.3254613306,0.3243853418,0.3234783273,0.134361183134,0.13439854545,NA
"3549",NA,3549,"15",0,"1",0.325892857142857,NA,0.3264955978,0.3272073639,0.3282403331,0.088171409132,0.088080814654,NA
"3550",NA,3550,"20",0,"1",0.325892857142857,NA,0.3260681743,0.3259932686,0.3267480162,0.064585327204,0.064696294512,NA
"3551",NA,3551,"25",0,"1",0.325892857142857,NA,0.3254267322,0.3257162533,0.3272356535,0.04430813243,0.044159104569,NA
"3552",NA,3552,"30",0,"1",0.325892857142857,NA,0.3260556944,0.3262685776,0.3262312118,0.033055952207,0.033048793616,NA
"3553",NA,3553,"0",0,"0.5",0.330357142857143,NA,0.3298034286,0.32990417,0.3301228811,0.5011264847,0.5000324879,NA
"3554",NA,3554,"1",0,"0.5",0.330357142857143,NA,0.3306590569,0.3305547441,0.3302775006,0.4987013446,0.3306969723,NA
"3555",NA,3555,"5",0,"0.5",0.330357142857143,NA,0.3299656537,0.3310857535,0.3284402012,0.5017167676,0.20387973568,NA
"3556",NA,3556,"10",0,"0.5",0.330357142857143,NA,0.3295045572,0.3296425814,0.3303042125,0.4990029141,0.1457338817,NA
"3557",NA,3557,"15",0,"0.5",0.330357142857143,NA,0.3297029716,0.329530529,0.3305655328,0.5005037197,0.091615665505,NA
"3558",NA,3558,"20",0,"0.5",0.330357142857143,NA,0.3315525507,0.3323999766,0.3308754046,0.5006755886,0.06955960404,NA
"3559",NA,3559,"25",0,"0.5",0.330357142857143,NA,0.329771732,0.3309180102,0.3309593694,0.4973069419,0.045837175096,NA
"3560",NA,3560,"30",0,"0.5",0.330357142857143,NA,0.329395651,0.3291395138,0.3284364864,0.4982801863,0.034696655685,NA
"3561",NA,3561,"0",0,"0.6",0.330357142857143,NA,0.3311706225,0.3317095124,0.3332050138,0.5001495166,0.5010438101,NA
"3562",NA,3562,"1",0,"0.6",0.330357142857143,NA,0.3292548062,0.3292097775,0.3300100012,0.4673316485,0.3295662579,NA
"3563",NA,3563,"5",0,"0.6",0.330357142857143,NA,0.3303622144,0.3299045871,0.3297793619,0.4399062282,0.20625844866,NA
"3564",NA,3564,"10",0,"0.6",0.330357142857143,NA,0.3300334552,0.3296560786,0.3302616585,0.4295109592,0.144025724732,NA
"3565",NA,3565,"15",0,"0.6",0.330357142857143,NA,0.3302072374,0.3298875553,0.3298758038,0.417433008,0.089931679099,NA
"3566",NA,3566,"20",0,"0.6",0.330357142857143,NA,0.330946018,0.3301667618,0.3292491475,0.4124085099,0.066597741034,NA
"3567",NA,3567,"25",0,"0.6",0.330357142857143,NA,0.3302083501,0.3303294325,0.3308223513,0.4089324413,0.048419265886,NA
"3568",NA,3568,"30",0,"0.6",0.330357142857143,NA,0.3318077687,0.3314222001,0.3315382956,0.4067288352,0.03782440199,NA
"3569",NA,3569,"0",0,"0.7",0.330357142857143,NA,0.3303260057,0.3309026219,0.330444837,0.5011477939,0.500407406,NA
"3570",NA,3570,"1",0,"0.7",0.330357142857143,NA,0.3302507075,0.330507114,0.3316795982,0.4318723181,0.3313766294,NA
"3571",NA,3571,"5",0,"0.7",0.330357142857143,NA,0.3302720138,0.3309067948,0.3305041952,0.3828617401,0.20795879595,NA
"3572",NA,3572,"10",0,"0.7",0.330357142857143,NA,0.329781102,0.3299973468,0.3290819258,0.3586103143,0.14315762704,NA
"3573",NA,3573,"15",0,"0.7",0.330357142857143,NA,0.331331862,0.3318428263,0.3320493463,0.3360518394,0.093336942558,NA
"3574",NA,3574,"20",0,"0.7",0.330357142857143,NA,0.3300339303,0.3301634593,0.331157839,0.3279680093,0.069059535723,NA
"3575",NA,3575,"25",0,"0.7",0.330357142857143,NA,0.3297102048,0.3294438046,0.3281935531,0.3178229085,0.044704454701,NA
"3576",NA,3576,"30",0,"0.7",0.330357142857143,NA,0.3306874981,0.3304129582,0.3309316499,0.3156041182,0.038345780915,NA
"3577",NA,3577,"0",0,"0.8",0.330357142857143,NA,0.3316418715,0.3316849393,0.3318117193,0.5002933128,0.5003561336,NA
"3578",NA,3578,"1",0,"0.8",0.330357142857143,NA,0.3303765187,0.3308047669,0.3324892577,0.3991473004,0.3322512592,NA
"3579",NA,3579,"5",0,"0.8",0.330357142857143,NA,0.3302539015,0.3294440111,0.3298591459,0.3250163404,0.2094756048,NA
"3580",NA,3580,"10",0,"0.8",0.330357142857143,NA,0.3306921327,0.3304641741,0.3313774914,0.2866756602,0.1463038678,NA
"3581",NA,3581,"15",0,"0.8",0.330357142857143,NA,0.3308748247,0.3311342408,0.3320594822,0.255641312,0.092800073234,NA
"3582",NA,3582,"20",0,"0.8",0.330357142857143,NA,0.3300336655,0.3299769607,0.3319998013,0.2409439618,0.069873120859,NA
"3583",NA,3583,"25",0,"0.8",0.330357142857143,NA,0.3302535097,0.3295869522,0.3301348528,0.2295914794,0.047343590453,NA
"3584",NA,3584,"30",0,"0.8",0.330357142857143,NA,0.3294912242,0.3292095148,0.3290201263,0.2213315267,0.034790010326,NA
"3585",NA,3585,"0",0,"0.9",0.330357142857143,NA,0.3308033189,0.3303632094,0.3313342426,0.4994251693,0.4991397129,NA
"3586",NA,3586,"1",0,"0.9",0.330357142857143,NA,0.3289728951,0.3290249257,0.3298302352,0.3632649241,0.3291097109,NA
"3587",NA,3587,"5",0,"0.9",0.330357142857143,NA,0.331087818,0.3301831064,0.3296541744,0.266577141,0.20821973211,NA
"3588",NA,3588,"10",0,"0.9",0.330357142857143,NA,0.3304227295,0.330135718,0.3307826698,0.21644950698,0.14608523875,NA
"3589",NA,3589,"15",0,"0.9",0.330357142857143,NA,0.3307193397,0.3316484995,0.3336660914,0.17636832908,0.095226890956,NA
"3590",NA,3590,"20",0,"0.9",0.330357142857143,NA,0.329428835,0.3307275083,0.3305251304,0.15506963479,0.068191245641,NA
"3591",NA,3591,"25",0,"0.9",0.330357142857143,NA,0.3296089982,0.3292922523,0.3281301255,0.13556711577,0.044922254016,NA
"3592",NA,3592,"30",0,"0.9",0.330357142857143,NA,0.330833709,0.3312457193,0.328261855,0.13041982183,0.036666466202,NA
"3593",NA,3593,"0",0,"1",0.330357142857143,NA,0.3308828719,0.3316717896,0.3305351476,0.4978887448,0.4980512737,NA
